target_year,offset_pos,term,estimate,std.error,statistic,p.value,model
2413,TRUE,measurement_error,0.021651923775973005,0.011721583005750616,1.847184272410182,0.06472043800446758,sigma_only_acc68
3661,FALSE,(Intercept),-0.604882894488242,0.2571300053470076,-2.352439940534857,0.01865070141383484,sigma_only_acc68
3661,FALSE,measurement_error,0.0330693259390001,0.011276944665870143,2.9324721295374405,0.0033627510342471296,sigma_only_acc68
3661,TRUE,(Intercept),-0.51273552127211,0.2723527728400163,-1.8826153885839,0.059752509387818,sigma_only_acc68
3661,TRUE,measurement_error,0.03035187965398633,0.011867025719223727,2.5576652795837855,0.010537746816854227,sigma_only_acc68
4854,FALSE,(Intercept),-1.2885995073552627,0.2699251273340427,-4.773914603958198,1.8067901941342532e-06,sigma_only_acc68
4854,FALSE,measurement_error,0.05232076190030323,0.011583339870722489,4.516897758697969,6.275218495538879e-6,sigma_only_acc68
4854,TRUE,(Intercept),-0.47209349576458004,0.2663645644051554,-1.7723584847663876,0.0763350685941546,sigma_only_acc68
4854,TRUE,measurement_error,0.024375625254304267,0.011833967908231843,2.05980153430603,0.03941751784924402,sigma_only_acc68
6026,FALSE,(Intercept),0.22862389973773917,0.2644154864204702,0.8646388410631302,0.3872370470343699,sigma_only_acc68
6026,FALSE,measurement_error,0.00808459900476168,0.011378376510689011,0.7105230695404473,0.47737983023736197,sigma_only_acc68
6026,TRUE,(Intercept),-0.4187015198252367,0.26390340216574726,-1.5865711331840537,0.11260980965377569,sigma_only_acc68
6026,TRUE,measurement_error,0.032485090974309315,0.011574312486137045,2.8066540464686636,0.005005897104133742,sigma_only_acc68
7273,TRUE,(Intercept),-0.2783279404089813,0.27165415669708287,-1.024567206307615,0.30556744468249514,sigma_only_acc68
7273,TRUE,measurement_error,0.032566472707191034,0.012354974275721187,2.6358996773621417,0.008391453712755865,sigma_only_acc68
7273,FALSE,(Intercept),-0.3258089395880872,0.25750112510506806,-1.2652719068903002,0.2057738735398403,sigma_only_acc68
7273,FALSE,measurement_error,0.03383715883955825,0.011439213813912788,2.9579968859751764,0.003096452520452028,sigma_only_acc68
8557,TRUE,(Intercept),-0.10125237553512699,0.26046612798306595,-0.3887352889958492,0.697471974694932,sigma_only_acc68
8557,TRUE,measurement_error,0.028458989365325208,0.011996389046909693,2.3722963013321356,0.017677907741268845,sigma_only_acc68
8557,FALSE,(Intercept),0.5570277191664289,0.2689914004155319,2.070801216343515,0.03837737652680425,sigma_only_acc68
8557,FALSE,measurement_error,-0.0016196780892683952,0.011786043816056408,-0.13742338943809707,0.8906961443355019,sigma_only_acc68
9808,TRUE,(Intercept),0.06738676776412604,0.26178663803871854,0.2574110285726633,0.7968614900994121,sigma_only_acc68
9808,TRUE,measurement_error,0.016188454521267256,0.011595845987499402,1.396056358347532,0.16269752439279503,sigma_only_acc68
9808,FALSE,(Intercept),0.34467524570522845,0.2592921831699151,1.3292928521464973,0.18375137155234983,sigma_only_acc68
9808,FALSE,measurement_error,-2.5855266751600287e-4,0.011626445207823691,-0.02223832503352074,0.9822578461863154,sigma_only_acc68
11091,TRUE,(Intercept),-0.1707181138028223,0.2521077081708004,-0.6771634038542071,0.49830228428113077,sigma_only_acc68
11091,TRUE,measurement_error,0.029512834511187466,0.0114819901754192,2.5703588019408814,0.010159323184603126,sigma_only_acc68
11091,FALSE,(Intercept),-0.4837460619252337,0.26516163187677255,-1.8243441123112523,0.06810006541694867,sigma_only_acc68
11091,FALSE,measurement_error,0.03844760158452384,0.012006137928914102,3.2023288264856076,0.0013632129035429437,sigma_only_acc68
1,FALSE,(Intercept),0.8548470554914559,0.3330028374573646,2.567086400880607,0.010255705478109963,offset_sigma_acc68
1,FALSE,measurement_error,0.0558684483675746,0.013565032690901627,4.118563488980518,3.812415380573909e-5,offset_sigma_acc68
1,FALSE,offset_magnitude,-0.07585500402105672,0.007769050720882277,-9.763741639267145,1.610994397636273e-22,offset_sigma_acc68
1,TRUE,(Intercept),0.49253092709846574,0.34450619873101346,1.4296721769091543,0.15281112933952182,offset_sigma_acc68
1,TRUE,measurement_error,0.04496192506233109,0.013603614294582924,3.3051455362296855,9.492709372788778e-4,offset_sigma_acc68
1,TRUE,offset_magnitude,-0.06737445471895437,0.00768154076608301,-8.77095582391996,1.7715594550658176e-18,offset_sigma_acc68
1206,FALSE,(Intercept),0.6846854644922776,0.340336417769083,2.0117901839021943,0.04424205913475009,offset_sigma_acc68
1206,FALSE,measurement_error,0.054484992287518436,0.01299415833883318,4.193037430111149,2.7524400655620788e-5,offset_sigma_acc68
1206,FALSE,offset_magnitude,-0.06967694115578695,0.00767210777948545,-9.081851188547825,1.0674364563875623e-19,offset_sigma_acc68
1206,TRUE,(Intercept),0.6198577611893197,0.3239169469934152,1.91363177179464,0.055667222458899865,offset_sigma_acc68
1206,TRUE,measurement_error,0.03780567391162435,0.0128175970643403,2.949513369928215,0.0031827480162719716,offset_sigma_acc68
1206,TRUE,offset_magnitude,-0.059621853043117144,0.007150278533609912,-8.338395876868907,7.530509809844544e-17,offset_sigma_acc68
2413,FALSE,(Intercept),1.3862901331625423,0.33195656087806175,4.176119096714498,2.9652461270181932e-5,offset_sigma_acc68
2413,FALSE,measurement_error,0.013196191140363944,0.012769405747189213,1.0334224944859847,0.301406224046524,offset_sigma_acc68
2413,FALSE,offset_magnitude,-0.06895423367454029,0.007506467596863125,-9.185976331044918,4.078108287466932e-20,offset_sigma_acc68
2413,TRUE,(Intercept),0.9068668444379331,0.32331173119279666,2.8049302173237627,0.005032747433747548,offset_sigma_acc68
2413,TRUE,measurement_error,0.04378172341092442,0.013271325056845217,3.2989715211852375,9.703975551333797e-4,offset_sigma_acc68
2413,TRUE,offset_magnitude,-0.06612162254719652,0.007846507926355932,-8.426885331383927,3.549874158161674e-17,offset_sigma_acc68
3661,FALSE,(Intercept),0.8647294615352195,0.32393185121821094,2.6694795781372846,0.007596889273965394,offset_sigma_acc68
3661,FALSE,measurement_error,0.0366824191253464,0.01226470508480209,2.990892880971245,0.002781630505386328,offset_sigma_acc68
3661,FALSE,offset_magnitude,-0.061809750652816936,0.007364684700757575,-8.392721910614696,4.7501426302407096e-17,offset_sigma_acc68
3661,TRUE,(Intercept),0.8557850858042796,0.33321459869753417,2.5682700852524576,0.010220748769606774,offset_sigma_acc68
3661,TRUE,measurement_error,0.04033307897208947,0.013025885367083016,3.096379081763834,0.0019589974193076286,offset_sigma_acc68
3661,TRUE,offset_magnitude,-0.06351724726784308,0.007725858743016916,-8.221383457891163,2.011689320011488e-16,offset_sigma_acc68
4854,FALSE,(Intercept),0.47726538993542766,0.34535686455042486,1.3819484681641332,0.16698752438230732,offset_sigma_acc68
4854,FALSE,measurement_error,0.054528755637036505,0.012973137436070608,4.203204961463243,2.6316209669685602e-5,offset_sigma_acc68
4854,FALSE,offset_magnitude,-0.07288294010702813,0.00795521223769662,-9.161658787890605,5.1105607754587514e-20,offset_sigma_acc68
4854,TRUE,(Intercept),0.887245566668094,0.32731141096953004,2.7107077142223104,0.00671397812719558,offset_sigma_acc68
4854,TRUE,measurement_error,0.0376009597861596,0.01318199634035815,2.852448052275669,0.004338390272877139,offset_sigma_acc68
4854,TRUE,offset_magnitude,-0.06338147507709112,0.007225917558318215,-8.771408553385536,1.7644497416320378e-18,offset_sigma_acc68
6026,FALSE,(Intercept),1.9956979648799993,0.3574244636683213,5.583551680815963,2.356557070935822e-8,offset_sigma_acc68
6026,FALSE,measurement_error,0.0029633440348492265,0.012617073440772406,0.2348677804531994,0.8143113575933677,offset_sigma_acc68
6026,FALSE,offset_magnitude,-0.06634357148519936,0.007539319118232607,-8.799676793725087,1.3721075206270876e-18,offset_sigma_acc68
6026,TRUE,(Intercept),0.7769208109581888,0.3197223548807683,2.4299858896257667,0.015099410664715844,offset_sigma_acc68
6026,TRUE,measurement_error,0.04402512392414531,0.012628115844739852,3.4862781166585233,4.897915089130863e-4,offset_sigma_acc68
6026,TRUE,offset_magnitude,-0.0557438609283731,0.00719926224994272,-7.74299629504629,9.710087195605946e-15,offset_sigma_acc68
7273,TRUE,(Intercept),1.5382681797981186,0.36863180097591375,4.172912309045818,3.0073070949768506e-5,offset_sigma_acc68
7273,TRUE,measurement_error,0.023139124088055917,0.013534616768686253,1.709625361657132,0.08733517271488735,offset_sigma_acc68
7273,TRUE,offset_magnitude,-0.06277013614994648,0.00749172431703448,-8.37859663458537,5.35624963191848e-17,offset_sigma_acc68
7273,FALSE,(Intercept),1.2873652342708182,0.3338918103097793,3.8556358512549975,1.1542920640997648e-4,offset_sigma_acc68
7273,FALSE,measurement_error,0.03948142852091283,0.012670561066392642,3.1159968618621994,0.0018332422334141776,offset_sigma_acc68
7273,FALSE,offset_magnitude,-0.06632869411040267,0.007490666092882037,-8.854845922638459,8.379948654700812e-19,offset_sigma_acc68
8557,TRUE,(Intercept),1.5992040597962252,0.34728267933060636,4.604905902242864,4.1265240579608265e-6,offset_sigma_acc68
8557,TRUE,measurement_error,0.03670680762179858,0.013478383013837279,2.7233836272581335,0.00646169760597181,offset_sigma_acc68
8557,TRUE,offset_magnitude,-0.07032318319387311,0.007995095149564571,-8.795790653936502,1.4204420104452503e-18,offset_sigma_acc68
8557,FALSE,(Intercept),2.217479012494793,0.35870232161961824,6.181947756798444,6.331548130776943e-10,offset_sigma_acc68
8557,FALSE,measurement_error,0.0016048835963812379,0.012843815277111321,0.12495380552858507,0.9005601214707767,offset_sigma_acc68
8557,FALSE,offset_magnitude,-0.06574082897140551,0.007693654250723238,-8.54481197478111,1.2874571434304556e-17,offset_sigma_acc68
9808,TRUE,(Intercept),1.5210608643811283,0.33467869820307006,4.5448391921801,5.497720970781777e-6,offset_sigma_acc68
9808,TRUE,measurement_error,0.021531369168420165,0.012525529670807738,1.718998695807781,0.08561460940206211,offset_sigma_acc68
9808,TRUE,offset_magnitude,-0.06050329333443438,0.00738606286030876,-8.191548661136789,2.578861123983886e-16,offset_sigma_acc68
9808,FALSE,(Intercept),2.1798454858758514,0.3570498728646255,6.105156874547703,1.0269976009851702e-9,offset_sigma_acc68
9808,FALSE,measurement_error,0.006984327611568985,0.01317253927006721,0.530218773189761,0.5959602563780733,offset_sigma_acc68
9808,FALSE,offset_magnitude,-0.07593510655900347,0.008234147982244078,-9.221974966049691,2.9167756455377897e-20,offset_sigma_acc68
11091,TRUE,(Intercept),1.7212431303472915,0.34820720725248916,4.943157678810473,7.686726365181484e-7,offset_sigma_acc68
11091,TRUE,measurement_error,0.04627741623898463,0.013306132703827965,3.4779013007792527,5.05355966560066e-4,offset_sigma_acc68
11091,TRUE,offset_magnitude,-0.08552569256122852,0.008520192533303593,-10.037999989663033,1.037564909004255e-23,offset_sigma_acc68
11091,FALSE,(Intercept),1.4211363291937567,0.35891491852513996,3.9595354103237534,7.509570964893849e-5,offset_sigma_acc68
11091,FALSE,measurement_error,0.03966006083576718,0.013406252891151568,2.958325578204162,0.0030931523583686013,offset_sigma_acc68
11091,FALSE,offset_magnitude,-0.07093298254287238,0.00782410526519987,-9.065954526247081,1.2351796672673796e-19,offset_sigma_acc68
1,FALSE,(Intercept),3.509944400754815,0.7063416892641203,4.969187652524855,6.723397946574968e-7,offset_sigma_interact_acc68
1,FALSE,measurement_error,-0.06597755029486628,0.029434511757168998,-2.241503132077499,0.024993502874915873,offset_sigma_interact_acc68
1,FALSE,offset_magnitude,-0.18451214660002505,0.02649422979339245,-6.964238931982148,3.301838180729487e-12,offset_sigma_interact_acc68
1,FALSE,measurement_error:offset_magnitude,0.004838695841710187,0.0010624985978019811,4.554072684632361,5.261716236071926e-6,offset_sigma_interact_acc68
1,TRUE,(Intercept),3.233216833203141,0.7120891942650605,4.540466080994403,5.613000868099553e-6,offset_sigma_interact_acc68
1,TRUE,measurement_error,-0.07969891263452071,0.029804558232843895,-2.6740511304305947,0.007494102464219968,offset_sigma_interact_acc68
1,TRUE,offset_magnitude,-0.1897125022305539,0.02910019386490689,-6.519286541913246,7.064259064028649e-11,offset_sigma_interact_acc68
1,TRUE,measurement_error:offset_magnitude,0.005398165372113985,0.0011679522122703648,4.621906029545997,3.8023025430678825e-6,offset_sigma_interact_acc68
1206,FALSE,(Intercept),3.077982713902972,0.7278616594640673,4.228801825018953,2.3493917620674406e-5,offset_sigma_interact_acc68
1206,FALSE,measurement_error,-0.053824955378642465,0.030019034021217375,-1.7930275617995945,0.0729685170900364,offset_sigma_interact_acc68
1206,FALSE,offset_magnitude,-0.16410800962266395,0.026442559131391437,-6.206207531094908,5.427849104319703e-10,offset_sigma_interact_acc68
1206,FALSE,measurement_error:offset_magnitude,0.004173110205475551,0.0010567101845858292,3.9491530093572202,7.842820960013643e-5,offset_sigma_interact_acc68
1206,TRUE,(Intercept),2.2660803661770967,0.6155794451920934,3.681215128081412,2.3212504294857042e-4,offset_sigma_interact_acc68
1206,TRUE,measurement_error,-0.03620572165176136,0.025777717600654098,-1.4045355842847258,0.1601594230803521,offset_sigma_interact_acc68
1206,TRUE,offset_magnitude,-0.1291923971557571,0.023339720307147264,-5.5353018569033505,3.106927960693257e-8,offset_sigma_interact_acc68
1206,TRUE,measurement_error:offset_magnitude,0.003036173967871546,9.311603835628876e-4,3.2606348180903817,0.0011116310676652396,offset_sigma_interact_acc68
2413,FALSE,(Intercept),3.6479480502868222,0.6658190312693276,5.478888224826374,4.280066215862284e-8,offset_sigma_interact_acc68
2413,FALSE,measurement_error,-0.09139198611225136,0.027951907167420454,-3.2696153992230608,0.001076937996173539,offset_sigma_interact_acc68
2413,FALSE,offset_magnitude,-0.16604752498040398,0.025545869470049953,-6.499975472554518,8.033310820199809e-11,offset_sigma_interact_acc68
2413,FALSE,measurement_error:offset_magnitude,0.004449826572506521,0.0010583232265086152,4.204600693860231,2.6154348278391523e-5,offset_sigma_interact_acc68
2413,TRUE,(Intercept),3.4013505564189823,0.7155103346558427,4.753740640315163,1.9968717256237975e-6,offset_sigma_interact_acc68
2413,TRUE,measurement_error,-0.07361469730847761,0.030930312949206822,-2.3800178623917025,0.01731179885850745,offset_sigma_interact_acc68
2413,TRUE,offset_magnitude,-0.1655614368426029,0.026724215866373538,-6.195184085865922,5.821694845404636e-10,offset_sigma_interact_acc68
2413,TRUE,measurement_error:offset_magnitude,0.004478746469475231,0.0010871590367922991,4.11967919862942,3.7940025952684594e-5,offset_sigma_interact_acc68
3661,FALSE,(Intercept),3.494356298354809,0.6645020119285869,5.258609057048788,1.4514909587584533e-7,offset_sigma_interact_acc68
3661,FALSE,measurement_error,-0.08248134254563518,0.02719665428280203,-3.0327753439066494,0.0024231592242222625,offset_sigma_interact_acc68
3661,FALSE,offset_magnitude,-0.17432197370313499,0.0256897257529082,-6.785668923826519,1.1554985997271775e-11,offset_sigma_interact_acc68
3661,FALSE,measurement_error:offset_magnitude,0.005041094881413152,0.001044081021209846,4.828260239393779,1.3773102905902121e-6,offset_sigma_interact_acc68
3661,TRUE,(Intercept),2.4449835246077396,0.6516477952784899,3.752001529542266,1.7542839378937612e-4,offset_sigma_interact_acc68
3661,TRUE,measurement_error,-0.033305589904590364,0.027818203762319874,-1.1972588233645491,0.23120568853034948,offset_sigma_interact_acc68
3661,TRUE,offset_magnitude,-0.1303825094480997,0.024754153579401618,-5.267096248307733,1.385985497313813e-7,offset_sigma_interact_acc68
3661,TRUE,measurement_error:offset_magnitude,0.003019353673874462,0.0010233937307403318,2.9503343465766942,0.0031743021413675357,offset_sigma_interact_acc68
4854,FALSE,(Intercept),2.6427039622513098,0.695618654717269,3.799069999532178,0.00014524006997777052,offset_sigma_interact_acc68
4854,FALSE,measurement_error,-0.041945787654711846,0.02844929811843259,-1.4744050092235752,0.14037257654819718,offset_sigma_interact_acc68
4854,FALSE,offset_magnitude,-0.16402954736286643,0.02689789440146751,-6.09823002925899,1.0724933962425583e-9,offset_sigma_interact_acc68
4854,FALSE,measurement_error:offset_magnitude,0.0039839239233577135,0.0010657621074277395,3.7380986766109343,1.8541717670219503e-4,offset_sigma_interact_acc68
4854,TRUE,(Intercept),2.3441028746656376,0.6423906242671791,3.649030334681057,2.6323202299102766e-4,offset_sigma_interact_acc68
4854,TRUE,measurement_error,-0.031434318462082514,0.0282176115614648,-1.1139964271466047,0.26528071942340564,offset_sigma_interact_acc68
4854,TRUE,offset_magnitude,-0.12020283321435839,0.02258197317931639,-5.322955273211303,1.0209485469372715e-7,offset_sigma_interact_acc68
4854,TRUE,measurement_error:offset_magnitude,0.0026170791685827767,9.523214173521801e-4,2.7481049159424176,0.005994082546057888,offset_sigma_interact_acc68
6026,FALSE,(Intercept),5.14361253466796,0.8043725869947697,6.39456468038661,1.6100538582614334e-10,offset_sigma_interact_acc68
6026,FALSE,measurement_error,-0.1280558371069042,0.030255700110910534,-4.232453277811472,2.311559437881783e-5,offset_sigma_interact_acc68
6026,FALSE,offset_magnitude,-0.18596646688679352,0.02747114328826038,-6.769520472279183,1.2920993018392722e-11,offset_sigma_interact_acc68
6026,FALSE,measurement_error:offset_magnitude,0.00504268063239129,0.0010450802758334532,4.825161041691026,1.3989018743388196e-6,offset_sigma_interact_acc68
6026,TRUE,(Intercept),2.8529478733200073,0.6435690064617244,4.433010049699594,9.292653277967433e-6,offset_sigma_interact_acc68
6026,TRUE,measurement_error,-0.05264451293570989,0.02714029367072181,-1.9397178812586438,0.05241398525066748,offset_sigma_interact_acc68
6026,TRUE,offset_magnitude,-0.13728708787665825,0.022743673720930703,-6.036275826025184,1.5771158762395593e-9,offset_sigma_interact_acc68
6026,TRUE,measurement_error:offset_magnitude,0.0036991451028279636,9.316261339791055e-4,3.9706326045496354,7.168204573538188e-5,offset_sigma_interact_acc68
7273,TRUE,(Intercept),3.9155801712348075,0.7337705189646018,5.336246237801905,9.489051738675648e-8,offset_sigma_interact_acc68
7273,TRUE,measurement_error,-0.08652381209413934,0.030211265656977362,-2.863958533764919,0.004183827775894161,offset_sigma_interact_acc68
7273,TRUE,offset_magnitude,-0.15131123372599137,0.02435621233822392,-6.212428748148495,5.21718397323147e-10,offset_sigma_interact_acc68
7273,TRUE,measurement_error:offset_magnitude,0.004147247721802456,0.0010304059300967868,4.024867870677824,5.7007314284230203e-5,offset_sigma_interact_acc68
7273,FALSE,(Intercept),3.9284227562644722,0.7169594905364528,5.479281337534282,4.270568554092348e-8,offset_sigma_interact_acc68
7273,FALSE,measurement_error,-0.0797075503162992,0.02920224556243229,-2.7295007209596336,0.006343031040331469,offset_sigma_interact_acc68
7273,FALSE,offset_magnitude,-0.1663124331515337,0.02493844227420608,-6.668918263734189,2.576957125966595e-11,offset_sigma_interact_acc68
7273,FALSE,measurement_error:offset_magnitude,0.0044532967279030874,0.0010010529893304623,4.448612386524714,8.642682344835714e-6,offset_sigma_interact_acc68
8557,TRUE,(Intercept),4.3007777702499865,0.7614897996763764,5.647846855043578,1.624698061726591e-8,offset_sigma_interact_acc68
8557,TRUE,measurement_error,-0.08887304359855133,0.031443762265055054,-2.8264125281636594,0.004707259841621886,offset_sigma_interact_acc68
8557,TRUE,offset_magnitude,-0.17093927099809342,0.02591999864758971,-6.59487962643042,4.256010349252946e-11,offset_sigma_interact_acc68
8557,TRUE,measurement_error:offset_magnitude,0.004632670480637971,0.0010658381585769813,4.3465046201978055,1.3832413914377632e-5,offset_sigma_interact_acc68
8557,FALSE,(Intercept),3.9500931520623026,0.7628363343063584,5.178165976656177,2.2407783505805647e-7,offset_sigma_interact_acc68
8557,FALSE,measurement_error,-0.07692926636286447,0.03161042436732423,-2.433667623974907,0.01494671299588543,offset_sigma_interact_acc68
8557,FALSE,offset_magnitude,-0.12914406681363824,0.025307883104473274,-5.102918576023116,3.3445492754626384e-7,offset_sigma_interact_acc68
8557,FALSE,measurement_error:offset_magnitude,0.0028768052322097407,0.001056719822910064,2.7223916593969126,0.00648112804891575,offset_sigma_interact_acc68
9808,TRUE,(Intercept),4.32391746325564,0.7519158882559106,5.75053344501748,8.896230226648386e-9,offset_sigma_interact_acc68
9808,TRUE,measurement_error,-0.10416155775947226,0.030671931216980343,-3.3959895457057883,6.838097127866385e-4,offset_sigma_interact_acc68
9808,TRUE,offset_magnitude,-0.1664873487560848,0.025922897571644083,-6.422405068567566,1.3413790365119615e-10,offset_sigma_interact_acc68
9808,TRUE,measurement_error:offset_magnitude,0.004728611589879382,0.0010552961934353609,4.480838289093118,7.435043094285398e-6,offset_sigma_interact_acc68
9808,FALSE,(Intercept),4.0518917379324675,0.7506012241739293,5.398194950177118,6.731470128070993e-8,offset_sigma_interact_acc68
9808,FALSE,measurement_error,-0.07921972899420533,0.031238633031235547,-2.535953763245448,0.011214153931413064,offset_sigma_interact_acc68
9808,FALSE,offset_magnitude,-0.1459628932211188,0.025617529951236388,-5.6977738876059805,1.2138188642381656e-8,offset_sigma_interact_acc68
9808,FALSE,measurement_error:offset_magnitude,0.0032023335305136295,0.0010565426478126093,3.0309552928540207,0.0024378134091351507,offset_sigma_interact_acc68
11091,TRUE,(Intercept),2.941160692331271,0.7177264780836186,4.097885172335263,4.169420113879524e-5,offset_sigma_interact_acc68
11091,TRUE,measurement_error,-0.015097777090909878,0.032771868956094914,-0.46069319730091235,0.645018736299202,offset_sigma_interact_acc68
11091,TRUE,offset_magnitude,-0.1307276892420358,0.024596265205335786,-5.314940628208725,1.0669210832966244e-7,offset_sigma_interact_acc68
