offset_pos,binned_targets,null.deviance,df.null,logLik,AIC,BIC,deviance,df.residual,nobs,model,bin_start
TRUE,10,133.0842586675095,95,-54.483493154182504,112.966986308365,118.09568269130068,108.966986308365,94,96,offset_only_acc68,2183
FALSE,22,137.15221874161006,98,-55.499326054870416,114.99865210974085,120.18889181001,110.99865210974085,97,99,offset_only_acc68,5100
FALSE,32,138.88182557947002,101,-57.859932810252566,119.71986562050512,124.96981124707368,115.71986562050512,100,102,offset_only_acc68,7518
FALSE,26,124.28927505548585,90,-48.040517048143066,100.08103409628612,105.10275310931983,96.08103409628612,89,91,offset_only_acc68,6026
FALSE,6,149.68275184673473,107,-58.49998393837366,120.99996787674732,126.36423033099577,116.99996787674732,106,108,offset_only_acc68,1206
TRUE,17,122.01716487139386,88,-51.53314370448027,107.06628740896052,112.04356014842482,103.06628740896056,87,89,offset_only_acc68,3901
FALSE,42,133.23287181654013,97,-56.70164668577247,117.40329337154492,122.57322832888607,113.40329337154492,96,98,offset_only_acc68,10053
TRUE,29,123.55037817970374,95,-58.432866027286416,120.86573205457285,125.9944284375085,116.86573205457285,94,96,offset_only_acc68,6760
FALSE,38,141.46583339557216,105,-59.95523253878227,123.91046507756457,129.2373432657887,119.91046507756457,104,106,offset_only_acc68,9076
TRUE,39,121.26267651947104,90,-52.5241567040157,109.0483134080314,114.07003242106512,105.0483134080314,89,91,offset_only_acc68,9335
TRUE,47,151.0742616097602,112,-62.072111680498836,128.14422336099767,133.59899899842236,124.14422336099766,111,113,offset_only_acc68,11320
TRUE,28,146.6073980466069,105,-68.16944132557107,140.33888265114214,145.66576083936627,136.33888265114214,104,106,offset_only_acc68,6529
FALSE,11,138.3378120839887,100,-61.347167151780475,126.69433430356096,131.92457533724348,122.69433430356096,99,101,offset_only_acc68,2413
FALSE,3,130.26911354260645,93,-52.52297173867219,109.04594347734438,114.1325330418844,105.04594347734438,92,94,offset_only_acc68,481
TRUE,5,120.3524306661444,87,-53.64401757380656,111.28803514761312,116.24270877656951,107.28803514761312,86,88,offset_only_acc68,988
TRUE,16,134.46024356765733,96,-59.197073310172506,122.394146620345,127.54356857735178,118.394146620345,95,97,offset_only_acc68,3661
FALSE,45,138.6294361119891,99,-54.88111967471801,113.76223934943602,118.9725797214122,109.76223934943602,98,100,offset_only_acc68,10829
TRUE,14,135.37170934699014,99,-54.00686402996831,112.01372805993662,117.2240684319128,108.01372805993662,98,100,offset_only_acc68,3196
FALSE,17,152.7867927193796,110,-70.24101787459911,144.48203574919822,149.90109615182288,140.48203574919825,109,111,offset_only_acc68,3901
FALSE,49,115.37789251533154,97,-52.59189088113116,109.18378176226231,114.35371671960344,105.18378176226231,96,98,offset_only_acc68,11812
TRUE,33,130.86114104538484,98,-60.105334255937784,124.21066851187555,129.40090821214474,120.21066851187555,97,99,offset_only_acc68,7751
FALSE,10,140.30439534001124,103,-64.08952550851782,132.17905101703565,137.4678328153184,128.17905101703565,102,104,offset_only_acc68,2183
FALSE,41,134.96163785770713,98,-58.39050426116305,120.7810085223261,125.97124822259528,116.7810085223261,97,99,offset_only_acc68,9808
FALSE,4,134.37775472609616,96,-56.8686216979459,117.7372433958918,122.88666535289856,113.7372433958918,95,97,offset_only_acc68,739
TRUE,18,135.2030589035784,97,-62.43159542848677,128.86319085697355,134.0331258143147,124.86319085697356,96,98,offset_only_acc68,4140
TRUE,21,144.02072944964928,103,-56.44586235422299,116.89172470844598,122.18050650672872,112.89172470844598,102,104,offset_only_acc68,4854
FALSE,48,142.70092819596545,102,-51.89933779102546,107.79867558205092,113.0681335585102,103.79867558205092,101,103,offset_only_acc68,11587
FALSE,7,129.8879633095761,96,-59.840033375292904,123.6800667505858,128.8294887075926,119.6800667505858,95,97,offset_only_acc68,1459
TRUE,22,140.0058293212386,100,-58.4606245116134,120.9212490232268,126.15149005690932,116.9212490232268,99,101,offset_only_acc68,5100
FALSE,5,155.12208091777492,111,-61.00116799112356,126.00233598224712,131.4393337248373,122.00233598224712,110,112,offset_only_acc68,988
TRUE,27,139.47437690179964,101,-55.43558704446045,114.8711740889209,120.12111971548944,110.87117408892088,100,102,offset_only_acc68,6261
FALSE,40,132.85224508272478,103,-60.25786043578225,124.5157208715645,129.80450266984724,120.5157208715645,102,104,offset_only_acc68,9579
TRUE,4,142.7786103049553,102,-62.115015954791374,128.23003190958275,133.49948988604203,124.23003190958276,101,103,offset_only_acc68,739
FALSE,1,142.78690932102415,103,-61.2888339970662,126.5776679941324,131.86644979241515,122.5776679941324,102,104,offset_only_acc68,1
FALSE,31,139.9696141590065,102,-56.06006425245888,116.12012850491776,121.38958648137702,112.12012850491776,101,103,offset_only_acc68,7273
TRUE,19,139.47437690179964,101,-63.676502765714474,131.35300553142895,136.6029511579975,127.35300553142892,100,102,offset_only_acc68,4391
FALSE,44,115.36479220664512,87,-49.23207675134116,102.46415350268232,107.41882713163874,98.46415350268232,86,88,offset_only_acc68,10567
TRUE,30,111.27414383028102,81,-51.39524410166503,106.79048820333006,111.60392669785855,102.79048820333006,80,82,offset_only_acc68,7019
FALSE,14,138.4693934179923,99,-51.12351155217648,106.24702310435296,111.45736347632916,102.24702310435296,98,100,offset_only_acc68,3196
FALSE,21,127.02014172633255,95,-61.16453139427883,126.32906278855766,131.45775917149334,122.32906278855766,94,96,sigma_only_acc68,4854
FALSE,24,137.6277627427177,99,-64.69194942001401,133.38389884002802,138.5942392120042,129.38389884002802,98,100,sigma_only_acc68,5544
FALSE,28,124.11563638162689,93,-61.91651220557538,127.83302441115076,132.91961397569077,123.83302441115076,92,94,sigma_only_acc68,6529
TRUE,40,132.9175437420132,95,-65.90943731825973,135.81887463651947,140.94757101945515,131.81887463651944,94,96,sigma_only_acc68,9579
TRUE,45,137.6277627427177,99,-67.86766615029256,139.73533230058513,144.9456726725613,135.73533230058513,98,100,sigma_only_acc68,10829
FALSE,2,148.09976667462996,106,-73.49151077655483,150.9830215531097,156.3286792220335,146.9830215531097,105,107,sigma_only_acc68,214
TRUE,32,129.91908885461552,97,-61.489353775853665,126.97870755170732,132.14864250904847,122.97870755170732,96,98,sigma_only_acc68,7518
TRUE,34,130.4214186317749,94,-64.4782476734121,132.9564953468242,138.06424913002527,128.9564953468242,93,95,sigma_only_acc68,8011
TRUE,50,139.768104518252,100,-69.70819241874467,143.41638483748935,148.64662587117186,139.41638483748935,99,101,sigma_only_acc68,12047
TRUE,38,121.84330858082906,93,-60.00290107739599,124.00580215479198,129.092391719332,120.00580215479198,92,94,sigma_only_acc68,9076
FALSE,47,118.65778656741035,86,-58.14895280989191,120.29790561978382,125.22972185709298,116.29790561978382,85,87,sigma_only_acc68,11320
TRUE,44,147.13029516048115,111,-73.52515966260296,151.05031932520592,156.4873170677961,147.05031932520592,110,112,sigma_only_acc68,10567
FALSE,13,142.70092819596545,102,-71.3504521725825,146.700904345165,151.97036232162426,142.700904345165,101,103,sigma_only_acc68,2922
FALSE,33,131.57063574666168,100,-65.34927988883476,134.69855977766952,139.92880081135203,130.69855977766952,99,101,sigma_only_acc68,7751
TRUE,11,135.53113101466573,98,-67.42996523325257,138.85993046650515,144.05017016677434,134.85993046650515,97,99,sigma_only_acc68,2413
FALSE,35,136.65932850715456,102,-67.64518310202263,139.29036620404526,144.5598241805045,135.29036620404526,101,103,sigma_only_acc68,8252
TRUE,1,125.9538770284216,95,-62.30323803729439,128.60647607458878,133.73517245752447,124.6064760745888,94,96,sigma_only_acc68,1
TRUE,37,129.78539123247575,98,-64.30128895169564,132.60257790339128,137.79281760366047,128.60257790339128,97,99,sigma_only_acc68,8813
FALSE,36,127.10220656086578,92,-63.492654489105064,130.98530897821013,136.05050796451664,126.98530897821014,91,93,sigma_only_acc68,8557
TRUE,23,121.99390377855038,87,-59.75701189059863,123.51402378119728,128.46869741015368,119.51402378119728,86,88,sigma_only_acc68,5325
TRUE,3,145.58579501013784,105,-72.77800151638019,149.55600303276037,154.8828812209845,145.55600303276037,104,106,sigma_only_acc68,481
TRUE,42,136.61943383528504,101,-68.2945802735581,140.5891605471162,145.83910617368474,136.5891605471162,100,102,sigma_only_acc68,10053
FALSE,30,160.8262229271318,117,-80.29667082312233,164.59334164624465,170.13471089517597,160.59334164624465,116,118,sigma_only_acc68,7019
FALSE,8,133.22044285106827,96,-66.49728079952475,136.9945615990495,142.14398355605624,132.9945615990495,95,97,sigma_only_acc68,1689
FALSE,50,136.74777901312717,98,-68.15275417016655,140.3055083403331,145.49574804060228,136.3055083403331,97,99,sigma_only_acc68,12047
TRUE,36,136.6714644661412,106,-66.91808406330686,137.83616812661373,143.18182579553755,133.83616812661373,105,107,sigma_only_acc68,8557
FALSE,37,137.7797452289034,100,-68.87180652220555,141.7436130444111,146.9738540780936,137.7436130444111,99,101,sigma_only_acc68,8813
TRUE,2,122.12157167173172,92,-58.76290457084114,121.52580914168227,126.5910081279888,117.52580914168227,91,93,sigma_only_acc68,214
TRUE,26,150.8766470603462,108,-74.81470374921423,153.62940749842846,159.01210326288674,149.62940749842846,107,109,sigma_only_acc68,6026
TRUE,6,127.3651133450589,91,-61.83834157139193,127.67668314278386,132.72026029688195,123.67668314278386,90,92,sigma_only_acc68,1206
FALSE,27,130.87573021357468,97,-65.35605720167723,134.71211440335446,139.88204936069562,130.71211440335446,96,98,sigma_only_acc68,6261
TRUE,43,133.63429920832436,96,-66.8100062159691,137.6200124319382,142.76943438894494,133.6200124319382,95,97,sigma_only_acc68,10313
FALSE,34,143.94724667520828,104,-70.87633228023608,145.75266456047217,151.0605852607872,141.75266456047217,103,105,sigma_only_acc68,8011
FALSE,43,135.62727834966682,102,-67.41031214410536,138.82062428821072,144.09008226467,134.82062428821072,101,103,sigma_only_acc68,10313
TRUE,8,141.6113185651695,102,-68.50196306326747,141.00392612653494,146.2733841029942,137.00392612653494,101,103,sigma_only_acc68,1689
TRUE,7,139.96961415900654,102,-69.90177785601179,143.80355571202358,149.07301368848286,139.80355571202358,101,103,sigma_only_acc68,1459
TRUE,46,126.83572714244112,99,-61.58266348975011,127.16532697950022,132.3756673514764,123.16532697950022,98,100,sigma_only_acc68,11091
FALSE,9,142.70092819596545,102,-65.36395526543113,134.72791053086226,139.99736850732154,130.72791053086226,101,103,sigma_only_acc68,1949
FALSE,46,137.6277627427177,99,-66.18535070593826,136.37070141187652,141.5810417838527,132.37070141187652,98,100,sigma_only_acc68,11091
FALSE,19,131.74639904044477,97,-65.14870152615822,134.29740305231644,139.4673380096576,130.29740305231644,96,98,sigma_only_acc68,4391
FALSE,12,152.45601408305325,109,-74.43879217419222,152.87758434838443,158.27854507996926,148.87758434838443,108,110,sigma_only_acc68,2660
FALSE,15,142.00090765222276,102,-70.78239485542404,145.5647897108481,150.83424768730737,141.56478971084812,101,103,sigma_only_acc68,3424
TRUE,24,137.98875169167988,99,-67.10286307514836,138.20572615029673,143.4160665222729,134.20572615029673,98,100,sigma_only_acc68,5544
TRUE,20,134.46024356765733,96,-65.40673665917879,134.81347331835758,139.96289527536436,130.81347331835758,95,97,sigma_only_acc68,4641
TRUE,35,129.88796330957604,96,-62.62756526721114,129.25513053442228,134.40455249142906,125.25513053442228,95,97,sigma_only_acc68,8252
TRUE,48,125.66643863042415,96,-60.45729246537362,124.91458493074724,130.064006887754,120.91458493074724,95,97,sigma_only_acc68,11587
TRUE,41,129.033017729646,100,-63.57465164795459,131.1493032959092,136.3795443295917,127.1493032959092,99,101,sigma_only_acc68,9808
TRUE,9,133.96495901785903,96,-65.47839010843938,134.95678021687877,140.10620217388555,130.95678021687877,95,97,sigma_only_acc68,1949
FALSE,39,131.96070558130353,108,-65.98033517069813,135.96067034139625,141.34336610585453,131.96067034139625,107,109,sigma_only_acc68,9335
TRUE,31,132.14163099756632,96,-65.69416070729326,135.38832141458653,140.5377433715933,131.3883214145865,95,97,sigma_only_acc68,7273
FALSE,25,135.69353672080535,97,-67.31973356230274,138.6394671246055,143.80940208194664,134.6394671246055,96,98,sigma_only_acc68,5783
TRUE,12,124.36619567648724,89,-61.759549496522474,127.51909899304496,132.51871833370546,123.51909899304496,88,90,sigma_only_acc68,2660
TRUE,13,132.14163099756632,96,-66.0331930157311,136.0663860314622,141.21580798846895,132.0663860314622,95,97,sigma_only_acc68,2922
TRUE,49,138.2088585075363,101,-68.6053554123059,141.2107108246118,146.46065645118034,137.2107108246118,100,102,sigma_only_acc68,11812
FALSE,23,154.370921203076,111,-76.17558443845581,156.35116887691163,161.78816661950182,152.35116887691163,110,112,sigma_only_acc68,5325
FALSE,16,142.31222415257565,102,-71.1507167961946,146.3014335923892,151.57089156884848,142.3014335923892,101,103,sigma_only_acc68,3661
TRUE,25,139.47437690179964,101,-69.31048437222535,142.6209687444507,147.87091437101924,138.6209687444507,100,102,sigma_only_acc68,5783
TRUE,15,133.22044285106827,96,-65.91657622434802,135.83315244869604,140.9825744057028,131.83315244869604,95,97,sigma_only_acc68,3424
FALSE,20,142.7786103049553,102,-70.18623967951967,144.37247935903935,149.64193733549862,140.37247935903935,101,103,sigma_only_acc68,4641
FALSE,29,138.5859160222526,103,-69.07668680737585,142.1533736147517,147.44215541303444,138.1533736147517,102,104,sigma_only_acc68,6760
FALSE,18,139.9869852975238,101,-64.19057100480867,132.38114200961735,137.6310876361859,128.38114200961735,100,102,sigma_only_acc68,4140
TRUE,10,133.0842586675095,95,-66.47125756653864,136.94251513307728,142.07121151601297,132.94251513307728,94,96,sigma_only_acc68,2183
FALSE,22,137.15221874161006,98,-64.91961598758957,133.83923197517913,139.02947167544832,129.83923197517913,97,99,sigma_only_acc68,5100
FALSE,32,138.88182557947002,101,-68.93777786220032,141.87555572440064,147.1255013509692,137.87555572440064,100,102,sigma_only_acc68,7518
FALSE,26,124.28927505548585,90,-61.94978149590688,127.89956299181377,132.92128200484746,123.89956299181377,89,91,sigma_only_acc68,6026
FALSE,6,149.68275184673473,107,-72.71283469169524,149.42566938339047,154.7899318376389,145.42566938339047,106,108,sigma_only_acc68,1206
TRUE,17,122.01716487139386,88,-60.3957488824678,124.7914977649356,129.76877050439987,120.7914977649356,87,89,sigma_only_acc68,3901
FALSE,42,133.23287181654013,97,-66.3699312446751,136.7398624893502,141.90979744669136,132.7398624893502,96,98,sigma_only_acc68,10053
TRUE,29,123.55037817970374,95,-59.30622343364406,122.61244686728811,127.7411432502238,118.61244686728811,94,96,sigma_only_acc68,6760
FALSE,38,141.46583339557216,105,-70.61637545409302,145.23275090818603,150.55962909641016,141.23275090818603,104,106,sigma_only_acc68,9076
TRUE,39,121.26267651947104,90,-60.50404028207514,125.00808056415028,130.02979957718398,121.00808056415028,89,91,sigma_only_acc68,9335
TRUE,47,151.0742616097602,112,-75.36880285995221,154.73760571990442,160.1923813573291,150.73760571990442,111,113,sigma_only_acc68,11320
TRUE,28,146.6073980466069,105,-70.9874554915345,145.974910983069,151.30178917129314,141.974910983069,104,106,sigma_only_acc68,6529
FALSE,11,138.3378120839887,100,-69.13246727188657,142.26493454377314,147.49517557745563,138.26493454377314,99,101,sigma_only_acc68,2413
FALSE,3,130.26911354260645,93,-63.64071877758245,131.2814375551649,136.36802711970492,127.2814375551649,92,94,sigma_only_acc68,481
TRUE,5,120.3524306661444,87,-58.7328212769977,121.4656425539954,126.4203161829518,117.4656425539954,86,88,sigma_only_acc68,988
TRUE,16,134.46024356765733,96,-67.0647289026153,138.1294578052306,143.27887976223735,134.1294578052306,95,97,sigma_only_acc68,3661
FALSE,45,138.6294361119891,99,-68.63127095778636,141.2625419155727,146.47288228754888,137.2625419155727,98,100,sigma_only_acc68,10829
TRUE,14,135.37170934699014,99,-67.2748172268656,138.5496344537312,143.75997482570736,134.5496344537312,98,100,sigma_only_acc68,3196
FALSE,17,152.7867927193796,110,-75.78645842716095,155.5729168543219,160.99197725694657,151.5729168543219,109,111,sigma_only_acc68,3901
FALSE,49,115.37789251533154,97,-57.648096103279634,119.29619220655928,124.4661271639004,115.29619220655928,96,98,sigma_only_acc68,11812
TRUE,33,130.86114104538484,98,-64.8189329868414,133.6378659736828,138.828105673952,129.6378659736828,97,99,sigma_only_acc68,7751
FALSE,10,140.30439534001124,103,-68.5291324193772,141.0582648387544,146.34704663703715,137.0582648387544,102,104,sigma_only_acc68,2183
FALSE,41,134.96163785770713,98,-67.48017243904657,138.96034487809314,144.15058457836233,134.96034487809314,97,99,sigma_only_acc68,9808
FALSE,4,134.37775472609616,96,-66.34398859510135,136.6879771902027,141.83739914720945,132.6879771902027,95,97,sigma_only_acc68,739
TRUE,18,135.2030589035784,97,-63.66402204081726,131.32804408163452,136.49797903897567,127.32804408163452,96,98,sigma_only_acc68,4140
TRUE,21,144.02072944964928,103,-71.7945574846081,147.5891149692162,152.87789676749895,143.5891149692162,102,104,sigma_only_acc68,4854
FALSE,48,142.70092819596545,102,-68.21550258673255,140.4310051734651,145.7004631499244,136.4310051734651,101,103,sigma_only_acc68,11587
FALSE,7,129.8879633095761,96,-64.52824781906504,133.0564956381301,138.20591759513684,129.0564956381301,95,97,sigma_only_acc68,1459
TRUE,22,140.0058293212386,100,-69.37178717986141,142.74357435972283,147.97381539340537,138.74357435972283,99,101,sigma_only_acc68,5100
FALSE,5,155.12208091777492,111,-73.83948935092117,151.67897870184234,157.11597644443253,147.67897870184234,110,112,sigma_only_acc68,988
TRUE,27,139.47437690179964,101,-69.39279200485461,142.78558400970925,148.03552963627777,138.78558400970925,100,102,sigma_only_acc68,6261
FALSE,40,132.85224508272478,103,-65.99432238957003,135.98864477914006,141.2774265774228,131.98864477914006,102,104,sigma_only_acc68,9579
TRUE,4,142.7786103049553,102,-70.42402935120906,144.84805870241811,150.1175166788774,140.84805870241811,101,103,sigma_only_acc68,739
FALSE,1,142.78690932102415,103,-70.91580726353091,145.83161452706182,151.12039632534456,141.83161452706182,102,104,sigma_only_acc68,1
FALSE,31,139.9696141590065,102,-67.91426497679338,139.82852995358675,145.09798793004603,135.82852995358675,101,103,sigma_only_acc68,7273
TRUE,19,139.47437690179964,101,-69.63287669695838,143.26575339391675,148.5156990204853,139.26575339391675,100,102,sigma_only_acc68,4391
FALSE,44,115.36479220664512,87,-57.54973773345456,119.09947546690913,124.05414909586553,115.09947546690913,86,88,sigma_only_acc68,10567
TRUE,30,111.27414383028102,81,-55.542277757458535,115.08455551491708,119.89799400944558,111.08455551491708,80,82,sigma_only_acc68,7019
FALSE,14,138.4693934179923,99,-69.22344490839981,142.44688981679963,147.6572301887758,138.44688981679963,98,100,sigma_only_acc68,3196
FALSE,21,127.02014172633255,95,-55.56344852745136,117.12689705490271,124.81994162930624,111.12689705490271,93,96,offset_sigma_acc68,4854
FALSE,24,137.6277627427177,99,-59.47435706343881,124.94871412687762,132.7642246848419,118.94871412687762,97,100,offset_sigma_acc68,5544
FALSE,28,124.11563638162689,93,-57.28876046061727,120.57752092123454,128.20740526804454,114.57752092123457,91,94,offset_sigma_acc68,6529
TRUE,40,132.9175437420132,95,-55.755381383460495,117.510762766921,125.2038073413245,111.510762766921,93,96,offset_sigma_acc68,9579
TRUE,45,137.6277627427177,99,-59.164749372642454,124.32949874528492,132.1450093032492,118.32949874528492,97,100,offset_sigma_acc68,10829
FALSE,2,148.09976667462996,106,-64.65975864013897,135.31951728027795,143.33800378366368,129.31951728027795,104,107,offset_sigma_acc68,214
TRUE,32,129.91908885461552,97,-50.09069017505229,106.18138035010458,113.9362827861163,100.18138035010458,95,98,offset_sigma_acc68,7518
TRUE,34,130.4214186317749,94,-50.639463180021245,107.27892636004248,114.94055703484412,101.27892636004248,92,95,offset_sigma_acc68,8011
