CalBP,BP,Error
9628,8704.1,23.6
9629,8705.1,23.9
9630,8706,24
9631,8706.7,23.9
9632,8707.3,23.7
9633,8707.7,23.5
9634,8708,23.2
9635,8708,23
9636,8707.8,22.8
9637,8707.4,22.6
9638,8706.7,22.3
9639,8705.9,22.1
9640,8705,22
9641,8703.8,21.9
9642,8702.4,21.9
9643,8700.8,21.9
9644,8699.3,21.9
9645,8698,22
9646,8696.8,22.2
9647,8695.5,22.4
9648,8694.4,22.6
9649,8693.5,22.8
9650,8693,23
9651,8692.9,23.1
9652,8693.1,23.1
9653,8693.5,23.1
9654,8694.2,23.1
9655,8695,23
9656,8696.1,22.8
9657,8697.5,22.6
9658,8699.1,22.3
9659,8700.6,22.1
9660,8702,22
9661,8703.2,22.1
9662,8704.3,22.3
9663,8705.4,22.5
9664,8706.3,22.8
9665,8707,23
9666,8707.5,23.2
9667,8707.7,23.4
9668,8707.8,23.5
9669,8707.9,23.7
9670,8708,24
9671,8708.1,24.4
9672,8708.2,24.8
9673,8708.3,25.2
9674,8708.5,25.6
9675,8709,26
9676,8709.7,26.3
9677,8710.5,26.6
9678,8711.4,26.9
9679,8712.6,27
9680,8714,27
9681,8715.6,26.8
9682,8717.5,26.3
9683,8719.6,25.8
9684,8721.8,25.3
9685,8724,25
9686,8726.3,24.9
9687,8728.7,24.8
9688,8731.2,24.8
9689,8733.6,24.9
9690,8736,25
9691,8738.3,25.2
9692,8740.7,25.5
9693,8742.9,25.8
9694,8745.1,26
9695,8747,26
9696,8748.7,25.8
9697,8750.2,25.5
9698,8751.5,25
9699,8752.8,24.5
9700,8754,24
9701,8755.2,23.4
9702,8756.2,22.7
9703,8757.2,22
9704,8758.2,21.4
9705,8759,21
9706,8759.7,20.8
9707,8760.3,20.7
9708,8760.9,20.8
9709,8761.4,20.9
9710,8762,21
9711,8762.6,21.2
9712,8763.2,21.4
9713,8763.9,21.6
9714,8764.5,21.8
9715,8765,22
9716,8765.5,22.1
9717,8765.9,22.1
9718,8766.2,22.1
9719,8766.6,22.1
9720,8767,22
9721,8767.4,21.8
9722,8767.8,21.6
9723,8768.3,21.4
9724,8768.7,21.2
9725,8769,21
9726,8769.3,20.9
9727,8769.5,20.9
9728,8769.6,20.9
9729,8769.8,20.9
9730,8770,21
9731,8770.2,21.1
9732,8770.4,21.3
9733,8770.6,21.6
9734,8770.8,21.8
9735,8771,22
9736,8771.2,22.2
9737,8771.4,22.5
9738,8771.6,22.7
9739,8771.8,22.9
9740,8772,23
9741,8772.2,22.9
9742,8772.4,22.8
9743,8772.6,22.6
9744,8772.8,22.3
9745,8773,22
9746,8773.2,21.6
9747,8773.4,21.2
9748,8773.6,20.7
9749,8773.8,20.3
9750,8774,20
9751,8774.2,19.9
9752,8774.3,19.9
9753,8774.5,19.9
9754,8774.7,20
9755,8775,20
9756,8775.5,20
9757,8776.1,20
9758,8776.7,20
9759,8777.4,20
9760,8778,20
9761,8778.6,20
9762,8779.1,20
9763,8779.7,20.1
9764,8780.3,20.1
9765,8781,20
9766,8781.9,19.8
9767,8782.9,19.6
9768,8783.9,19.4
9769,8785,19.2
9770,8786,19
9771,8787,18.9
9772,8788,18.9
9773,8789,18.9
9774,8790,18.9
9775,8791,19
9776,8792,19.1
9777,8793,19.3
9778,8794.1,19.6
9779,8795.1,19.8
9780,8796,20
9781,8796.9,20.2
9782,8797.7,20.4
9783,8798.5,20.6
9784,8799.3,20.8
9785,8800,21
9786,8800.7,21.2
9787,8801.4,21.4
9788,8802,21.7
9789,8802.5,21.9
9790,8803,22
9791,8803.3,22
9792,8803.6,22
9793,8803.8,22
9794,8803.9,22
9795,8804,22
9796,8804.1,22.1
9797,8804.1,22.3
9798,8804,22.5
9799,8804,22.7
9800,8804,23
9801,8804,23.4
9802,8804,23.8
9803,8803.9,24.2
9804,8803.9,24.6
9805,8804,25
9806,8804.1,25.3
9807,8804.3,25.6
9808,8804.5,25.9
9809,8804.7,26
9810,8805,26
9811,8805.3,25.8
9812,8805.7,25.4
9813,8806.2,24.9
9814,8806.6,24.4
9815,8807,24
9816,8807.4,23.6
9817,8807.8,23.2
9818,8808.1,22.7
9819,8808.5,22.3
9820,8809,22
9821,8809.6,21.7
9822,8810.2,21.4
9823,8810.9,21.2
9824,8811.5,21.1
9825,8812,21
9826,8812.4,21.1
9827,8812.7,21.4
9828,8812.9,21.6
9829,8813,21.9
9830,8813,22
9831,8812.8,21.9
9832,8812.6,21.7
9833,8812.2,21.5
9834,8811.6,21.2
9835,8811,21
9836,8810.2,20.8
9837,8809.3,20.5
9838,8808.2,20.3
9839,8807.1,20.1
9840,8806,20
9841,8804.8,20.1
9842,8803.6,20.3
9843,8802.3,20.6
9844,8801.1,20.8
9845,8800,21
9846,8799,21.1
9847,8798.2,21.1
9848,8797.4,21.1
9849,8796.6,21.1
9850,8796,21
9851,8795.5,20.8
9852,8795,20.6
9853,8794.6,20.3
9854,8794.3,20.1
9855,8794,20
9856,8793.8,20.1
9857,8793.6,20.3
9858,8793.5,20.5
9859,8793.3,20.8
9860,8793,21
9861,8792.6,21.2
9862,8792,21.5
9863,8791.4,21.7
9864,8790.8,21.9
9865,8790,22
9866,8789.1,21.9
9867,8788.1,21.6
9868,8787,21.4
9869,8786,21.1
9870,8785,21
9871,8784,21.1
9872,8783,21.4
9873,8782,21.6
9874,8781.3,21.9
9875,8781,22
9876,8781.1,21.9
9877,8781.5,21.7
9878,8782.1,21.4
9879,8783,21.2
9880,8784,21
9881,8785.2,20.9
9882,8786.6,20.9
9883,8788.2,21
9884,8790,21
9885,8792,21
9886,8794.2,21
9887,8796.7,21
9888,8799.4,21
9889,8802.2,21
9890,8805,21
9891,8807.9,21
9892,8810.8,21
9893,8813.8,21
9894,8816.9,21
9895,8820,21
9896,8823.2,21
9897,8826.4,21
9898,8829.6,21
9899,8832.8,21
9900,8836,21
9901,8839.1,21
9902,8842.2,21
9903,8845.2,21
9904,8848.1,21
9905,8851,21
9906,8853.8,21
9907,8856.4,20.9
9908,8859,20.8
9909,8861.6,20.8
9910,8864,21
9911,8866.4,21.5
9912,8868.8,22.1
9913,8871.1,22.9
9914,8873.2,23.5
9915,8875,24
9916,8876.6,24.2
9917,8877.9,24.2
9918,8879,24.1
9919,8880,24
9920,8881,24
9921,8882,24
9922,8882.9,24
9923,8883.8,24
9924,8884.5,24
9925,8885,24
9926,8885.3,24
9927,8885.4,23.9
9928,8885.3,23.9
9929,8885.2,23.9
9930,8885,24
9931,8884.8,24.3
9932,8884.4,24.8
9933,8884,25.2
9934,8883.6,25.7
9935,8883,26
9936,8882.3,26.1
9937,8881.5,26.2
9938,8880.7,26.2
9939,8879.8,26.1
9940,8879,26
9941,8878.2,25.8
9942,8877.3,25.6
9943,8876.5,25.4
9944,8875.7,25.2
9945,8875,25
9946,8874.4,25
9947,8873.8,25
9948,8873.3,25
9949,8873,25
9950,8873,25
9951,8873.2,24.9
9952,8873.5,24.8
9953,8874,24.7
9954,8874.8,24.4
9955,8876,24
9956,8877.6,23.3
9957,8879.5,22.5
9958,8881.7,21.5
9959,8884.2,20.7
9960,8887,20
9961,8890.2,19.6
9962,8893.7,19.3
9963,8897.5,19.2
9964,8901.4,19.1
9965,8905,19
9966,8908.6,18.9
9967,8912.4,18.9
9968,8916,18.9
9969,8919.3,18.9
9970,8922,19
9971,8924.3,19.2
9972,8926.2,19.4
9973,8927.8,19.6
9974,8928.7,19.8
9975,8929,20
9976,8928.5,20.1
9977,8927.3,20.1
9978,8925.5,20
9979,8923.4,20
9980,8921,20
9981,8918.3,20
9982,8915.2,20
9983,8911.9,19.9
9984,8908.4,19.9
9985,8905,20
9986,8901.6,20.2
9987,8898,20.4
9988,8894.5,20.7
9989,8891.1,20.9
9990,8888,21
9991,8885.2,20.9
9992,8882.5,20.6
9993,8880,20.4
9994,8877.8,20.1
9995,8876,20
9996,8874.6,20.1
9997,8873.5,20.2
9998,8872.7,20.4
9999,8872.2,20.7
10000,8872,21
10001,8872,21.4
10002,8872.3,21.9
10003,8872.8,22.4
10004,8873.7,22.8
10005,8875,23
10006,8876.8,23
10007,8879.1,22.9
10008,8881.6,22.6
10009,8884.3,22.3
10010,8887,22
10011,8889.9,21.6
10012,8893.2,21.2
10013,8896.4,20.7
10014,8899.1,20.3
10015,8901,20
10016,8901.9,19.8
10017,8902.1,19.8
10018,8901.8,19.8
10019,8901,19.8
10020,8900,20
10021,8898.5,20.3
10022,8896.5,20.7
10023,8894.2,21.2
10024,8892,21.6
10025,8890,22
10026,8888.3,22.3
10027,8886.6,22.6
10028,8885.1,22.8
10029,8883.8,22.9
10030,8883,23
10031,8882.6,22.9
10032,8882.5,22.7
10033,8882.7,22.5
10034,8883.2,22.2
10035,8884,22
10036,8885.1,21.8
10037,8886.4,21.6
10038,8888,21.5
10039,8889.9,21.3
10040,8892,21
10041,8894.5,20.6
10042,8897.3,20.2
10043,8900.3,19.7
10044,8903.3,19.3
10045,8906,19
10046,8908.6,18.9
10047,8911.2,18.8
10048,8913.7,18.8
10049,8915.7,18.9
10050,8917,19
10051,8917.6,19.2
10052,8917.8,19.4
10053,8917.4,19.6
10054,8916.4,19.8
10055,8915,20
10056,8912.9,20.1
10057,8910.1,20.1
10058,8906.8,20
10059,8903.4,20
10060,8900,20
10061,8896.5,20
10062,8892.8,20
10063,8889.1,19.9
10064,8885.4,19.9
10065,8882,20
10066,8878.8,20.2
10067,8875.7,20.4
10068,8872.8,20.6
10069,8870.2,20.8
10070,8868,21
10071,8866.2,21
10072,8864.8,21
10073,8863.7,21
10074,8862.8,21
10075,8862,21
10076,8861.5,21.2
10077,8861.2,21.4
10078,8861.1,21.6
10079,8861.1,21.8
10080,8861,22
10081,8860.9,22.1
10082,8860.9,22.1
10083,8861,22.1
10084,8861,22.1
10085,8861,22
10086,8861.1,21.9
10087,8861.2,21.7
10088,8861.3,21.4
10089,8861.3,21.2
10090,8861,21
10091,8860.5,20.8
10092,8859.7,20.6
10093,8858.9,20.3
10094,8857.9,20.1
10095,8857,20
10096,8856,19.9
10097,8854.8,19.8
10098,8853.7,19.7
10099,8852.7,19.8
10100,8852,20
10101,8851.5,20.5
10102,8851.2,21.2
10103,8851.1,21.9
10104,8851.3,22.6
10105,8852,23
10106,8853.1,23
10107,8854.7,22.8
10108,8856.6,22.5
10109,8858.7,22.2
10110,8861,22
10111,8863.5,21.9
10112,8866.3,21.9
10113,8869.3,22
10114,8872.2,22
10115,8875,22
10116,8877.6,22
10117,8880.1,22
10118,8882.6,22
10119,8884.9,22
10120,8887,22
10121,8888.9,22
10122,8890.7,22
10123,8892.3,22.1
10124,8893.7,22.1
10125,8895,22
10126,8896.1,21.9
10127,8897,21.7
10128,8897.8,21.4
10129,8898.5,21.2
10130,8899,21
10131,8899.4,20.8
10132,8899.7,20.6
10133,8899.9,20.3
10134,8900,20.1
10135,8900,20
10136,8899.9,19.9
10137,8899.6,19.8
10138,8899.3,19.7
10139,8899,19.8
10140,8899,20
10141,8899.1,20.5
10142,8899.2,21.2
10143,8899.6,21.9
10144,8900.1,22.6
10145,8901,23
10146,8902.3,23.1
10147,8904,22.9
10148,8905.8,22.6
10149,8907.9,22.3
10150,8910,22
10151,8912.3,21.8
10152,8914.8,21.6
10153,8917.4,21.4
10154,8919.9,21.2
10155,8922,21
10156,8923.8,20.8
10157,8925.4,20.5
10158,8926.7,20.2
10159,8927.9,20
10160,8929,20
10161,8929.8,20.3
10162,8930.4,20.7
10163,8930.9,21.3
10164,8931.4,21.7
10165,8932,22
10166,8932.7,22
10167,8933.3,21.8
10168,8934,21.5
10169,8934.9,21.2
10170,8936,21
10171,8937.4,20.8
10172,8939,20.5
10173,8940.8,20.3
10174,8942.8,20.1
10175,8945,20
10176,8947.5,20.1
10177,8950.2,20.3
10178,8953.2,20.5
10179,8956.1,20.8
10180,8959,21
10181,8961.8,21.2
10182,8964.6,21.4
10183,8967.5,21.6
10184,8970.3,21.8
10185,8973,22
10186,8975.7,22.2
10187,8978.3,22.5
10188,8980.9,22.7
10189,8983.5,22.9
10190,8986,23
10191,8988.4,22.9
10192,8990.8,22.7
10193,8993.2,22.5
10194,8995.6,22.2
10195,8998,22
10196,9000.6,21.8
10197,9003.3,21.5
10198,9006,21.3
10199,9008.6,21.1
10200,9011,21
10201,9013.3,21.1
10202,9015.5,21.4
10203,9017.5,21.6
10204,9019.4,21.9
10205,9021,22
10206,9022.4,21.9
10207,9023.6,21.7
10208,9024.5,21.5
10209,9025.3,21.2
10210,9026,21
10211,9026.4,20.8
10212,9026.6,20.6
10213,9026.6,20.3
10214,9026.7,20.1
10215,9027,20
10216,9027.4,19.9
10217,9027.7,19.9
10218,9028.2,19.9
10219,9028.9,19.9
10220,9030,20
10221,9031.4,20.2
10222,9033.1,20.4
10223,9035.1,20.6
10224,9037.4,20.8
10225,9040,21
10226,9043.1,21.1
10227,9046.6,21.1
10228,9050.3,21
10229,9054.2,21
10230,9058,21
10231,9061.7,21
10232,9065.4,21
10233,9069.1,21
10234,9073,21
10235,9077,21
10236,9081.2,21
10237,9085.4,21
10238,9089.8,21.1
10239,9094.4,21.1
10240,9099,21
10241,9103.8,20.8
10242,9108.7,20.6
10243,9113.8,20.3
10244,9118.9,20.1
10245,9124,20
10246,9129.3,20.1
10247,9134.8,20.4
10248,9140.3,20.6
10249,9145.4,20.9
10250,9150,21
10251,9154,20.9
10252,9157.6,20.7
10253,9160.7,20.4
10254,9163.5,20.2
10255,9166,20
10256,9168.1,19.9
10257,9169.7,19.9
10258,9171.1,20
10259,9172.1,20
10260,9173,20
10261,9173.6,20
10262,9173.9,20
10263,9174,19.9
10264,9174,19.9
10265,9174,20
10266,9173.9,20.2
10267,9173.6,20.4
10268,9173.4,20.6
10269,9173.1,20.8
10270,9173,21
10271,9173.1,21
10272,9173.2,21
10273,9173.4,20.9
10274,9173.7,20.9
10275,9174,21
10276,9174.3,21.3
10277,9174.6,21.7
10278,9175,22.2
10279,9175.5,22.6
10280,9176,23
10281,9176.6,23.3
10282,9177.4,23.6
10283,9178.2,23.9
10284,9179,24
10285,9180,24
10286,9181,23.8
10287,9182.2,23.4
10288,9183.4,22.9
10289,9184.6,22.4
10290,9186,22
10291,9187.5,21.7
10292,9189,21.5
10293,9190.6,21.4
10294,9192.3,21.2
10295,9194,21
10296,9195.8,20.8
10297,9197.6,20.5
10298,9199.4,20.3
10299,9201.2,20.1
10300,9203,20
10301,9204.7,20
10302,9206.5,20.2
10303,9208.1,20.4
10304,9209.7,20.6
10305,9211,21
10306,9212.2,21.5
10307,9213.2,22.2
10308,9214,22.8
10309,9214.6,23.5
10310,9215,24
10311,9215.1,24.4
10312,9215,24.7
10313,9214.7,24.9
10314,9214,25
10315,9213,25
10316,9211.5,24.8
10317,9209.6,24.4
10318,9207.5,23.9
10319,9205.2,23.4
10320,9203,23
10321,9200.8,22.7
10322,9198.4,22.5
10323,9196,22.3
10324,9193.8,22.1
10325,9192,22
10326,9190.4,22
10327,9189,22
10328,9187.8,22
10329,9187.1,22
10330,9187,22
10331,9187.5,21.8
10332,9188.6,21.6
10333,9190.2,21.3
10334,9192,21.1
10335,9194,21
10336,9196.3,21.1
10337,9199.1,21.3
10338,9201.9,21.5
10339,9204.7,21.8
10340,9207,22
10341,9208.9,22.2
10342,9210.7,22.5
10343,9212.2,22.7
10344,9213.3,22.9
10345,9214,23
10346,9214.1,22.9
10347,9213.7,22.6
10348,9213,22.3
10349,9212,22
10350,9211,22
10351,9209.8,22.2
10352,9208.4,22.6
10353,9206.8,23.1
10354,9205.3,23.6
10355,9204,24
10356,9202.8,24.3
10357,9201.5,24.6
10358,9200.4,24.9
10359,9199.5,25
10360,9199,25
10361,9198.9,24.8
10362,9199.2,24.3
10363,9199.6,23.8
10364,9200.3,23.3
10365,9201,23
10366,9201.8,22.9
10367,9202.7,22.9
10368,9203.7,23
10369,9204.8,23
10370,9206,23
10371,9207.3,22.8
10372,9208.8,22.6
10373,9210.2,22.4
10374,9211.7,22.2
10375,9213,22
10376,9214.1,21.9
10377,9215.2,21.9
10378,9216.2,21.9
10379,9217.1,21.9
10380,9218,22
10381,9218.9,22.2
10382,9219.9,22.4
10383,9220.7,22.7
10384,9221.5,22.9
10385,9222,23
10386,9222.3,22.9
10387,9222.4,22.6
10388,9222.3,22.4
10389,9222.2,22.1
10390,9222,22
10391,9221.7,22.1
10392,9221.3,22.2
10393,9220.8,22.4
10394,9220.4,22.7
10395,9220,23
10396,9219.7,23.4
10397,9219.3,23.9
10398,9219,24.4
10399,9218.9,24.8
10400,9219,25
10401,9219.4,25
10402,9220,24.9
10403,9220.9,24.7
10404,9221.9,24.4
10405,9223,24
10406,9224.3,23.5
10407,9225.9,22.8
10408,9227.6,22.1
10409,9229.3,21.4
10410,9231,21
10411,9232.7,20.8
10412,9234.4,20.8
10413,9236.1,20.9
10414,9237.7,21
10415,9239,21
10416,9240.1,21
10417,9240.9,20.9
10418,9241.6,20.8
10419,9242.3,20.8
10420,9243,21
10421,9243.8,21.4
10422,9244.6,22
10423,9245.3,22.7
10424,9246.1,23.4
10425,9247,24
10426,9247.9,24.7
10427,9248.7,25.4
10428,9249.6,26.1
10429,9250.7,26.7
10430,9252,27
10431,9253.6,27.1
10432,9255.5,27
10433,9257.6,26.7
10434,9259.8,26.4
10435,9262,26
10436,9264.3,25.5
10437,9266.8,24.8
10438,9269.3,24.1
10439,9271.8,23.4
10440,9274,23
10441,9276.1,22.8
10442,9278.2,22.8
10443,9280.2,22.9
10444,9281.8,23
10445,9283,23
10446,9283.7,22.8
10447,9284.1,22.6
10448,9284.1,22.4
10449,9283.7,22.2
10450,9283,22
10451,9281.9,21.9
10452,9280.3,21.9
10453,9278.4,21.9
10454,9276.3,21.9
10455,9274,22
10456,9271.6,22.2
10457,9269,22.4
10458,9266.1,22.7
10459,9263.1,22.9
10460,9260,23
10461,9256.6,22.9
10462,9252.8,22.6
10463,9249,22.3
10464,9245.3,22
10465,9242,22
10466,9238.9,22.3
10467,9236,22.7
10468,9233.3,23.3
10469,9230.9,23.7
10470,9229,24
10471,9227.5,24
10472,9226.3,23.8
10473,9225.4,23.5
10474,9225,23.2
10475,9225,23
10476,9225.5,22.9
10477,9226.4,22.9
10478,9227.7,23
10479,9229.3,23
10480,9231,23
10481,9233,23
10482,9235.3,23
10483,9237.8,23
10484,9240.4,23
10485,9243,23
10486,9245.7,23
10487,9248.4,23
10488,9251.2,23.1
10489,9254.1,23.1
10490,9257,23
10491,9260,22.8
10492,9263,22.6
10493,9266,22.3
10494,9269,22.1
10495,9272,22
10496,9274.8,22.1
10497,9277.6,22.3
10498,9280.4,22.6
10499,9283.2,22.8
10500,9286,23
10501,9289,23.1
10502,9292,23.1
10503,9295.1,23
10504,9298.1,23
10505,9301,23
10506,9303.7,23
10507,9306.4,23
10508,9309,22.9
10509,9311.5,22.9
10510,9314,23
10511,9316.5,23.2
10512,9319.1,23.5
10513,9321.6,23.8
10514,9323.9,24
10515,9326,24
10516,9327.8,23.8
10517,9329.4,23.4
10518,9330.7,22.9
10519,9331.9,22.4
10520,9333,22
10521,9333.9,21.7
10522,9334.7,21.4
10523,9335.4,21.2
10524,9335.8,21.1
10525,9336,21
10526,9336,21.1
10527,9335.8,21.3
10528,9335.4,21.6
10529,9334.8,21.8
10530,9334,22
10531,9332.9,22.1
10532,9331.6,22.1
10533,9330.1,22
10534,9328.5,22
10535,9327,22
10536,9325.4,22
10537,9323.7,22
10538,9322,21.9
10539,9320.4,21.9
10540,9319,22
10541,9317.7,22.2
10542,9316.5,22.4
10543,9315.5,22.7
10544,9314.6,22.9
10545,9314,23
10546,9313.6,22.9
10547,9313.4,22.6
10548,9313.4,22.4
10549,9313.6,22.1
10550,9314,22
10551,9314.6,22.1
10552,9315.5,22.3
10553,9316.6,22.5
10554,9317.8,22.8
10555,9319,23
10556,9320.3,23.2
10557,9321.6,23.5
10558,9323,23.7
10559,9324.5,23.9
10560,9326,24
10561,9327.5,23.9
10562,9329,23.7
10563,9330.5,23.4
10564,9332.2,23.2
10565,9334,23
10566,9335.9,22.9
10567,9337.9,22.9
10568,9340.1,23
10569,9342.4,23
10570,9345,23
10571,9347.8,23
10572,9350.9,23
10573,9354.2,23
10574,9357.6,23
10575,9361,23
10576,9364.5,23
10577,9368.2,23
10578,9371.8,23
10579,9375.5,23
10580,9379,23
10581,9382.4,23
10582,9385.8,23
10583,9389.1,23.1
10584,9392.2,23.1
10585,9395,23
10586,9397.4,22.8
10587,9399.6,22.6
10588,9401.5,22.4
10589,9403.3,22.2
10590,9405,22
10591,9406.6,21.9
10592,9408.1,21.9
10593,9409.4,21.9
10594,9410.7,21.9
10595,9412,22
10596,9413.2,22.2
10597,9414.4,22.4
10598,9415.6,22.7
10599,9416.8,22.9
10600,9418,23
10601,9419.4,22.9
10602,9420.9,22.7
10603,9422.4,22.5
10604,9423.8,22.2
10605,9425,22
10606,9426.1,21.8
10607,9427.2,21.6
10608,9428.2,21.3
10609,9428.8,21.1
10610,9429,21
10611,9428.7,20.9
10612,9427.9,20.8
10613,9426.9,20.8
10614,9425.5,20.9
10615,9424,21
10616,9422.2,21.3
10617,9420,21.8
10618,9417.7,22.4
10619,9415.3,22.8
10620,9413,23
10621,9410.8,22.8
10622,9408.6,22.4
10623,9406.3,21.8
10624,9404.1,21.3
10625,9402,21
10626,9399.9,20.9
10627,9397.8,20.8
10628,9395.8,20.8
10629,9393.9,20.9
10630,9392,21
10631,9390.2,21.1
10632,9388.4,21.3
10633,9386.7,21.6
10634,9385.2,21.8
10635,9384,22
10636,9382.9,22.2
10637,9381.9,22.5
10638,9381.2,22.7
10639,9380.8,22.9
10640,9381,23
10641,9381.8,22.9
10642,9383.1,22.7
10643,9384.8,22.5
10644,9386.8,22.2
10645,9389,22
10646,9391.6,21.8
10647,9394.5,21.6
10648,9397.7,21.3
10649,9400.9,21.1
10650,9404,21
10651,9407.1,20.9
10652,9410.2,20.9
10653,9413.4,20.9
10654,9416.3,20.9
10655,9419,21
10656,9421.4,21.2
10657,9423.6,21.4
10658,9425.7,21.6
10659,9427.5,21.8
10660,9429,22
10661,9430.3,22.1
10662,9431.3,22.1
10663,9432,22
10664,9432.6,22
10665,9433,22
10666,9433.1,22
10667,9433,22
10668,9432.6,21.9
10669,9432.3,21.9
10670,9432,22
10671,9431.8,22.2
10672,9431.5,22.4
10673,9431.3,22.7
10674,9431.1,22.9
10675,9431,23
10676,9431,22.9
10677,9431.1,22.7
10678,9431.3,22.4
10679,9431.6,22.2
10680,9432,22
10681,9432.6,21.9
10682,9433.2,21.9
10683,9434,22
10684,9435,22
10685,9436,22
10686,9437.2,22
10687,9438.4,22
10688,9439.8,22.1
10689,9441.4,22.1
10690,9443,22
10691,9444.8,21.8
10692,9446.8,21.6
10693,9448.9,21.3
10694,9451,21.1
10695,9453,21
10696,9455,21.1
10697,9457.1,21.3
10698,9459.1,21.5
10699,9461.1,21.8
10700,9463,22
10701,9464.8,22.2
10702,9466.4,22.4
10703,9468,22.7
10704,9469.6,22.9
10705,9471,23
10706,9472.3,23
10707,9473.6,23
10708,9474.8,22.9
10709,9475.9,22.9
10710,9477,23
10711,9478.1,23.3
10712,9479.1,23.6
10713,9480.1,24
10714,9481.1,24.5
10715,9482,25
10716,9482.9,25.5
10717,9483.7,26.1
10718,9484.4,26.7
10719,9485.2,27.3
10720,9486,28
10721,9486.8,28.8
10722,9487.6,29.6
10723,9488.4,30.5
10724,9489.2,31.3
10725,9490,32
10726,9490.8,32.6
10727,9491.6,33
10728,9492.4,33.4
10729,9493.2,33.8
10730,9494,34
10731,9494.8,34.1
10732,9495.6,34.2
10733,9496.3,34.2
10734,9497.1,34.1
10735,9498,34
10736,9499,33.9
10737,9500,33.7
10738,9501,33.5
10739,9502,33.3
10740,9503,33
10741,9503.8,32.7
10742,9504.6,32.3
10743,9505.4,31.8
10744,9506.2,31.4
10745,9507,31
10746,9507.9,30.6
10747,9508.9,30.2
10748,9509.9,29.8
10749,9510.9,29.4
10750,9512,29
10751,9513.2,28.6
10752,9514.4,28.2
10753,9515.6,27.7
10754,9516.8,27.3
10755,9518,27
10756,9519,26.7
10757,9520,26.5
10758,9521,26.4
10759,9522,26.2
10760,9523,26
10761,9524.1,25.8
10762,9525.3,25.6
10763,9526.5,25.4
10764,9527.7,25.2
10765,9529,25
10766,9530.3,24.8
10767,9531.7,24.6
10768,9533.2,24.4
10769,9534.6,24.2
10770,9536,24
10771,9537.4,23.8
10772,9538.8,23.6
10773,9540.2,23.4
10774,9541.6,23.2
10775,9543,23
10776,9544.4,22.8
10777,9545.8,22.6
10778,9547.1,22.3
10779,9548.5,22.1
10780,9550,22
10781,9551.6,21.9
10782,9553.2,21.9
10783,9554.8,22
10784,9556.4,22
10785,9558,22
10786,9559.5,22
10787,9560.9,22
10788,9562.2,21.9
10789,9563.6,21.9
10790,9565,22
10791,9566.4,22.2
10792,9567.9,22.4
10793,9569.3,22.7
10794,9570.7,22.9
10795,9572,23
10796,9573.1,22.9
10797,9574.1,22.7
10798,9575.1,22.4
10799,9576,22.2
10800,9577,22
10801,9578,21.9
10802,9579,21.9
10803,9580,21.9
10804,9581,21.9
10805,9582,22
10806,9583,22.1
10807,9584.1,22.3
10808,9585.1,22.5
10809,9586.1,22.7
10810,9587,23
10811,9587.7,23.4
10812,9588.3,23.8
10813,9588.8,24.3
10814,9589.4,24.7
10815,9590,25
10816,9590.8,25.2
10817,9591.6,25.2
10818,9592.4,25.2
10819,9593.2,25.2
10820,9594,25
10821,9594.7,24.7
10822,9595.3,24.3
10823,9595.9,23.8
10824,9596.5,23.4
10825,9597,23
10826,9597.5,22.7
10827,9598,22.4
10828,9598.5,22.2
10829,9598.8,22.1
10830,9599,22
10831,9599,22.1
10832,9598.9,22.4
10833,9598.7,22.7
10834,9598.4,23
10835,9598,23
10836,9597.6,22.8
10837,9597.1,22.4
10838,9596.5,21.9
10839,9595.8,21.4
10840,9595,21
10841,9594,20.7
10842,9592.9,20.4
10843,9591.7,20.2
10844,9590.4,20.1
10845,9589,20
10846,9587.5,20.1
10847,9585.9,20.3
10848,9584.3,20.6
10849,9582.6,20.8
10850,9581,21
10851,9579.3,21
10852,9577.6,21
10853,9575.9,21
10854,9574.3,21
10855,9573,21
10856,9571.8,21.1
10857,9570.7,21.3
10858,9569.8,21.6
10859,9569.2,21.8
10860,9569,22
10861,9569.3,22.2
10862,9570,22.4
10863,9571.1,22.7
10864,9572.4,22.9
10865,9574,23
10866,9575.9,23.1
10867,9578.1,23.1
10868,9580.6,23
10869,9583.2,23
10870,9586,23
10871,9589,23
10872,9592.3,23
10873,9595.7,23.1
10874,9599,23.1
10875,9602,23
10876,9604.8,22.9
10877,9607.4,22.7
10878,9609.9,22.4
10879,9612.1,22.2
10880,9614,22
10881,9615.5,21.8
10882,9616.6,21.5
10883,9617.5,21.2
10884,9618.2,21
10885,9619,21
10886,9619.7,21.3
10887,9620.3,21.7
10888,9620.8,22.3
10889,9621.4,22.7
10890,9622,23
10891,9622.8,22.9
10892,9623.6,22.7
10893,9624.4,22.3
10894,9625.2,22.1
10895,9626,22
10896,9626.7,22.2
10897,9627.4,22.6
10898,9628,23.1
10899,9628.5,23.6
10900,9629,24
10901,9629.3,24.3
10902,9629.6,24.5
10903,9629.8,24.6
10904,9629.9,24.8
10905,9630,25
10906,9630.1,25.2
10907,9630.2,25.4
10908,9630.3,25.7
10909,9630.2,25.9
10910,9630,26
10911,9629.6,26
10912,9629.1,26
10913,9628.4,26
10914,9627.7,26
10915,9627,26
10916,9626.3,26.2
10917,9625.6,26.5
10918,9624.9,26.8
10919,9624,27
10920,9623,27
10921,9621.8,26.8
10922,9620.4,26.5
10923,9618.9,26
10924,9617.4,25.5
10925,9616,25
