CalBP,BP,Error
3629,3383,12
3630,3383,12
3631,3383,12
3632,3384,12
3633,3385,12
3634,3386,13
3635,3388,13
3636,3390,13
3637,3393,13
3638,3397,13
3639,3401,13
3640,3405,13
3641,3409,13
3642,3413,13
3643,3417,13
3644,3420,13
3645,3422,13
3646,3425,13
3647,3428,13
3648,3431,14
3649,3433,14
3650,3436,14
3651,3438,15
3652,3439,15
3653,3439,16
3654,3439,16
3655,3438,16
3656,3437,16
3657,3435,17
3658,3433,17
3659,3430,17
3660,3428,17
3661,3425,17
3662,3421,17
3663,3418,18
3664,3415,18
3665,3411,19
3666,3408,19
3667,3405,20
3668,3402,20
3669,3400,20
3670,3398,20
3671,3396,19
3672,3395,19
3673,3394,19
3674,3393,18
3675,3393,18
3676,3393,17
3677,3393,17
3678,3394,17
3679,3395,17
3680,3397,18
3681,3399,18
3682,3401,18
3683,3404,19
3684,3407,19
3685,3410,19
3686,3414,19
3687,3418,18
3688,3422,18
3689,3427,18
3690,3431,18
3691,3435,17
3692,3440,17
3693,3444,17
3694,3448,18
3695,3452,18
3696,3456,18
3697,3459,18
3698,3461,19
3699,3464,19
3700,3465,19
3701,3466,18
3702,3467,18
3703,3467,18
3704,3467,17
3705,3466,17
3706,3465,17
3707,3465,17
3708,3464,17
3709,3463,17
3710,3462,17
3711,3462,17
3712,3462,18
3713,3462,18
3714,3463,18
3715,3464,18
3716,3465,18
3717,3468,18
3718,3470,17
3719,3473,17
3720,3476,17
3721,3479,16
3722,3483,16
3723,3486,16
3724,3490,16
3725,3493,16
3726,3496,16
3727,3500,17
3728,3503,17
3729,3505,17
3730,3508,18
3731,3509,18
3732,3511,18
3733,3512,18
3734,3512,17
3735,3513,17
3736,3512,17
3737,3512,17
3738,3511,16
3739,3510,16
3740,3509,16
3741,3508,16
3742,3506,16
3743,3504,16
3744,3503,17
3745,3501,17
3746,3499,18
3747,3497,18
3748,3495,18
3749,3494,18
3750,3492,18
3751,3491,18
3752,3489,18
3753,3488,18
3754,3487,17
3755,3486,17
3756,3486,17
3757,3485,16
3758,3485,16
3759,3485,16
3760,3485,16
3761,3485,17
3762,3486,17
3763,3487,17
3764,3488,18
3765,3489,18
3766,3490,18
3767,3492,19
3768,3494,19
3769,3496,19
3770,3499,18
3771,3502,18
3772,3504,18
3773,3507,18
3774,3510,18
3775,3513,18
3776,3515,18
3777,3517,18
3778,3519,19
3779,3521,19
3780,3523,19
3781,3524,20
3782,3524,20
3783,3524,20
3784,3523,20
3785,3522,20
3786,3520,19
3787,3517,19
3788,3514,19
3789,3511,18
3790,3508,18
3791,3504,18
3792,3500,18
3793,3496,18
3794,3492,18
3795,3489,19
3796,3485,19
3797,3481,19
3798,3478,19
3799,3475,19
3800,3472,19
3801,3470,19
3802,3468,18
3803,3466,18
3804,3465,18
3805,3464,18
3806,3463,18
3807,3463,18
3808,3463,18
3809,3463,18
3810,3463,19
3811,3464,19
3812,3465,19
3813,3467,19
3814,3469,19
3815,3471,19
3816,3473,19
3817,3475,18
3818,3478,18
3819,3481,17
3820,3484,17
3821,3488,17
3822,3491,16
3823,3495,16
3824,3498,16
3825,3502,17
3826,3506,17
3827,3509,18
3828,3513,18
3829,3517,18
3830,3521,19
3831,3524,19
3832,3528,19
3833,3531,19
3834,3534,18
3835,3538,18
3836,3541,18
3837,3544,17
3838,3547,17
3839,3549,17
3840,3552,17
3841,3554,17
3842,3557,17
3843,3559,17
3844,3561,18
3845,3562,18
3846,3564,19
3847,3566,19
3848,3567,19
3849,3568,20
3850,3569,20
3851,3569,20
3852,3570,19
3853,3570,19
3854,3570,19
3855,3570,18
3856,3570,18
3857,3570,18
3858,3569,18
3859,3569,18
3860,3568,18
3861,3568,18
3862,3568,19
3863,3568,19
3864,3567,19
3865,3567,20
3866,3567,20
3867,3567,20
3868,3568,19
3869,3568,19
3870,3569,18
3871,3570,18
3872,3570,17
3873,3571,17
3874,3572,17
3875,3573,16
3876,3574,16
3877,3576,16
3878,3577,16
3879,3578,16
3880,3579,16
3881,3580,16
3882,3581,15
3883,3582,15
3884,3583,15
3885,3584,14
3886,3585,14
3887,3586,15
3888,3587,15
3889,3588,16
3890,3589,16
3891,3590,16
3892,3592,17
3893,3593,17
3894,3595,16
3895,3597,16
3896,3599,16
3897,3600,16
3898,3602,16
3899,3604,16
3900,3606,16
3901,3607,16
3902,3609,16
3903,3611,16
3904,3612,16
3905,3613,16
3906,3614,16
3907,3615,16
3908,3616,16
3909,3617,16
3910,3617,16
3911,3617,17
3912,3617,17
3913,3617,17
3914,3617,17
3915,3617,17
3916,3616,16
3917,3616,16
3918,3616,16
3919,3616,16
3920,3616,16
3921,3617,16
3922,3618,16
3923,3619,16
3924,3621,16
3925,3623,16
3926,3625,16
3927,3628,16
3928,3631,16
3929,3635,16
3930,3638,16
3931,3641,16
3932,3644,16
3933,3647,16
3934,3649,17
3935,3651,17
3936,3652,18
3937,3652,18
3938,3652,18
3939,3651,17
3940,3649,17
3941,3646,17
3942,3644,16
3943,3641,16
3944,3637,16
3945,3634,16
3946,3631,17
3947,3627,17
3948,3624,17
3949,3621,17
3950,3619,17
3951,3617,17
3952,3616,17
3953,3615,16
3954,3615,16
3955,3615,16
3956,3615,17
3957,3616,17
3958,3617,17
3959,3618,17
3960,3619,17
3961,3620,16
3962,3622,16
3963,3624,16
3964,3626,16
3965,3628,16
3966,3630,16
3967,3632,17
3968,3634,17
3969,3636,17
3970,3638,17
3971,3640,17
3972,3642,17
3973,3644,16
3974,3646,16
3975,3648,16
3976,3650,16
3977,3653,16
3978,3655,17
3979,3658,16
3980,3662,16
3981,3665,16
3982,3668,16
3983,3671,15
3984,3675,15
3985,3678,16
3986,3681,16
3987,3684,16
3988,3687,17
3989,3690,17
3990,3692,17
3991,3695,17
3992,3696,17
3993,3698,17
3994,3699,17
3995,3700,17
3996,3702,17
3997,3702,17
3998,3703,17
3999,3704,17
4000,3705,17
4001,3706,16
4002,3706,16
4003,3707,16
4004,3708,16
4005,3708,16
4006,3709,16
4007,3710,16
4008,3710,16
4009,3711,17
4010,3712,17
4011,3713,17
4012,3714,16
4013,3714,17
4014,3715,17
4015,3716,17
4016,3717,17
4017,3717,17
4018,3717,17
4019,3718,17
4020,3718,17
4021,3718,16
4022,3718,16
4023,3718,16
4024,3717,15
4025,3717,16
4026,3716,16
4027,3715,16
4028,3714,16
4029,3713,17
4030,3712,17
4031,3710,16
4032,3709,16
4033,3707,16
4034,3705,16
4035,3703,16
4036,3702,16
4037,3700,16
4038,3698,16
4039,3696,16
4040,3694,16
4041,3692,16
4042,3690,16
4043,3688,16
4044,3686,16
4045,3685,17
4046,3683,17
4047,3682,18
4048,3680,18
4049,3679,18
4050,3677,17
4051,3676,17
4052,3675,17
4053,3675,16
4054,3674,16
4055,3674,16
4056,3674,17
4057,3674,17
4058,3674,17
4059,3675,16
4060,3676,16
4061,3676,16
4062,3678,16
4063,3679,16
4064,3680,16
4065,3681,16
4066,3682,17
4067,3683,17
4068,3684,17
4069,3685,17
4070,3686,17
4071,3687,16
4072,3688,16
4073,3688,17
4074,3689,17
4075,3690,17
4076,3692,17
4077,3694,17
4078,3696,17
4079,3698,17
4080,3701,17
4081,3703,17
4082,3707,17
4083,3710,17
4084,3713,17
4085,3717,17
4086,3721,18
4087,3725,18
4088,3729,18
4089,3733,17
4090,3737,17
4091,3741,17
4092,3745,16
4093,3749,16
4094,3753,16
4095,3756,16
4096,3760,15
4097,3763,15
4098,3766,15
4099,3769,15
4100,3771,15
4101,3772,15
4102,3774,15
4103,3775,15
4104,3776,15
4105,3776,15
4106,3776,15
4107,3775,15
4108,3774,15
4109,3774,16
4110,3773,16
4111,3772,16
4112,3770,16
4113,3769,16
4114,3768,16
4115,3766,16
4116,3765,16
4117,3763,17
4118,3762,17
4119,3760,17
4120,3758,17
4121,3757,16
4122,3755,16
4123,3753,16
4124,3751,15
4125,3750,15
4126,3748,15
4127,3746,15
4128,3744,15
4129,3743,15
4130,3741,15
4131,3739,15
4132,3738,15
4133,3737,15
4134,3736,15
4135,3736,15
4136,3736,15
4137,3736,15
4138,3737,15
4139,3738,15
4140,3740,15
4141,3742,15
4142,3745,16
4143,3748,16
4144,3752,15
4145,3755,15
4146,3760,15
4147,3764,16
4148,3769,16
4149,3774,16
4150,3779,17
4151,3784,17
4152,3790,17
4153,3795,16
4154,3800,16
4155,3805,16
4156,3809,16
4157,3813,16
4158,3817,16
4159,3820,16
4160,3822,16
4161,3824,16
4162,3825,16
4163,3825,16
4164,3825,16
4165,3824,15
4166,3822,15
4167,3821,15
4168,3819,16
4169,3817,16
4170,3816,16
4171,3815,16
4172,3814,16
4173,3813,16
4174,3813,16
4175,3813,16
4176,3813,16
4177,3813,16
4178,3814,16
4179,3815,16
4180,3816,16
4181,3818,15
4182,3820,15
4183,3821,15
4184,3823,15
4185,3825,15
4186,3827,15
4187,3828,16
4188,3830,15
4189,3831,15
4190,3831,16
4191,3831,16
4192,3831,16
4193,3830,16
4194,3829,16
4195,3828,16
4196,3826,16
4197,3824,16
4198,3822,16
4199,3819,16
4200,3816,16
4201,3814,16
4202,3811,16
4203,3808,16
4204,3806,16
4205,3803,16
4206,3801,16
4207,3798,16
4208,3796,16
4209,3795,16
4210,3793,17
4211,3792,17
4212,3791,17
4213,3791,17
4214,3791,17
4215,3791,17
4216,3792,16
4217,3793,16
4218,3794,17
4219,3795,17
4220,3796,17
4221,3798,17
4222,3800,17
4223,3801,17
4224,3803,17
4225,3805,16
4226,3807,16
4227,3809,16
4228,3811,16
4229,3813,16
4230,3815,16
4231,3818,16
4232,3820,16
4233,3822,16
4234,3824,16
4235,3826,16
4236,3829,16
4237,3832,16
4238,3835,16
4239,3838,16
4240,3841,15
4241,3844,15
4242,3847,15
4243,3850,16
4244,3852,16
4245,3854,16
4246,3856,15
4247,3858,16
4248,3860,16
4249,3861,16
4250,3863,17
4251,3864,17
4252,3865,17
4253,3866,17
4254,3867,17
4255,3868,17
4256,3868,17
4257,3869,17
4258,3869,17
4259,3870,17
4260,3870,18
4261,3870,18
4262,3870,17
4263,3870,17
4264,3870,17
4265,3869,17
4266,3869,17
4267,3868,17
4268,3868,17
4269,3867,17
4270,3866,17
4271,3865,17
4272,3864,17
4273,3862,16
4274,3861,16
4275,3859,15
4276,3858,15
4277,3857,15
4278,3856,16
4279,3855,16
4280,3855,16
4281,3855,16
4282,3855,16
4283,3856,16
4284,3857,16
4285,3858,15
4286,3859,16
4287,3861,16
4288,3863,16
4289,3866,17
4290,3868,17
4291,3871,17
4292,3874,17
4293,3877,17
4294,3880,16
4295,3883,16
4296,3886,16
4297,3889,16
4298,3891,16
4299,3893,16
4300,3895,17
4301,3897,17
4302,3898,17
4303,3899,17
4304,3899,17
4305,3900,17
4306,3900,17
4307,3900,17
4308,3900,17
4309,3900,18
4310,3900,18
4311,3900,18
4312,3900,17
4313,3900,17
4314,3900,17
4315,3901,16
4316,3901,16
4317,3901,16
4318,3901,16
4319,3901,16
4320,3901,16
4321,3900,16
4322,3899,16
4323,3898,16
4324,3897,16
4325,3896,16
4326,3894,16
4327,3893,17
4328,3891,17
4329,3889,17
4330,3887,17
4331,3885,17
4332,3883,17
4333,3882,17
4334,3880,17
4335,3878,17
4336,3877,17
4337,3876,17
4338,3875,17
4339,3874,17
4340,3874,16
4341,3874,17
4342,3874,17
4343,3875,17
4344,3876,18
4345,3877,18
4346,3878,18
4347,3879,18
4348,3881,18
4349,3883,18
4350,3885,18
4351,3887,18
4352,3889,18
4353,3891,18
4354,3893,17
4355,3895,17
4356,3898,17
4357,3900,16
4358,3902,16
4359,3903,16
4360,3905,16
4361,3905,16
4362,3906,16
4363,3906,16
4364,3905,16
4365,3903,16
4366,3902,16
4367,3900,16
4368,3898,16
4369,3896,17
4370,3894,17
4371,3893,17
4372,3892,17
4373,3891,16
4374,3890,16
4375,3889,16
4376,3889,15
4377,3889,15
4378,3889,15
4379,3889,15
4380,3889,15
4381,3889,16
4382,3890,16
4383,3890,16
4384,3890,15
4385,3891,15
4386,3891,15
4387,3891,15
4388,3892,16
4389,3892,16
4390,3892,16
4391,3892,17
4392,3892,17
4393,3892,17
4394,3892,16
4395,3892,16
4396,3892,16
4397,3893,16
4398,3893,16
4399,3894,16
4400,3894,16
4401,3896,17
4402,3897,17
4403,3899,17
4404,3901,17
4405,3904,17
4406,3907,17
4407,3910,16
4408,3914,16
4409,3918,16
4410,3922,16
4411,3926,16
4412,3930,16
4413,3934,15
4414,3939,15
4415,3945,15
4416,3951,15
4417,3957,15
4418,3963,14
4419,3970,14
4420,3976,15
4421,3982,15
4422,3987,15
4423,3991,15
4424,3995,15
4425,3997,15
4426,3998,15
4427,3998,15
4428,3998,15
4429,3997,15
4430,3996,16
4431,3995,16
4432,3994,16
4433,3993,16
4434,3993,16
4435,3993,16
4436,3994,16
4437,3994,16
4438,3996,16
4439,3997,16
4440,3999,17
4441,4002,16
4442,4005,16
4443,4009,16
4444,4013,16
4445,4017,16
4446,4021,17
4447,4025,17
4448,4029,17
4449,4032,17
4450,4035,17
4451,4038,17
4452,4041,17
4453,4043,16
4454,4045,16
4455,4046,16
4456,4046,16
4457,4047,16
4458,4046,16
4459,4046,16
4460,4044,16
4461,4043,16
4462,4041,16
4463,4039,16
4464,4037,16
4465,4034,16
4466,4032,16
4467,4030,17
4468,4028,17
4469,4027,17
4470,4026,17
4471,4025,16
4472,4024,16
4473,4024,16
4474,4023,16
4475,4022,16
4476,4021,16
4477,4019,16
4478,4018,16
4479,4016,16
4480,4014,16
4481,4012,16
4482,4010,16
4483,4008,16
4484,4006,16
4485,4004,16
4486,4002,16
4487,4000,16
4488,3999,16
4489,3998,16
4490,3997,16
4491,3996,16
4492,3995,16
4493,3995,16
4494,3995,16
4495,3995,16
4496,3994,16
4497,3994,16
4498,3994,16
4499,3994,16
4500,3994,16
4501,3994,16
4502,3994,16
4503,3995,16
4504,3995,16
4505,3996,16
4506,3996,17
4507,3997,17
4508,3998,17
4509,4000,17
4510,4001,16
4511,4003,16
4512,4005,16
4513,4007,16
4514,4010,16
4515,4014,17
4516,4017,16
4517,4021,16
4518,4026,16
4519,4030,16
4520,4035,16
4521,4040,16
4522,4045,16
4523,4050,16
4524,4055,16
4525,4060,16
4526,4064,17
4527,4069,17
4528,4073,17
4529,4076,16
4530,4079,16
4531,4082,16
4532,4085,16
4533,4087,16
4534,4088,16
4535,4089,16
4536,4090,16
4537,4090,16
4538,4090,15
4539,4090,15
4540,4090,15
4541,4089,15
4542,4088,16
4543,4087,16
4544,4087,16
4545,4086,16
4546,4085,17
4547,4085,17
4548,4084,17
4549,4084,17
4550,4084,17
4551,4084,17
4552,4083,17
4553,4083,17
4554,4083,17
4555,4082,17
4556,4081,17
4557,4080,17
4558,4079,17
4559,4078,17
4560,4077,16
4561,4076,16
4562,4075,16
4563,4075,16
4564,4075,17
4565,4075,17
4566,4076,17
4567,4077,17
4568,4079,17
4569,4081,16
4570,4083,16
4571,4086,16
4572,4089,16
4573,4092,16
4574,4095,17
4575,4098,17
4576,4101,16
4577,4104,16
4578,4106,16
4579,4109,15
4580,4111,15
4581,4113,15
4582,4115,15
4583,4116,16
4584,4118,16
4585,4119,16
4586,4120,16
4587,4121,16
4588,4122,16
4589,4122,17
4590,4122,17
4591,4122,17
4592,4122,17
4593,4121,18
4594,4120,18
4595,4119,18
4596,4118,18
4597,4117,18
4598,4115,17
4599,4114,17
4600,4113,17
4601,4111,17
4602,4110,16
4603,4109,17
4604,4108,17
4605,4107,17
4606,4107,17
4607,4107,17
4608,4107,17
4609,4108,17
4610,4109,16
4611,4110,16
4612,4112,16
4613,4114,15
4614,4116,15
4615,4118,15
4616,4120,16
4617,4122,16
4618,4125,16
4619,4127,16
4620,4129,16
4621,4131,16
4622,4133,16
4623,4135,16
4624,4136,16
4625,4138,15
4626,4139,15
4627,4140,16
4628,4140,16
4629,4141,16
4630,4141,16
4631,4141,16
4632,4140,16
4633,4140,16
4634,4139,16
4635,4138,15
4636,4137,15
4637,4137,15
4638,4136,15
4639,4136,16
4640,4135,16
4641,4136,16
4642,4136,16
4643,4137,17
4644,4139,17
4645,4141,17
4646,4143,16
4647,4146,16
4648,4149,16
4649,4152,15
4650,4155,15
4651,4158,15
4652,4161,15
4653,4164,15
4654,4167,15
4655,4169,15
4656,4171,16
4657,4173,16
4658,4174,15
4659,4174,15
4660,4175,15
4661,4174,15
4662,4174,15
4663,4173,15
4664,4171,15
4665,4170,15
4666,4168,15
4667,4166,16
4668,4164,16
4669,4161,16
4670,4159,17
4671,4156,17
4672,4154,17
4673,4151,17
4674,4149,16
4675,4146,16
4676,4144,16
4677,4141,15
4678,4139,15
4679,4137,15
4680,4135,14
4681,4134,14
4682,4132,15
4683,4131,15
4684,4131,15
4685,4130,16
4686,4130,16
4687,4130,16
4688,4131,16
4689,4132,16
4690,4134,16
4691,4135,16
4692,4137,15
4693,4139,15
4694,4141,15
4695,4144,15
4696,4146,15
4697,4149,15
4698,4151,15
4699,4153,15
4700,4155,15
4701,4158,15
4702,4159,15
4703,4161,15
4704,4162,15
4705,4164,15
4706,4165,15
4707,4166,15
4708,4166,15
4709,4167,15
4710,4167,15
4711,4168,15
4712,4168,15
4713,4168,15
4714,4169,15
4715,4169,15
4716,4169,15
4717,4170,15
4718,4170,15
4719,4170,16
4720,4171,16
4721,4171,16
4722,4172,16
4723,4173,16
4724,4174,16
4725,4175,16
4726,4176,16
4727,4178,16
4728,4180,16
4729,4181,15
4730,4183,15
4731,4185,15
4732,4187,14
4733,4189,14
4734,4191,14
4735,4192,14
4736,4194,14
4737,4195,14
4738,4196,14
4739,4196,15
4740,4196,15
4741,4196,15
4742,4195,15
4743,4194,15
4744,4192,15
4745,4190,15
4746,4188,15
4747,4186,15
4748,4183,15
4749,4180,14
4750,4176,14
4751,4173,14
4752,4169,14
4753,4165,14
4754,4161,14
4755,4158,14
4756,4154,14
4757,4150,14
4758,4146,14
4759,4142,14
4760,4139,15
4761,4135,15
4762,4132,15
4763,4128,15
4764,4126,15
4765,4123,15
4766,4120,15
4767,4118,15
4768,4116,15
4769,4115,15
4770,4114,15
4771,4113,14
4772,4112,14
4773,4111,14
4774,4111,14
4775,4111,14
4776,4111,14
4777,4111,14
4778,4112,14
4779,4113,14
4780,4113,14
4781,4114,14
4782,4115,14
4783,4117,15
4784,4118,15
4785,4119,15
4786,4121,15
4787,4122,14
4788,4124,14
4789,4126,14
4790,4127,14
4791,4129,14
4792,4131,14
4793,4133,14
4794,4135,14
4795,4136,14
4796,4138,14
4797,4140,14
4798,4142,15
4799,4144,15
4800,4146,15
4801,4148,15
4802,4149,16
4803,4151,16
4804,4153,16
4805,4154,16
4806,4156,15
4807,4157,15
4808,4159,15
4809,4160,15
4810,4162,15
4811,4163,14
4812,4165,14
4813,4166,14
4814,4168,14
4815,4170,15
4816,4172,15
4817,4174,15
4818,4177,15
4819,4179,15
4820,4182,15
4821,4185,15
4822,4188,15
4823,4192,15
4824,4196,15
4825,4200,14
4826,4204,14
4827,4208,14
4828,4212,14
4829,4216,14
4830,4220,14
4831,4225,15
4832,4229,15
4833,4233,15
4834,4237,15
4835,4241,15
4836,4245,15
4837,4249,15
4838,4252,15
4839,4256,15
4840,4259,15
4841,4262,15
4842,4266,15
4843,4269,15
4844,4272,15
4845,4275,15
4846,4278,15
4847,4281,15
4848,4284,15
4849,4287,15
4850,4290,16
4851,4293,16
4852,4296,16
4853,4299,16
4854,4302,16
4855,4305,16
4856,4308,15
4857,4312,15
4858,4315,15
4859,4318,15
4860,4322,14
4861,4325,14
4862,4329,14
4863,4332,15
4864,4335,15
4865,4338,15
4866,4342,15
4867,4345,16
4868,4348,16
4869,4351,16
4870,4354,16
4871,4356,16
4872,4359,16
4873,4361,15
4874,4364,15
4875,4366,15
4876,4368,15
4877,4370,15
4878,4372,15
4879,4374,15
4880,4376,15
4881,4377,16
4882,4379,16
4883,4380,16
4884,4381,16
4885,4382,16
4886,4383,17
4887,4383,17
4888,4384,17
4889,4384,16
4890,4384,16
4891,4384,16
4892,4384,16
4893,4384,15
4894,4383,15
4895,4383,15
4896,4383,15
4897,4382,15
4898,4382,15
4899,4381,15
4900,4381,15
4901,4380,16
4902,4380,16
4903,4380,16
4904,4380,16
4905,4380,16
4906,4380,16
4907,4380,15
4908,4380,15
4909,4381,15
4910,4381,15
4911,4381,15
4912,4381,15
4913,4382,15
4914,4382,16
4915,4383,16
4916,4383,16
4917,4383,16
4918,4383,17
4919,4384,17
4920,4384,17
4921,4384,17
4922,4384,17
4923,4384,16
4924,4384,16
4925,4383,16
4926,4383,16
4927,4383,15
4928,4382,15
4929,4382,15
4930,4381,15
4931,4380,15
4932,4379,16
4933,4379,16
4934,4378,16
4935,4377,16
4936,4375,16
4937,4374,16
4938,4373,16
4939,4371,15
4940,4370,15
4941,4369,15
4942,4367,15
4943,4366,15
4944,4365,15
4945,4364,15
4946,4364,16
4947,4363,16
4948,4363,16
4949,4363,16
4950,4364,16
4951,4365,16
4952,4366,16
4953,4368,15
4954,4370,15
4955,4372,15
4956,4374,15
4957,4376,15
4958,4379,15
4959,4381,15
4960,4384,15
4961,4386,15
4962,4388,15
4963,4390,15
4964,4392,15
4965,4394,15
4966,4396,15
4967,4397,15
4968,4398,15
4969,4400,15
4970,4402,15
4971,4403,15
4972,4405,15
4973,4408,15
4974,4410,15
4975,4413,15
4976,4416,15
4977,4420,14
4978,4423,15
4979,4426,15
4980,4429,15
4981,4432,15
4982,4434,15
4983,4435,15
4984,4436,15
4985,4437,15
4986,4438,15
4987,4438,15
4988,4438,15
4989,4438,15
4990,4439,15
4991,4439,15
4992,4439,15
4993,4439,15
4994,4439,15
4995,4440,15
4996,4440,15
4997,4440,15
4998,4440,15
4999,4439,15
5000,4439,15
5001,4437.8,15.2
5002,4436.6,15.5
5003,4435.2,15.7
5004,4433.7,15.9
5005,4432,16
5006,4430,15.9
5007,4427.8,15.6
5008,4425.5,15.4
5009,4423.2,15.1
5010,4421,15
5011,4418.8,15.1
5012,4416.5,15.4
5013,4414.4,15.6
5014,4412.5,15.9
5015,4411,16
5016,4410,15.9
5017,4409.3,15.7
5018,4408.9,15.4
5019,4408.8,15.2
5020,4409,15
5021,4409.5,14.9
5022,4410.4,14.9
5023,4411.5,14.9
5024,4412.8,14.9
5025,4414,15
5026,4415.3,15.2
5027,4416.7,15.4
5028,4418.2,15.6
5029,4419.6,15.8
5030,4421,16
5031,4422.2,16.1
5032,4423.3,16.1
5033,4424.4,16
5034,4425.6,16
5035,4427,16
5036,4428.5,16
5037,4430.1,16
5038,4431.8,16.1
5039,4433.8,16.1
5040,4436,16
5041,4438.6,15.8
5042,4441.4,15.6
5043,4444.4,15.3
5044,4447.6,15.1
5045,4451,15
5046,4454.5,15.1
5047,4458.3,15.3
5048,4462.2,15.6
5049,4466.1,15.8
5050,4470,16
5051,4473.9,16.1
5052,4478,16.1
5053,4482,16
5054,4485.8,16
5055,4489,16
5056,4491.7,16
5057,4494.1,16
5058,4496.1,16
5059,4497.7,16
5060,4499,16
5061,4499.7,16
5062,4500,16
5063,4499.9,16
5064,4499.8,16
5065,4500,16
5066,4500.5,16
5067,4501.1,16
5068,4501.7,16
5069,4502.4,16
5070,4503,16
5071,4503.6,16
5072,4504.3,16
5073,4505,16
5074,4505.6,16
5075,4506,16
5076,4506.1,16
5077,4506,16
5078,4505.9,16
5079,4505.8,16
5080,4506,16
5081,4506.5,16
5082,4507.3,16
5083,4508.2,16
5084,4509.1,16
5085,4510,16
5086,4510.9,16
5087,4511.8,16
5088,4512.7,16.1
5089,4513.5,16.1
5090,4514,16
5091,4514.4,15.8
5092,4514.6,15.6
5093,4514.7,15.3
5094,4514.5,15.1
5095,4514,15
5096,4513.1,15.1
5097,4511.9,15.4
5098,4510.4,15.6
5099,4508.8,15.9
5100,4507,16
5101,4505,15.9
5102,4502.8,15.6
5103,4500.5,15.4
5104,4498.2,15.1
5105,4496,15
5106,4493.8,15.1
5107,4491.6,15.3
5108,4489.5,15.6
5109,4487.6,15.8
5110,4486,16
5111,4484.8,16.1
5112,4483.8,16.1
5113,4483,16.1
5114,4482.4,16.1
5115,4482,16
5116,4481.7,15.8
5117,4481.5,15.6
5118,4481.4,15.4
5119,4481.6,15.2
5120,4482,15
5121,4482.6,14.9
5122,4483.5,14.9
5123,4484.5,14.9
5124,4485.7,14.9
5125,4487,15
5126,4488.4,15.2
5127,4490,15.4
5128,4491.7,15.7
5129,4493.4,15.9
5130,4495,16
5131,4496.6,15.9
5132,4498.1,15.6
5133,4499.6,15.4
5134,4501.2,15.1
5135,4503,15
5136,4505,15.1
5137,4507.2,15.4
5138,4509.5,15.6
5139,4511.8,15.9
5140,4514,16
5141,4516.1,15.9
5142,4518.3,15.7
5143,4520.4,15.5
5144,4522.3,15.2
5145,4524,15
5146,4525.4,14.8
5147,4526.7,14.6
5148,4527.8,14.3
5149,4528.6,14.1
5150,4529,14
5151,4529,13.9
5152,4528.6,13.9
5153,4527.9,13.9
5154,4527,13.9
5155,4526,14
5156,4524.8,14.2
5157,4523.4,14.4
5158,4521.7,14.7
5159,4519.9,14.9
5160,4518,15
5161,4515.8,14.9
5162,4513.2,14.7
5163,4510.6,14.4
5164,4508.1,14.2
5165,4506,14
5166,4504.2,13.9
5167,4502.6,13.9
5168,4501.1,14
5169,4499.9,14
5170,4499,14
5171,4498.4,14
5172,4498.3,14
5173,4498.3,13.9
5174,4498.2,13.9
5175,4498,14
5176,4497.6,14.2
5177,4497.1,14.4
5178,4496.6,14.7
5179,4495.9,14.9
5180,4495,15
5181,4493.9,14.9
5182,4492.6,14.7
5183,4491.2,14.4
5184,4489.7,14.2
5185,4488,14
5186,4486.2,13.9
5187,4484.1,13.9
5188,4482,13.9
5189,4479.9,13.9
5190,4478,14
5191,4476.2,14.2
5192,4474.6,14.4
5193,4473,14.7
5194,4471.4,14.9
5195,4470,15
5196,4468.7,14.9
5197,4467.5,14.6
5198,4466.3,14.4
5199,4465.2,14.1
5200,4464,14
5201,4462.6,14.1
5202,4461,14.4
5203,4459.5,14.6
5204,4458.4,14.9
5205,4458,15
5206,4458.3,14.9
5207,4459.2,14.7
5208,4460.6,14.4
5209,4462.2,14.2
5210,4464,14
5211,4466.1,13.9
5212,4468.8,13.9
5213,4471.5,13.9
5214,4474,13.9
5215,4476,14
5216,4477.5,14.2
5217,4478.6,14.4
5218,4479.4,14.7
5219,4479.9,14.9
5220,4480,15
5221,4479.5,14.9
5222,4478.5,14.6
5223,4477.2,14.4
5224,4476,14.1
5225,4475,14
5226,4474.3,14.1
5227,4473.6,14.4
5228,4473,14.6
5229,4472.8,14.9
5230,4473,15
5231,4473.9,14.9
5232,4475.3,14.7
5233,4477,14.4
5234,4478.6,14.2
5235,4480,14
5236,4481.1,13.9
5237,4482.2,13.9
5238,4483.1,14
5239,4483.8,14
5240,4484,14
5241,4483.7,14
5242,4483,14
5243,4482.1,14
5244,4481,14
5245,4480,14
5246,4479,14
5247,4477.8,14
5248,4476.7,13.9
5249,4475.7,13.9
5250,4475,14
5251,4474.6,14.2
5252,4474.5,14.4
5253,4474.5,14.6
5254,4474.7,14.8
5255,4475,15
5256,4475.4,15.1
5257,4475.9,15.1
5258,4476.6,15
5259,4477.3,15
5260,4478,15
5261,4478.7,15
5262,4479.5,15
5263,4480.3,15
5264,4481.1,15
5265,4482,15
5266,4482.9,15
5267,4483.8,15
5268,4484.7,15
5269,4485.8,15
5270,4487,15
5271,4488.4,15
5272,4489.8,15
5273,4491.4,15
5274,4493.2,15
5275,4495,15
5276,4497,15
5277,4499.1,15
5278,4501.4,15.1
5279,4503.7,15.1
5280,4506,15
5281,4508.3,14.8
5282,4510.7,14.6
5283,4513.1,14.4
