target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
1,11,178.9758303,15.64919645,-6.407052209,1,1,72,118,NA,NA
3,11,234.7652657,30.38356541,28.47586842,0,1,53,159,3,NA
4,11,218.9714705,17.69646586,24.48789109,0,1,33,97,4,NA
5,11,126.1612176,18.2693953,-47.64587933,0,0,100,188,23,5
6,11,113.64859,32.61904995,-48.39986777,0,0,129,212,28,4
6,11,215.648967,8.619214222,34.41810408,0,0,17,39,149,145
10,11,186.689551,32.15351916,48.95131332,1,1,102,217,NA,NA
10,11,212.4360733,21.2263289,25.79627756,0,1,61,126,141,NA
11,11,185.6685234,11.34787066,4.210018995,0,1,45,107,11,NA
12,11,218.4400348,28.78434736,48.32066086,0,1,69,145,139,NA
12,11,183.0068108,12.34391946,21.80182356,0,1,55,110,1,NA
12,11,138.1503166,10.27954095,-17.07769111,0,1,72,165,12,NA
14,10,122.0412184,31.97782557,-42.03330241,0,1,146,227,13,NA
14,10,149.4908208,31.59291521,36.17621767,1,1,137,263,NA,NA
15,10,119.0666516,21.65740765,-39.22582911,0,1,111,185,16,NA
17,10,132.6645509,32.89453746,-16.53348901,1,1,154,243,NA,NA
18,10,175.4079786,29.53340989,27.40928277,1,1,107,223,NA,NA
18,10,191.8173055,27.42947601,28.98056717,0,1,101,173,4,NA
22,10,125.8075044,19.14084673,-47.89580812,0,1,106,188,6,NA
23,10,136.1936544,12.17658674,-10.28130974,0,1,86,178,1,NA
23,10,126.9150678,26.33254459,16.44664474,0,1,129,218,2,NA
23,10,202.8162525,18.34176265,42.31782986,0,0,56,118,129,2
25,10,210.2257483,22.31509467,23.05446819,0,0,62,125,126,4
26,10,73.51669139,18.60453517,-40.0546347,0,0,50,118,17,8
28,9,132.3593498,10.98852769,0.746083213,1,1,83,161,NA,NA
29,10,80.75650009,17.80028098,-46.06105054,0,0,56,123,13,5
30,10,189.9751001,11.12507032,49.65435669,0,0,54,112,122,9
32,10,104.0661348,13.58947824,-16.27163009,0,0,72,138,8,1
35,10,39.10789621,34.39924299,-23.55388827,0,1,62,139,7,NA
36,10,135.1862169,8.905831312,-6.113083963,1,1,68,142,NA,NA
37,10,84.50429984,30.92594706,-36.56086389,1,1,93,162,NA,NA
37,10,130.2965858,19.05896552,9.200363629,1,1,105,209,NA,NA
37,10,77.88707528,26.02940429,-30.12284869,0,1,72,141,3,NA
38,9,95.36954924,15.11013562,-29.48502437,0,1,60,138,4,NA
38,9,132.2163522,26.54606246,0.875262823,1,1,136,227,NA,NA
38,9,165.7965282,27.91247733,36.11717906,0,1,113,237,9,NA
39,10,140.0379153,26.68381709,34.74862839,1,1,150,254,NA,NA
44,10,86.98630421,33.81217574,-24.29403209,1,1,97,177,NA,NA
45,9,44.71470866,13.84673357,-45.50991282,0,1,22,56,1,NA
45,9,77.4885938,9.528707585,-40.24340685,1,1,32,62,NA,NA
46,10,129.8727224,29.1461783,12.84375202,0,1,140,227,1,NA
52,10,151.5828468,10.54888307,31.79106861,0,0,71,163,20,17
53,10,140.5132754,11.35674392,44.23208891,0,0,79,169,18,7
55,9,91.40397614,25.69887451,-24.42381703,1,1,86,150,NA,NA
55,9,125.4475476,16.95288844,38.68334848,0,1,95,179,5,NA
56,10,66.55526915,18.11997916,-35.92912203,1,1,44,103,NA,NA
57,9,170.2549495,28.09873695,44.09203988,0,0,101,226,32,7
58,9,69.25796613,26.47397359,-33.63852811,1,1,62,139,NA,NA
58,9,113.7621998,24.83909493,7.672280958,1,1,128,186,NA,NA
59,9,21.61709346,32.09779126,-43.68479496,1,1,55,138,NA,NA
60,9,90.99074934,26.67212992,-36.58803271,1,1,91,152,NA,NA
61,9,89.96309266,20.74460501,11.09397754,1,1,72,139,NA,NA
61,9,122.5884493,26.50346182,26.17812501,1,1,123,212,NA,NA
62,9,168.64628,27.87754903,25.89621663,0,1,107,234,35,NA
63,9,83.67075518,28.92295339,-38.42848882,1,1,84,151,NA,NA
63,9,99.4806029,13.75817513,-30.30786274,1,1,67,137,NA,NA
65,9,65.42967629,16.39724532,-42.65617891,0,1,37,84,7,NA
67,10,149.1651364,13.31020638,41.18955736,0,1,81,187,7,NA
67,10,105.2198547,20.250409,-5.011482816,1,1,93,149,NA,NA
69,10,165.0180657,25.49910727,22.41941399,0,1,112,218,41,NA
70,10,98.6083425,20.07995996,-23.50280134,1,1,79,142,NA,NA
71,10,160.3791318,12.73822123,47.95261505,0,0,68,145,44,3
72,10,115.1917882,34.34673619,-11.38008542,1,1,141,226,NA,NA
72,10,106.2495227,20.9713429,-22.0086074,1,1,93,153,NA,NA
72,10,168.3905796,28.26782928,44.44178112,0,1,112,234,44,NA
73,10,107.4130753,15.23902766,-5.420401646,0,1,88,142,1,NA
74,10,153.2197909,17.51958875,16.87064876,0,1,101,196,41,NA
74,10,86.41617414,11.53051625,-40.13533473,0,0,43,93,15,1
77,9,163.1119487,20.62478131,14.96997077,0,1,99,200,49,NA
78,9,126.270345,11.44429583,16.1983164,1,1,69,165,NA,NA
78,9,166.3708008,20.09310782,35.58057297,0,1,88,185,53,NA
78,9,142.1059552,10.67249179,-2.052251715,1,1,84,171,NA,NA
79,9,116.1974982,10.33021679,12.50115884,1,1,96,148,NA,NA
80,9,159.9840247,13.7998151,17.17862436,0,1,71,173,53,NA
82,9,123.9069356,30.94059014,-13.30295741,1,1,152,227,NA,NA
82,9,130.1731096,15.81789068,1.681001089,1,1,102,198,NA,NA
82,9,94.13381216,25.54714153,-15.96508371,0,1,93,152,9,NA
83,9,121.7328003,29.5453428,4.184649279,1,1,129,218,NA,NA
83,9,22.40205886,26.68417392,-23.11840616,0,0,41,106,24,9
84,9,131.176616,22.70080543,-0.184057676,1,1,123,212,NA,NA
85,9,147.3635183,15.55966108,7.19127215,1,1,114,202,NA,NA
85,9,69.9224874,34.94063343,-21.77205195,0,1,88,162,13,NA
87,9,89.75566869,31.36962478,-49.30840973,0,1,93,170,14,NA
88,9,182.8024627,32.98109421,16.87262498,0,1,109,230,57,NA
89,9,166.0786805,14.80174539,5.239801761,0,0,68,140,56,49
89,9,87.84632272,21.27225344,-28.37194209,0,1,71,139,23,NA
90,9,161.3489439,9.811878826,24.50742361,0,0,57,124,54,50
90,9,117.7250404,23.41624337,-22.46415222,1,1,112,188,NA,NA
93,10,181.263944,25.8611794,30.72437793,0,1,99,201,53,NA
93,10,135.0647435,34.79536009,31.71994695,1,1,149,253,NA,NA
93,10,83.52763172,30.71100106,-6.763660861,0,1,93,161,19,NA
94,10,178.5226605,28.95622861,31.54512641,0,1,107,219,50,NA
94,10,123.7372628,13.93158663,5.38261116,1,1,89,166,NA,NA
95,10,122.4134943,27.82630862,-19.17183232,1,1,124,212,NA,NA
97,10,71.07573454,15.74253698,-45.4602503,0,0,38,89,21,16
98,10,135.2363415,26.02273047,-4.357280582,1,1,135,227,NA,NA
98,10,152.9137968,12.37752728,14.47514868,0,1,75,169,42,NA
102,10,124.5913402,23.18874003,-36.91521639,1,1,121,209,NA,NA
102,10,152.4191122,27.51881706,8.915466978,0,1,140,249,3,NA
104,10,85.33788739,10.64235036,-42.06064828,0,0,38,81,14,11
106,10,131.2792302,15.84485565,-15.77809283,1,1,98,202,NA,NA
107,10,158.1774962,15.69845213,29.93405925,0,1,76,176,35,NA
109,10,183.3853186,34.48878231,46.26853724,0,1,111,233,36,NA
110,10,173.2214465,16.28578119,49.62743137,0,0,73,133,38,31
111,10,204.7939199,14.48861293,43.8925416,0,0,45,103,41,37
113,9,118.1191155,34.82312206,-6.928921631,1,1,140,227,NA,NA
113,9,170.3321702,22.65544207,28.30410851,0,0,89,191,32,1
113,9,119.8557884,8.237668785,-10.97840187,1,1,73,148,NA,NA
113,9,59.08537662,17.67163941,-30.80593522,0,0,36,83,5,1
114,10,164.9770943,24.28207763,42.57079419,0,1,108,210,29,NA
114,10,48.86564342,23.10389077,-43.81678633,0,1,47,114,3,NA
115,9,118.3976675,34.7017116,26.18131058,1,1,140,227,NA,NA
115,9,100.1157983,22.568163,-35.19522026,1,1,93,151,NA,NA
115,9,93.71315003,10.53923986,-12.85955298,0,1,47,113,3,NA
116,10,139.1076636,12.39099494,-3.531111963,0,1,83,175,3,NA
116,10,147.3439982,24.51448681,31.4946916,0,1,127,239,3,NA
117,10,70.85472857,9.711391379,-39.23693108,0,1,26,60,2,NA
118,9,70.82218629,11.94823661,-23.3883199,1,1,32,65,NA,NA
119,9,61.77517129,11.37241669,-32.90550231,1,1,25,59,NA,NA
119,9,143.5996369,21.15458265,43.06256536,0,1,130,235,5,NA
121,10,97.12771241,24.23160667,-6.153033487,1,1,93,151,NA,NA
121,10,66.79557538,28.64698663,-19.84933191,1,1,70,140,NA,NA
121,10,89.83842612,28.85290898,15.20423291,1,1,93,162,NA,NA
122,10,88.23775545,19.73899478,-5.021770787,1,1,66,138,NA,NA
122,10,109.4581843,11.86551268,23.99695718,1,1,89,139,NA,NA
123,9,103.692118,26.40697763,25.51540916,1,1,98,172,NA,NA
123,9,39.77386672,20.44978462,-36.57263946,1,1,33,80,NA,NA
125,9,76.48389545,16.16907911,-8.758191159,1,1,47,108,NA,NA
126,9,108.0058821,34.52375555,-16.42251243,1,1,135,212,NA,NA
128,9,114.8887517,19.08069652,5.700187874,1,1,108,162,NA,NA
128,9,128.0909945,19.13297214,8.936099894,0,1,114,197,5,NA
129,9,147.4824217,21.79886727,35.23592828,0,0,119,227,9,2
130,9,82.99014458,12.07957292,-33.44099475,1,1,39,86,NA,NA
131,9,70.27017848,17.3837872,-32.47248484,1,1,46,105,NA,NA
132,9,58.31724539,23.76095475,-38.40633177,1,1,51,123,NA,NA
132,9,62.24508242,9.295757022,-49.42140477,0,1,19,53,8,NA
133,10,147.8118097,31.95798145,25.73235377,0,1,146,262,4,NA
133,10,147.0602745,20.88579927,49.19880773,0,1,119,227,5,NA
134,10,116.8851331,24.83135186,7.642164966,1,1,117,188,NA,NA
138,10,86.19706164,12.29563568,-36.99864573,0,1,47,97,5,NA
139,10,115.9917691,26.85681734,-30.83745507,1,1,131,199,NA,NA
140,10,99.25967567,8.269554506,-32.03742574,0,1,53,114,6,NA
141,10,168.9606765,11.16780633,37.95408041,0,0,59,106,7,2
141,10,145.3040531,8.836469783,8.7855889,1,1,70,160,NA,NA
143,10,131.3844616,15.0161425,-11.67173225,1,1,95,192,NA,NA
146,10,179.7550832,27.95571802,21.59600758,1,1,103,201,NA,NA
147,10,184.5300118,12.57081225,7.764148246,0,1,57,111,21,NA
147,10,133.5852527,22.77575882,-2.157137007,1,1,125,226,NA,NA
149,10,170.2024643,14.95543342,16.49822111,1,1,77,131,NA,NA
150,10,170.4901179,16.82509478,-8.187485253,1,1,80,145,NA,NA
150,10,114.6571495,22.202637,-36.79229491,0,0,114,175,12,3
152,10,250.9358509,31.93801741,44.620004110000004,0,1,59,189,1,NA
155,10,229.6260229,24.46107822,-25.20401273,1,1,40,115,NA,NA
157,10,201.5508175,24.92696952,-30.79115909,1,1,71,140,NA,NA
157,10,171.9983409,25.25714783,-33.97991839,0,1,94,212,5,NA
160,10,217.2618606,11.78408223,-23.18192846,1,1,18,58,NA,NA
160,10,223.9676334,16.56828899,2.161387587,1,1,23,77,NA,NA
164,10,184.4452326,16.41561997,-28.12700423,0,1,73,126,3,NA
164,10,191.9372782,29.96567393,-46.3839371,1,1,109,205,NA,NA
165,10,174.6403093,26.56305255,-39.00139586,0,1,97,208,4,NA
166,10,191.9543433,17.9032546,-4.663177556,1,1,57,121,NA,NA
167,10,195.4561688,19.65003813,21.72010334,1,1,67,125,NA,NA
167,10,236.6398438,14.26420471,32.93508531,0,1,19,34,4,NA
168,10,223.2333431,16.88166637,40.67758005,0,1,23,75,1,NA
171,10,190.8364709,9.156973966,3.053334495,1,1,47,105,NA,NA
171,10,165.8310306,20.39423358,-40.29566215,0,1,89,186,2,NA
172,10,211.29356,29.71721421,26.20139006,1,1,78,150,NA,NA
173,10,234.5951803,12.64949656,44.44596882,0,0,21,36,9,5
176,10,214.0447007,8.524875529,29.28939096,0,0,20,40,8,3
178,10,187.049807,12.81993644,1.49785087,1,1,59,109,NA,NA
178,10,148.3609604,34.30359584,-20.16075349,0,1,157,262,1,NA
179,10,161.3367501,24.50072722,-30.97013435,1,1,112,225,NA,NA
181,10,166.5122268,10.59617557,-20.47116233,0,1,54,113,4,NA
181,10,173.7138792,24.58450761,-4.004045366,1,1,91,202,NA,NA
181,10,241.0293673,13.21325814,45.26325832,0,0,13,35,108,14
181,10,180.9739721,20.90247465,-0.156976492,1,1,83,149,NA,NA
182,10,99.86917539,22.9165921,-27.03339737,0,0,93,151,44,40
187,10,216.5003184,14.58306402,35.33257141,0,0,27,74,18,1
187,10,190.1091636,10.17049473,-3.763055056,1,1,54,111,NA,NA
189,10,171.4161521,9.747483663,-12.37041475,1,1,68,107,NA,NA
189,10,211.8591787,15.34490591,48.55303823,0,0,32,93,18,1
191,10,157.7321075,22.31014489,3.5036969,1,1,116,219,NA,NA
193,10,101.8264757,23.07362409,-43.80859435,0,0,93,155,33,28
196,10,149.2479559,30.33899437,-1.898170053,1,1,136,263,NA,NA
196,10,177.4078064,26.88442813,-5.829113605,1,1,99,198,NA,NA
197,10,228.3210577,22.85573281,46.88824741,0,1,33,102,29,NA
197,10,167.301717,14.77376473,-8.730253857,1,1,71,141,NA,NA
198,10,164.2397411,22.69625561,14.25696393,1,1,105,209,NA,NA
199,10,235.116256,24.27772655,42.01708613,0,1,32,107,32,NA
199,10,157.1603908,23.62610479,-13.85120354,1,1,120,224,NA,NA
199,10,139.2223781,23.38242597,-8.10673777,0,1,123,243,5,NA
202,10,189.2088495,17.47656961,17.19004286,1,1,68,127,NA,NA
203,10,172.4089496,12.29847107,-1.44327702,1,1,69,108,NA,NA
205,10,182.7246852,23.80578434,38.46300808,1,1,92,167,NA,NA
206,10,112.0785755,27.55730351,-48.82729722,0,0,135,191,19,8
206,10,99.55567602,34.87885305,-45.46129622,0,0,109,206,20,5
210,10,129.4845679,9.522972591,-32.1613769,0,0,69,148,13,6
212,10,185.0468199,11.35328276,26.04114241,0,1,48,108,1,NA
213,10,194.5278212,19.90185925,19.13656895,0,1,67,127,3,NA
214,10,212.2119298,10.82963075,48.38711678,0,0,24,68,45,6
214,10,198.4572449,16.92137204,45.41210779,0,1,69,115,4,NA
214,10,183.4752355,8.04715705,30.12192294,0,1,44,97,4,NA
215,10,227.9558678,12.72758134,38.17953293,0,0,20,44,49,45
217,10,153.244738,13.44583401,-7.396447659,1,1,84,183,NA,NA
218,10,139.5023828,32.58384499,20.02731243,1,1,156,254,NA,NA
218,10,184.5139597,22.76306749,1.098960242,0,1,86,156,3,NA
218,10,142.2843725,23.45936948,34.78483774,1,1,136,251,NA,NA
221,10,184.7459271,20.90998633,32.25083228,0,1,86,141,7,NA
222,10,193.5102094,31.14918892,12.03410334,0,1,110,211,7,NA
223,10,156.0925619,28.02407284,37.13837061,1,1,148,246,NA,NA
224,10,166.9767079,24.9615198,14.87984625,0,1,103,218,3,NA
224,10,72.23491553,20.21869465,-47.91004104,0,0,53,123,5,1
226,9,173.4479356,29.50867279,23.59918715,0,1,108,225,6,NA
227,9,156.5815279,31.58088196,27.52229869,0,1,156,251,1,NA
230,9,62.7541697,29.24130087,-43.48721716,1,1,67,139,NA,NA
233,9,88.35767042,11.8047883,-5.784114846,1,1,47,102,NA,NA
233,9,143.4193348,33.1595585,24.89053484,0,1,157,264,4,NA
235,9,74.77282171,11.005873,-5.374925537,1,1,32,65,NA,NA
237,9,96.44523881,12.27141573,9.087011032,1,1,57,131,NA,NA
238,9,80.45299986,22.47442082,-30.04562119,1,1,62,138,NA,NA
238,9,33.23481943,25.48281772,-35.73161354,1,1,44,108,NA,NA
238,9,72.96921412,10.12052231,-21.86324194,1,1,30,61,NA,NA
240,9,160.2249152,16.36878218,47.78316717,0,0,73,178,19,14
240,9,96.54897681,34.38628524,-0.731718424,1,1,103,191,NA,NA
241,9,162.1756852,27.20628668,4.561854014,0,0,119,230,17,7
241,9,164.4682188,24.609717,28.40930556,0,0,110,211,19,11
242,9,93.59237357,9.164945131,-11.11875274,1,1,46,96,NA,NA
242,9,118.3256703,26.15287288,-14.61814125,1,1,119,206,NA,NA
242,9,164.9789281,9.983983927,44.97817205,0,0,57,116,22,18
243,9,152.0990593,8.084001971,39.07903885,0,0,63,163,15,12
244,9,158.2713078,10.04077509,41.18488133,0,0,54,132,18,12
247,9,119.9369038,34.93637994,-15.78473006,1,1,143,227,NA,NA
248,9,128.7547103,34.35794963,-10.59948592,1,1,147,239,NA,NA
248,9,148.2413278,28.91035751,47.17826527,0,1,141,262,6,NA
250,9,118.5057397,34.74827141,-32.01470589,1,1,140,227,NA,NA
250,9,67.32170736,14.32802664,-40.22334001,0,1,32,80,10,NA
251,9,145.4146994,19.17389564,34.28835829,0,1,118,230,3,NA
254,9,170.725173,8.875549692,47.56431687,0,0,61,106,14,9
255,9,141.240716,31.34440283,13.22957904,1,1,151,257,NA,NA
255,9,124.644214,25.61770797,5.96054676,1,1,127,212,NA,NA
256,9,164.3067483,31.81409929,30.18821832,1,1,132,258,NA,NA
258,9,138.1400131,29.60793814,-10.40293451,1,1,147,249,NA,NA
258,9,175.6249416,18.2794469,40.12940221,0,1,75,146,10,NA
260,9,108.9656274,14.93164348,-24.16193476,0,0,93,142,5,2
263,9,114.9784143,19.08766481,-39.48591144,0,1,107,162,7,NA
263,9,147.5146261,30.93944746,-39.66057748,1,1,145,262,NA,NA
269,10,170.1264264,22.74302097,-3.607213194,1,1,95,191,NA,NA
269,10,142.29853,19.87875442,-9.6738694,1,1,122,232,NA,NA
270,10,178.8251743,19.06348489,13.7473681,1,1,77,145,NA,NA
271,10,177.6336854,19.99343532,3.370126733,1,1,78,155,NA,NA
272,10,205.1170479,30.50110375,-18.76002855,1,1,88,168,NA,NA
274,10,129.7326729,32.37724628,-43.55026467,0,1,142,228,9,NA
274,10,196.6215805,25.0789835,12.31063337,1,1,83,151,NA,NA
276,10,174.9035375,23.86963847,-33.3665035,1,1,88,198,NA,NA
277,10,238.4552804,18.7663837,14.39560519,0,0,27,52,9,3
278,10,198.2273163,9.566388626,9.347254108,1,1,53,87,NA,NA
279,10,171.7424494,31.71414391,-17.74324065,1,1,125,239,NA,NA
283,10,155.8077318,22.6666069,-47.823775,0,1,118,224,4,NA
283,10,173.4879426,22.31569145,-15.43935137,0,1,90,197,2,NA
284,10,222.5452124,10.25796515,16.60181636,0,1,19,40,1,NA
285,10,176.4666367,22.47749084,-13.03951812,0,1,84,192,4,NA
286,10,178.2076674,25.73280314,31.98262267,0,1,96,199,3,NA
287,10,190.9204445,10.39021365,-38.98071873,0,1,51,112,2,NA
287,10,191.1335155,32.05524928,-0.520178862,1,1,110,210,NA,NA
287,10,197.1409097,21.1867111,-26.25557098,1,1,73,130,NA,NA
292,10,264.8282602,19.00359605,22.82947337,1,1,24,80,NA,NA
294,10,220.0018716,20.23902247,6.77468474,1,1,39,99,NA,NA
299,10,247.1899461,11.24921382,-1.965307863,1,1,15,36,NA,NA
300,10,247.7037406,22.516053,-18.4954589,1,1,31,82,NA,NA
303,10,226.2384716,32.57016952,-21.75993442,1,1,74,172,NA,NA
305,10,188.4492337,25.0902309,-35.35596703,0,0,90,164,19,6
306,10,260.3384806,16.54175297,9.672189015,1,1,19,61,NA,NA
306,10,235.78281140000001,18.64603819,-46.04279413,0,1,26,54,3,NA
306,10,248.1776892,15.49409471,-32.52594832,1,1,16,38,NA,NA
307,10,261.1938522,14.26746625,-10.16729048,1,1,16,50,NA,NA
308,10,321.1652906,32.17845657,-6.826527254,0,1,96,164,6,NA
309,10,320.8097909,32.20721079,14.12794422,0,1,96,164,5,NA
310,10,272.3102049,10.18081141,-15.78683092,1,1,14,42,NA,NA
314,10,312.9746539,11.77100348,7.569839386,1,1,55,96,NA,NA
317,10,315.3435593,31.86224471,8.481452148,1,1,94,160,NA,NA
322,10,344.6864526,16.42154881,24.42939961,0,1,75,139,2,NA
323,10,384.3734245,23.57239582,47.55373318,0,0,60,126,12,2
324,10,367.7137068,8.549936145,40.54242773,0,0,40,84,11,6
326,10,350.4857966,30.48256523,33.18877178,1,1,100,165,NA,NA
326,10,338.1572348,25.05719968,-23.69404172,1,1,94,159,NA,NA
326,10,360.6275466,10.97941174,21.75240547,0,1,46,103,8,NA
327,10,288.7499186,15.59107509,-44.61115906,0,0,33,83,11,1
327,10,363.3358394,21.93852886,49.11132529,0,1,72,140,3,NA
328,10,284.8838045,15.99375295,-45.80450053,0,0,32,83,12,4
329,10,309.22941,18.18617684,-34.661039100000004,0,1,66,120,4,NA
329,10,251.1850607,22.05886644,-28.53165227,0,0,29,84,19,11
332,10,387.7407902,10.20271156,49.53655114,0,0,25,63,136,3
333,10,367.8630202,34.05823307,8.352464368,1,1,95,174,NA,NA
334,10,318.1980244,15.79188188,-28.01902366,0,1,73,121,7,NA
334,10,363.2555947,8.353484366,3.713856079,0,1,39,88,1,NA
334,10,346.0460533,8.872334901,-8.677578694,1,1,59,113,NA,NA
335,10,430.7925313,26.56461162,46.8478584,0,0,30,78,148,6
336,10,347.3908921,25.10451554,1.591456658,1,1,96,159,NA,NA
338,10,412.3079214,10.9963179,42.18982065,0,0,16,31,147,136
339,10,321.3095656,21.18213805,-3.357933462,0,1,86,138,9,NA
342,10,390.7741384,34.88242108,15.028339,1,1,77,160,NA,NA
343,10,395.4880204,20.38296503,39.09545457,0,1,39,94,117,NA
344,10,318.6652562,34.54761205,-1.729641901,0,1,97,165,13,NA
345,10,354.3719153,21.80854119,-19.426513280000002,1,1,79,147,NA,NA
350,10,380.4190645,19.29273704,20.54523297,1,1,56,110,NA,NA
350,10,368.5559684,25.50148693,20.12260312,1,1,83,145,NA,NA
352,10,418.1697104,27.98668484,44.39995245,0,1,39,101,119,NA
352,10,309.869803,26.5616387,-28.19260231,0,1,80,145,15,NA
353,10,372.2438159,18.0084731,28.63454395,1,1,60,117,NA,NA
354,10,276.2716517,28.61495004,-44.29533328,0,0,65,142,34,3
354,10,398.86284,32.58659657,22.77591915,0,1,69,147,3,NA
355,10,301.3448305,20.40773745,-37.27646684,0,1,60,122,24,NA
355,10,426.3268088,19.15766829,44.69906734,0,0,22,45,132,116
361,10,304.0894616,27.37370632,-47.86019523,0,1,80,147,9,NA
362,10,383.7047579,14.37793563,49.57922043,0,0,34,78,97,6
365,10,371.9459593,34.79194551,-2.360293246,0,1,93,169,3,NA
365,10,345.6502395,8.882810044,6.917268061,1,1,60,113,NA,NA
366,10,347.6472305,17.7666682,-1.480959496,1,1,81,139,NA,NA
367,10,289.6549297,33.89338049,10.53652419,0,1,84,167,6,NA
367,10,401.5404565,25.42292347,9.448454948,0,0,43,106,93,7
368,10,317.0939729,14.66721397,-45.3329664,0,1,68,115,5,NA
369,10,367.886155,8.59537052,38.20257529,0,0,40,84,18,9
372,10,336.2297202,27.20000576,-24.71076108,1,1,94,159,NA,NA
372,10,390.5415377,16.19934692,41.81721329,0,0,35,78,89,17
381,10,335.4880499,20.57462351,-11.78852483,1,1,88,147,NA,NA
383,10,334.5933144,21.58358433,-6.201738049,1,1,92,153,NA,NA
385,10,350.219941,30.16691271,11.75053266,0,1,98,165,8,NA
385,10,251.6459857,33.02213704,-36.52883847,0,1,64,206,23,NA
387,10,354.9184213,9.494950998,42.75753424,0,0,59,100,27,11
387,10,379.9230821,28.34470839,-4.74682448,0,1,74,149,31,NA
390,10,274.3244518,28.88544903,-45.25873482,0,1,62,136,2,NA
391,10,359.801454,10.30868497,35.16143223,0,0,48,102,35,16
391,10,304.6586473,30.21124755,-1.3385345,1,1,86,162,NA,NA
394,10,357.2882891,31.27335504,-24.76190645,0,1,98,169,19,NA
394,10,307.8730985,27.03867838,-34.76977996,1,1,80,148,NA,NA
395,10,248.0966065,22.30888029,-49.35497849,0,0,31,79,86,6
395,10,251.1032542,15.42701362,-49.19465466,0,0,17,40,88,82
395,10,301.2457752,9.021599707,-2.378563094,0,1,33,73,2,NA
397,10,339.0774958,22.21924482,4.549866216,0,1,89,149,5,NA
398,10,351.8756149,14.57059044,24.18091099,0,0,71,125,32,5
399,10,340.9924101,19.41461779,5.314147379,0,1,86,147,8,NA
400,10,323.1156655,24.84787405,36.35291564,1,1,82,151,NA,NA
401,10,350.7452318,31.25578538,28.9058499,0,1,102,165,23,NA
402,10,310.2078149,29.9080948,46.3396573,1,1,84,159,NA,NA
403,10,260.2971599,25.01374476,-15.2615977,0,1,46,117,9,NA
403,10,333.8319982,25.0189358,-15.22351033,0,1,95,155,5,NA
404,10,256.6368565,22.90022231,-21.60907835,0,1,31,101,91,NA
406,10,318.9836449,20.6614765,-10.47711927,1,1,81,138,NA,NA
406,10,376.0710946,33.49633691,-4.841314559,0,0,89,166,29,6
410,9,288.7314903,31.84520654,-36.26998777,1,1,80,162,NA,NA
411,10,220.5226419,12.239822,-43.27420318,0,0,19,47,119,108
412,10,272.4980748,14.23228923,-32.87772881,0,1,22,59,2,NA
412,10,267.9120225,16.06128633,-42.72560147,0,1,21,59,98,NA
414,10,281.7544244,8.322948252,-18.96044724,1,1,21,44,NA,NA
415,10,276.122487,23.37014546,-33.4738485,1,1,42,117,NA,NA
416,10,298.1883267,24.29646852,0.908033294,1,1,68,136,NA,NA
417,10,268.0352874,32.21959774,-26.35512988,1,1,75,168,NA,NA
419,10,253.2060504,9.246762367,-40.98345398,0,0,11,25,114,109
419,10,256.533492,18.67758984,-31.42477649,0,1,21,59,109,NA
423,9,351.439385,12.06661894,26.13744773,0,0,63,121,9,3
425,9,334.8680365,22.09631982,-4.754450871,1,1,91,154,NA,NA
425,9,276.668162,20.40489386,-2.352302754,0,1,40,95,3,NA
426,10,372.8198834,9.937075693,45.13217926,0,0,45,81,25,14
430,10,389.9556629,26.71518436,39.57310005,0,1,64,129,21,NA
431,10,381.9024494,25.70091341,49.93657868,0,1,69,137,15,NA
433,10,328.2373415,30.86687112,-39.38225829,1,1,100,160,NA,NA
436,9,322.6953512,27.35209498,-30.68285445,1,1,87,154,NA,NA
436,9,354.9790302,34.14560529,-21.41514723,1,1,105,169,NA,NA
440,10,336.6904376,24.30359254,43.59625513,1,1,91,157,NA,NA
441,10,393.4001947,16.50947947,49.82225627,0,0,32,78,24,5
442,10,334.165217,17.82684664,-10.1482644,1,1,78,140,NA,NA
443,10,397.9987976,25.85246077,44.15636586,0,1,54,118,13,NA
443,10,351.4156766,16.6419699,-28.01310669,1,1,73,130,NA,NA
443,10,370.9251163,24.90597222,-40.02831948,1,1,76,144,NA,NA
447,10,393.5965085,31.48967623,-24.73742038,0,1,66,144,4,NA
450,10,373.6475971,15.26933591,49.28840911,1,1,49,103,NA,NA
452,10,355.6705862,22.93706715,2.334652236,1,1,82,148,NA,NA
453,10,311.970577,12.71519661,-44.92156154,0,0,54,96,26,18
454,10,349.7185473,17.19469464,-23.42445585,1,1,72,133,NA,NA
456,10,349.7006954,24.41034017,6.182491151,1,1,90,159,NA,NA
457,10,319.7048839,17.37379354,-16.94956729,0,0,70,127,27,6
458,10,353.4900958,13.63741633,-7.893289812,1,1,61,122,NA,NA
459,10,390.9687863,14.61464627,24.5531763,0,1,31,74,5,NA
460,10,374.6545302,24.12670186,27.37660061,1,1,67,139,NA,NA
461,10,304.816442,19.50817192,-29.33528333,0,0,58,117,34,18
461,10,373.8409409,8.851672885,14.08509007,1,1,43,70,NA,NA
462,10,370.3545052,13.7666272,-11.96995948,1,1,51,101,NA,NA
462,10,326.1483156,9.768974507,-36.46228926,0,0,64,117,27,15
462,10,375.2636591,15.33432882,-23.90981272,1,1,53,102,NA,NA
463,9,347.1097624,30.00903982,-2.807718166,1,1,100,170,NA,NA
