target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
6090,17,5317.699462,11.02964734,40.59425076,0,0,94,160,9,2
6090,17,5257.882308,13.85702509,-23.19949481,1,1,60,150,NA,NA
6094,18.6,5251.716335,12.54919587,-3.212887002,1,1,50,131,NA,NA
6094,18.6,5247.119478,20.84440739,-39.82810797,1,1,60,154,NA,NA
6096,19.4,5245.391356,33.11922806,-16.17012003,1,1,102,208,NA,NA
6096,19.4,5315.939049,29.36287631,19.10544322,0,1,121,199,12,NA
6096,19.4,5288.518408,12.85610464,33.53557028,1,1,84,162,NA,NA
6099,20.7,5244.241916,25.84608598,0.996555178,1,1,72,183,NA,NA
6100,21,5275.520145,34.19884444,38.56091814,1,1,128,226,NA,NA
6100,21,5241.570624,23.51122983,-27.58151325,1,1,67,158,NA,NA
6100,21,5241.191466,33.41061474,-6.73987167,1,1,92,207,NA,NA
6101,21.3,5268.198531,32.30785392,-9.331192868,1,1,119,226,NA,NA
6102,21.6,5311.279338,27.86564009,31.79596879,0,1,114,195,8,NA
6103,21.8,5295.488172,8.850460994,36.32439268,0,1,91,156,1,NA
6104,21.9,5287.436991,31.22528342,-13.10747229,1,1,124,214,NA,NA
6104,21.9,5307.801087,32.42569156,48.13994805,0,1,128,209,5,NA
6108,21.6,5181.639453,29.46529499,-40.90288889,0,0,46,94,120,112
6111,20.6,5330.465912,11.14409154,40.5148698,0,1,90,159,3,NA
6112,20.2,5276.862936,9.731903388,-23.34992138,1,1,66,151,NA,NA
6112,20.2,5302.384174,20.43212398,-17.23495144,1,1,103,175,NA,NA
6113,19.8,5335.106646,8.0176070760000009,17.35470467,0,1,75,144,2,NA
6113,19.8,5316.183929,26.83689631,32.774491,1,1,120,193,NA,NA
6115,19,5297.675564,32.1916977,-9.777782462,1,1,121,213,NA,NA
6115,19,5300.038863,34.65697284,-10.1026336,1,1,125,223,NA,NA
6115,19,5270.549319,16.26491197,-31.05545237,0,1,80,175,3,NA
6116,18.7,5371.302354,12.46996128,47.96937481,0,1,57,137,7,NA
6116,18.7,5317.54683,17.22089309,13.19869161,1,1,97,176,NA,NA
6117,18.4,5346.319489,27.17269246,49.17126179,1,1,109,215,NA,NA
6120,18,5301.102411,24.78327154,-30.44182612,0,1,118,194,3,NA
6122,18.3,5298.146883,33.72995871,-41.23838837,0,1,128,220,5,NA
6122,18.3,5366.972048,23.47477764,-19.45636864,1,1,86,202,NA,NA
6124,18.8,5297.092809,23.85110892,-49.97855746,0,1,108,182,8,NA
6126,19.1,5379.727105,14.2598707,29.62102261,0,1,55,126,1,NA
6127,19.1,5385.378797,14.54493759,49.60615898,0,1,51,119,63,NA
6128,19,5386.083419,18.63363108,24.04336613,0,1,52,129,62,NA
6130,19,5322.719468,15.818161,-47.99086861,0,1,103,171,8,NA
6130,19,5319.543938,19.32874952,-35.51299558,0,1,100,177,10,NA
6132,19,5408.857897,14.15440778,38.00286269,0,0,53,87,68,63
6135,19,5422.196104,23.63824518,28.6535904,0,0,53,96,70,58
6136,18.9,5332.188883,21.68248549,2.553892368,1,1,116,191,NA,NA
6137,18.7,5334.0631,13.76559113,-42.20383575,1,1,89,163,NA,NA
6138,18.4,5299.305587,10.59420216,-49.0371461,0,0,101,157,8,5
6138,18.4,5345.930055,27.88343649,-24.83554194,1,1,117,215,NA,NA
6139,18.2,5326.587939,22.11235805,-27.68708139,1,1,113,187,NA,NA
6140,18,5329.368822,9.726988715,-8.682231489,1,1,87,158,NA,NA
6140,18,5356.608221,16.64581013,26.633678,1,1,80,179,NA,NA
6142,17.5,5355.921004,33.62996858,29.8385595,1,1,125,234,NA,NA
6143,17.3,5303.892378,29.27357313,-18.83036816,0,1,125,197,1,NA
6143,17.3,5312.615639,14.59298891,-21.13570687,1,1,107,168,NA,NA
6144,17.1,5370.323574,28.12437344,15.70186939,1,1,97,221,NA,NA
6144,17.1,5325.580146,21.81822853,2.852066583,1,1,110,185,NA,NA
6147,17.3,5274.516235,15.19509147,-24.80944945,0,1,70,172,3,NA
6147,17.3,5306.788095,13.87517271,-5.911657773,1,1,95,163,NA,NA
6147,17.3,5360.984308,27.74213065,0.764995464,0,1,111,212,1,NA
6149,17.8,5339.20495,19.86438237,18.43445129,0,1,94,183,2,NA
6151,18.1,5331.777467,34.16713143,-11.18865106,0,1,129,225,1,NA
6151,18.1,5302.734099,32.04399666,6.474820548,1,1,128,210,NA,NA
6153,18,5306.062386,24.57523272,4.461867618,1,1,112,192,NA,NA
6153,18,5332.453598,32.76080565,41.98138458,0,1,129,225,3,NA
6154,18,5235.812187,21.53439523,0.735111022,0,1,63,133,155,NA
6154,18,5304.807099,19.20686982,4.183234111,1,1,101,172,NA,NA
6156,18,5341.418647,34.67101404,-1.206913404,0,1,136,231,6,NA
6160,18,5284.391229,11.23159965,4.661603947,1,1,78,152,NA,NA
6160,18,5270.335303,27.80960945,15.07493719,1,1,115,210,NA,NA
6160,18,5312.356354,27.17461861,19.1215619,0,1,117,192,5,NA
6162,17.6,5317.624099,34.53946194,28.1475944,0,1,130,221,3,NA
6163,17.4,5307.142541,16.35929298,13.81675007,1,1,100,171,NA,NA
6164,17.2,5273.329108,16.00395733,-29.56416444,1,1,74,172,NA,NA
6164,17.2,5351.008983,20.62226855,22.31799616,0,0,102,183,12,5
6165,17,5314.366328,18.34384339,18.41492739,0,1,103,181,3,NA
6167,16.9,5279.04568,14.3857424,-28.67227087,1,1,78,164,NA,NA
6171,17.2,5269.571473,32.41490104,-42.75078017,1,1,122,220,NA,NA
6172,17.4,5354.713328,27.94219101,27.18315772,0,1,115,215,3,NA
6172,17.4,5313.822752,21.32017428,19.65148817,1,1,111,190,NA,NA
6173,17.6,5333.868231,8.150581014,26.71310008,0,1,77,145,2,NA
6174,17.8,5330.739579,11.29533237,9.031407745,1,1,91,159,NA,NA
6175,18,5317.693395,19.05571745,-9.87646007,1,1,102,180,NA,NA
6178,18.1,5334.037239,15.7635387,22.89885904,1,1,99,165,NA,NA
6180,18,5322.098294,8.71888192,-10.50140972,1,1,98,166,NA,NA
6182,17.7,5300.352085,9.489879749,-33.01753744,0,0,92,158,6,2
6182,17.7,5320.757564,17.42628527,-10.39645099,1,1,101,173,NA,NA
6182,17.7,5324.814716,17.94116474,11.56256986,1,1,107,176,NA,NA
6184,17.2,5381.995484,13.89168045,42.83083486,0,1,46,119,6,NA
6188,16.3,5311.846551,29.05321305,-47.63950706,0,1,120,199,7,NA
6189,16.1,5399.563822,34.88115771,-1.35145993,0,1,88,187,2,NA
6192,15.9,5343.858525,34.43248703,28.86914702,1,1,133,233,NA,NA
6192,15.9,5409.037613,34.29545221,47.40582616,0,1,81,169,6,NA
6192,15.9,5317.299037,31.98380282,-49.58071788,0,1,124,214,8,NA
6192,15.9,5367.822914,18.45958708,-19.08869289,1,1,67,167,NA,NA
6193,15.9,5389.540134,18.26308513,34.17142376,1,1,57,120,NA,NA
6193,15.9,5313.405151,21.19019317,-32.80243007,0,0,111,190,12,4
6193,15.9,5372.301829,29.04119394,-14.10985659,1,1,94,221,NA,NA
6193,15.9,5399.746973,17.8809555,3.15845185,0,1,57,102,4,NA
6195,16,5334.267971,20.3517897,-32.10302317,0,1,103,191,5,NA
6197,16.3,5395.21305,32.28352875,0.166903366,1,1,83,184,NA,NA
6197,16.3,5402.74836,10.40309471,35.76081004,0,1,49,88,2,NA
6199,16.8,5429.022456,24.18303046,40.37995334,0,1,50,93,8,NA
6199,16.8,5396.764447,22.73709108,3.213704191,1,1,61,127,NA,NA
6200,17,5404.756513,28.97497347,49.9184123,1,1,73,139,NA,NA
6200,17,5375.338022,21.43482864,8.511787676,1,1,72,175,NA,NA
6201,17.2,5392.129771,11.57899398,2.799460571,1,1,47,98,NA,NA
6204,17.9,5435.074675,13.04770236,33.79603503,0,1,35,72,8,NA
6204,17.9,5353.435065,23.56033049,-15.42878326,0,1,105,202,2,NA
6204,17.9,5369.06615,24.8231803,-8.549593994,1,1,88,210,NA,NA
6206,17.9,5333.608521,18.09474952,-40.57506772,0,0,104,183,16,8
6206,17.9,5409.310895,24.62584899,19.41772236,1,1,64,109,NA,NA
6207,17.7,5396.443886,13.62049634,-6.656638766,1,1,48,103,NA,NA
6210,17,5400.893509,15.32328888,-8.266615472,1,1,56,96,NA,NA
6211,16.8,5360.104432,11.50388614,-48.90462596,0,0,63,142,9,3
6214,16.1,5443.726244,23.21148261,-2.487458219,1,1,44,85,NA,NA
6215,16,5418.281581,24.31203963,30.06224919,1,1,58,99,NA,NA
6216,15.9,5463.00418,22.12677175,-10.96078027,1,1,39,71,NA,NA
6216,15.9,5435.352608,25.52121177,17.35930543,1,1,48,95,NA,NA
6217,15.9,5459.550094,25.96562315,29.18460679,1,1,40,85,NA,NA
6218,15.9,5488.718602,31.4001165,32.78707156,0,1,45,128,1,NA
6219,15.9,5435.469937,9.032008207,5.383757362,1,1,28,62,NA,NA
6219,15.9,5458.757163,22.5147482,5.239192769,1,1,39,74,NA,NA
6220,16,5585.26186,30.15150982,47.33237643,0,0,67,120,94,80
6220,16,5399.280884,33.83820211,-25.46136908,1,1,88,186,NA,NA
6221,16.2,5412.843238,8.162347943,-18.49060112,0,1,46,82,1,NA
6223,16.6,5442.435835,18.47197976,1.113877189,1,1,33,76,NA,NA
6223,16.6,5501.681801,17.49438667,48.40531778,0,1,19,66,63,NA
6228,17,5455.940842,28.1424799,22.53234736,1,1,40,92,NA,NA
6229,17,5437.616983,26.61283341,36.00771907,1,1,45,96,NA,NA
6232,17,5472.689348,24.55829302,32.00398257,1,1,36,77,NA,NA
6232,17,5392.630636,32.74688419,16.26335327,1,1,89,184,NA,NA
6233,17.1,5399.88223,8.329436235,-36.29950925,0,1,45,89,5,NA
6234,17.1,5353.553476,19.00950218,-45.61856338,0,0,89,183,15,8
6234,17.1,5451.582029,12.69176038,26.16351405,1,1,33,61,NA,NA
6234,17.1,5415.827442,19.47484075,-7.858031825,1,1,57,91,NA,NA
6237,16.6,5459.594161,21.37554353,45.34957455,0,1,37,72,1,NA
6238,16.3,5411.605422,30.69425075,27.68466803,1,1,68,133,NA,NA
6238,16.3,5413.986893,21.14045635,7.408487005,1,1,60,96,NA,NA
6239,16.1,5424.814526,13.72592693,-5.591586349,1,1,44,77,NA,NA
6240,16,5417.49043,13.955253,-9.105078038,1,1,51,86,NA,NA
6241,16.1,5359.492944,25.67588237,-45.90539786,0,1,103,205,4,NA
6243,16.5,5451.302201,10.48582083,36.80070876,0,0,32,55,8,2
6245,17,5468.352815,27.11345294,47.01995382,0,1,42,85,9,NA
6246,17.2,5356.016185,21.9900629,-11.16357811,0,1,99,192,1,NA
6247,17.4,5423.697479,10.70053111,47.39927016,0,1,42,76,5,NA
6248,17.6,5346.825724,26.69406827,-20.42161359,0,1,106,215,6,NA
6248,17.6,5417.108651,28.10573453,30.5617969,1,1,61,113,NA,NA
6249,17.8,5446.651559,9.346576124,39.32099994,0,0,30,54,13,7
6249,17.8,5341.247565,32.41870744,9.721749066,0,1,136,225,51,NA
6250,18,5450.634103,21.84550131,34.67130114,0,0,37,78,13,2
6250,18,5366.465071,15.39087418,-28.59449212,1,1,66,147,NA,NA
6251,18.2,5346.860696,17.69931399,-25.01089482,0,1,93,175,54,NA
6252,18.5,5352.429554,23.51972096,-39.32571674,1,1,103,205,NA,NA
6252,18.5,5339.898556,32.5066584,-45.23786558,0,1,135,225,55,NA
6252,18.5,5358.287083,17.64095036,-13.07115753,1,1,82,184,NA,NA
6253,18.7,5468.239014,27.65267021,22.41974394,0,0,42,88,17,5
6255,19,5424.561333,9.593966567,48.22991206,0,0,40,73,13,5
6257,18.7,5478.997581,31.37611285,15.45215221,0,0,47,121,19,5
6257,18.7,5352.621102,13.23361335,-44.97048904,1,1,84,163,NA,NA
6257,18.7,5401.308309,29.40306796,1.178620989,1,1,72,153,NA,NA
6261,17.8,5429.104003,26.48291143,-0.053412234,0,1,56,97,7,NA
6264,17.1,5397.495461,31.56452971,-21.05726236,1,1,81,176,NA,NA
6265,17,5452.039126,21.9008529,14.35561951,0,0,36,77,10,1
6269,16.9,5474.823712,18.70969694,44.82322449,0,0,26,64,9,2
6270,17,5402.067486,34.31393373,31.09470264,1,1,86,180,NA,NA
6271,17.1,5476.657371,19.61966089,23.69988842,0,0,28,63,7,1
6272,17.3,5430.699055,16.90646091,6.766415178,0,1,38,80,1,NA
6274,17.8,5474.845754,32.80898976,43.92695744,0,1,48,119,1,NA
6275,18,5473.900664,10.60892534,44.35616028,0,1,16,47,5,NA
6280,19,5484.287803,14.45608703,45.07453437,0,1,18,47,2,NA
6282,18.4,5392.512854,21.14141024,-32.27056297,0,1,64,129,6,NA
6283,17.9,5486.929922,14.08273978,49.84846821,0,1,15,45,1,NA
6283,17.9,5464.43253,31.57911313,-25.24885563,1,1,42,104,NA,NA
6285,17,5385.921809,29.18457502,-46.04756916,0,0,85,182,9,1
6286,16.7,5468.755917,26.86734304,47.03048265,1,1,42,84,NA,NA
6287,16.4,5545.840772,27.7991705,36.06295253,0,0,58,102,11,6
6293,16.4,5472.012258,25.78414922,12.11728547,1,1,41,81,NA,NA
6294,16.7,5564.32535,32.55834867,42.38946263,0,0,69,107,12,1
6294,16.7,5508.752868,33.78805516,-5.583745008,1,1,57,141,NA,NA
6297,17.8,5524.826378,9.018462723,24.41801783,1,1,17,64,NA,NA
6297,17.8,5556.206273,23.71701825,10.636905,0,0,57,97,6,1
6298,18.3,5475.458972,10.42867166,-38.25548133,0,1,17,46,1,NA
6300,19,5538.559143,8.761491601,13.59784179,1,1,33,75,NA,NA
6302,19.2,5523.793049,33.94496269,-29.81939868,1,1,65,117,NA,NA
6303,19.2,5548.534813,20.85681601,31.40272542,1,1,52,100,NA,NA
6305,19,5516.885644,25.92805878,-35.85405252,1,1,43,106,NA,NA
6307,18.6,5537.337814,10.5729305,2.704318939,1,1,35,79,NA,NA
6308,18.4,5508.28604,22.57287317,-33.12151602,1,1,25,93,NA,NA
6309,18.2,5558.586215,21.07798813,-2.71085361,1,1,54,95,NA,NA
6309,18.2,5572.455315,19.74366719,17.78393926,0,1,65,92,1,NA
6310,18,5498.138097,32.84159828,-17.25695836,1,1,48,139,NA,NA
6312,17.9,5559.278942,29.01022738,-4.055265198,1,1,62,101,NA,NA
6312,17.9,5592.181151,32.05762348,-11.06995584,0,1,73,132,2,NA
6315,18,5571.483667,27.37787179,18.44441842,1,1,63,100,NA,NA
6315,18,5568.754204,11.47782414,5.211958685,1,1,49,90,NA,NA
6317,18.4,5551.556001,15.30770245,9.071496804,1,1,50,92,NA,NA
6317,18.4,5522.470668,27.5693183,-15.90825089,1,1,50,114,NA,NA
6318,18.7,5607.302771,13.73959361,36.44727529,0,1,55,115,1,NA
6318,18.7,5588.132537,34.5193661,-2.032495849,1,1,74,134,NA,NA
6319,18.9,5624.396377,8.841974606,37.42944575,0,1,45,112,35,NA
6321,18.9,5580.237918,22.36543125,33.49354279,1,1,63,96,NA,NA
6321,18.9,5627.111397,29.90172429,36.35551678,1,1,90,166,NA,NA
6322,18.7,5644.716545,10.81744726,49.70481161,0,0,43,99,78,36
6323,18.4,5591.183737,13.59750481,0.026556198,1,1,59,91,NA,NA
6324,18.2,5574.901049,20.52539371,-3.914476442,1,1,72,93,NA,NA
6325,18,5637.701717,16.57708744,40.61408814,0,1,50,132,71,NA
6325,18,5555.039042,26.33133777,-38.69817466,0,1,60,99,4,NA
6329,17.9,5552.199452,28.75935524,-22.22626188,0,1,62,100,1,NA
6329,17.9,5548.932529,32.72571416,-0.940845185,0,1,62,106,2,NA
6333,19.3,5701.364939,26.57759728,48.02889843,0,0,80,158,77,70
6336,20,5660.458807,31.62394818,45.51518471,0,1,73,175,66,NA
6336,20,5545.32538,20.1182775,-24.67703423,1,1,53,93,NA,NA
6337,19.7,5565.610355,29.61807016,21.88723276,1,1,67,103,NA,NA
6337,19.7,5562.523302,10.17623982,-13.14449992,1,1,52,93,NA,NA
6340,19,5553.69503,16.20522672,-17.16646063,1,1,49,97,NA,NA
6341,19.1,5611.677939,12.64993887,37.20359143,0,1,54,111,4,NA
6341,19.1,5559.243548,8.476245254,-19.98748828,1,1,47,94,NA,NA
6342,19.3,5518.459657,23.34221626,-37.06144178,0,1,36,101,29,NA
6342,19.3,5625.187592,31.31692079,-5.109856487,0,1,93,170,3,NA
6344,19.8,5523.536786,19.30706063,-31.17221931,0,1,37,93,30,NA
6344,19.8,5612.021484,21.62675804,29.88557736,1,1,66,135,NA,NA
6345,20,5565.524369,24.20341726,-26.1687713,1,1,66,96,NA,NA
6346,20.2,5565.61201,14.30311136,-2.306053927,1,1,52,92,NA,NA
6351,20.7,5592.33334,33.97878037,0.481225667,1,1,76,135,NA,NA
6352,20.3,5594.998196,34.98707626,-0.334645319,1,1,74,145,NA,NA
6353,19.7,5500.38969,23.25334854,-29.91093176,0,0,27,98,44,8
6354,19.3,5592.430727,17.99896919,-21.01623632,1,1,59,99,NA,NA
6356,19,5581.880123,14.60287378,-34.01413336,1,1,60,89,NA,NA
6358,19.5,5593.221507,10.68063697,1.629420766,1,1,51,91,NA,NA
6361,20.2,5654.182342,33.14350467,-28.56703058,0,1,76,176,38,NA
6362,20.5,5555.256544,14.47541386,-17.12488711,0,0,48,89,8,1
6365,21,5571.151713,19.60898612,-29.44124811,0,1,62,91,4,NA
6367,20.7,5615.556366,22.76103687,36.13790802,1,1,68,136,NA,NA
6369,20.2,5558.051734,14.66284085,-1.1818734,0,1,50,95,1,NA
6371,19.9,5555.994669,10.5500817,-10.75070496,1,1,49,85,NA,NA
6371,19.9,5542.454049,23.90972995,-19.66912905,1,1,55,103,NA,NA
6372,19.9,5481.866978,26.04833474,-24.29744436,0,0,34,87,69,5
6373,20,5527.38343,16.41577798,-38.15021818,0,1,32,82,3,NA
6375,20,5588.062161,34.35403745,-1.89288843,1,1,74,134,NA,NA
6376,20,5567.782232,28.98490377,-23.64752025,1,1,65,102,NA,NA
6378,20.1,5541.898894,30.99359826,17.18941983,1,1,64,105,NA,NA
6381,19.9,5601.892941,19.37180423,44.91675545,0,1,63,110,10,NA
6383,19.4,5575.231368,26.9096069,-25.54786396,1,1,73,102,NA,NA
6384,19.2,5556.379167,12.49079305,11.04092735,1,1,49,87,NA,NA
6388,18.4,5458.395252,32.176767,-17.02889041,0,0,50,107,93,83
6388,18.4,5526.180575,12.63919014,-40.58277898,0,1,23,75,4,NA
6390,18,5548.996914,10.08974847,-14.36634855,1,1,38,87,NA,NA
6391,17.8,5548.31923,20.71173716,-47.62899103,1,1,52,100,NA,NA
6394,17.1,5620.72726,18.12006422,47.67954927,1,1,70,134,NA,NA
6394,17.1,5602.999546,26.95106796,16.80794819,1,1,71,131,NA,NA
6396,16.9,5657.233797,16.63613607,40.07216417,0,0,53,91,6,2
6397,16.9,5629.920888,9.32460836,31.5197143,1,1,45,115,NA,NA
6397,16.9,5614.747835,25.19159316,18.64249639,1,1,73,141,NA,NA
6398,17,5658.133857,30.69823064,-9.6277758939999991,0,1,74,170,3,NA
6399,17,5597.325427,19.31123272,-31.79470082,1,1,62,104,NA,NA
6403,17,5657.536638,28.42387843,32.70998849,1,1,74,147,NA,NA
6403,17,5651.657349,27.53969047,37.15501612,1,1,65,147,NA,NA
6406,17,5672.252066,28.41264854,-21.66173318,0,1,68,154,1,NA
6406,17,5592.288786,23.32565143,-49.60379123,0,1,61,109,9,NA
6407,17,5577.901639,34.53514809,-36.91575108,0,1,72,124,12,NA
6410,17,5649.684005,29.96482275,-0.694660703,1,1,77,161,NA,NA
6411,17,5645.849106,20.38689714,-48.53694211,1,1,58,127,NA,NA
6416,17.1,5679.758346,20.57689738,-14.74726372,1,1,55,107,NA,NA
6417,17.3,5685.195806,20.27205989,25.93173462,1,1,59,120,NA,NA
6418,17.6,5722.373645,10.2805907,49.95381311,0,0,66,115,68,27
6420,18,5632.154194,28.55809641,-27.90162957,1,1,90,158,NA,NA
6422,18.4,5664.850364,19.62344841,-3.29156334,1,1,61,92,NA,NA
6422,18.4,5713.355677,32.49597178,43.57063391,0,1,106,203,24,NA
6423,18.6,5668.892555,21.55661125,25.49692439,1,1,62,97,NA,NA
6426,19.2,5612.992266,10.21620553,-40.484676,0,1,60,102,2,NA
6427,19.4,5636.750851,24.40492195,-23.05257844,1,1,70,151,NA,NA
6428,19.7,5652.837027,31.37053614,-32.15613256,1,1,76,164,NA,NA
6429,19.9,5657.087881,8.904483527,6.646268908,1,1,43,87,NA,NA
6431,20.1,5620.114086,25.80914,-24.72154947,1,1,81,152,NA,NA
6433,20,5628.56441,24.02507404,16.383222,1,1,76,150,NA,NA
6435,20,5587.35695,27.13574603,-18.64662119,0,1,63,112,39,NA
6435,20,5607.455958,18.65467436,0.044259592,0,1,66,119,31,NA
6439,19.9,5664.050634,23.26956161,6.176480534,1,1,60,111,NA,NA
6441,20.2,5659.317498,10.67118067,0.104787503,1,1,52,86,NA,NA
6442,20.5,5592.114852,19.72418589,-33.86016879,0,0,60,105,45,7
6444,21,5663.686217,34.6333816,10.35830751,1,1,74,203,NA,NA
6444,21,5688.40365,23.5518679,29.63221383,1,1,60,139,NA,NA
6445,21,5725.960481,17.33265683,42.0354452,0,1,70,158,41,NA
6445,21,5628.303569,31.78612425,-30.70912911,1,1,91,167,NA,NA
6447,20.3,5638.668063,9.689432592,-25.467082,0,1,34,104,5,NA
6450,19,5688.026276,10.33247004,0.201771408,1,1,45,92,NA,NA
6454,19.8,5637.44483,25.22082267,-26.8015407,0,1,75,152,4,NA
6454,19.8,5673.80927,13.49270085,-16.25300858,1,1,51,85,NA,NA
6456,20.1,5638.454668,28.60374271,-31.08531097,0,1,72,159,6,NA
6458,20.1,5714.811322,17.87494799,29.7145823,1,1,76,138,NA,NA
6462,19.5,5695.428934,8.515124846,1.684397622,1,1,40,100,NA,NA
6462,19.5,5668.549276,28.17557383,13.86607806,1,1,74,155,NA,NA
6463,19.2,5688.608561,32.67787184,5.226576747,1,1,83,178,NA,NA
6463,19.2,5716.308903,22.49314518,0.849949289,1,1,85,172,NA,NA
6464,19,5739.47732,22.41335077,47.66163952,0,1,82,178,26,NA
6465,19,5688.775245,34.32466845,0.128732109,1,1,93,187,NA,NA
6465,19,5705.144529,13.6398409,17.37765889,1,1,54,123,NA,NA
6465,19,5698.018502,31.09089309,3.245377098,1,1,88,175,NA,NA
6466,19.3,5665.764112,15.21745105,-26.37759182,0,1,62,87,3,NA
6466,19.3,5670.485355,31.31073724,-49.0408431,1,1,74,175,NA,NA
6467,19.7,5733.75589,23.20514308,18.04041397,0,1,85,170,19,NA
6467,19.7,5728.798783,19.99094663,30.000194,0,1,80,159,4,NA
6468,20.3,5773.25189,34.12421281,41.69097906,0,0,106,177,35,20
6469,20.7,5698.358231,12.48356034,32.75402447,1,1,48,128,NA,NA
6469,20.7,5667.025802,13.98075506,8.403176162,1,1,67,86,NA,NA
6472,20.8,5639.360062,32.505578,-24.22725605,1,1,85,164,NA,NA
6474,20.2,5669.315734,9.940759206,10.88535921,1,1,59,83,NA,NA
6475,20,5610.789923,21.24617995,-40.23344223,0,0,71,128,42,31
6475,20,5701.390828,27.00065265,36.77502945,1,1,80,158,NA,NA
6476,19.9,5711.942176,21.70778689,17.79706294,1,1,84,159,NA,NA
6477,19.9,5712.959677,10.18938666,21.79559388,1,1,59,113,NA,NA
6479,19.9,5722.02206,32.73450853,-24.01108511,1,1,107,210,NA,NA
6480,20,5642.393189,10.06895521,-30.84036456,0,1,33,98,38,NA
6481,20.2,5625.052981,30.41368172,-26.64025759,0,1,93,169,37,NA
6481,20.2,5699.290193,28.87225635,-3.964070301,1,1,85,169,NA,NA
6481,20.2,5684.295258,8.776159477,-14.54050515,1,1,42,89,NA,NA
6483,20.7,5747.817328,33.43891662,29.53646132,0,1,102,195,10,NA
6485,21,5709.314445,31.52695928,-48.03663101,1,1,98,198,NA,NA
6486,20.9,5685.369874,9.144074676,-5.71729017,1,1,42,83,NA,NA
6486,20.9,5704.493021,31.07284881,-5.651890323,1,1,95,188,NA,NA
6488,20.4,5727.356912,21.62235194,13.00628488,1,1,83,168,NA,NA
6491,19.9,5730.109832,12.70690575,33.7950252,1,1,63,138,NA,NA
6491,19.9,5666.424515,33.08279277,-31.88024841,0,1,72,197,6,NA
6492,19.9,5705.449735,30.30521752,-4.025061056,1,1,102,182,NA,NA
6492,19.9,5727.993276,34.3599563,30.3737466,1,1,121,201,NA,NA
6493,20,5755.215186,9.102020061,30.64864208,0,1,71,124,6,NA
6494,20,5749.793706,17.95132054,13.07350448,0,1,76,141,2,NA
6495,20,5755.63401,21.3574762,12.53882626,0,1,89,147,2,NA
6496,20,5752.172978,11.6689979,33.81094018,0,1,69,125,2,NA
6498,20.1,5737.469101,21.86356085,13.04052451,1,1,77,168,NA,NA
6498,20.1,5713.29214,30.5274575,-7.487816759,1,1,105,198,NA,NA
6805,17,6023.506512,27.66619986,45.23286021,1,1,93,163,NA,NA
6806,17.1,6023.598087,32.62686175,49.61540017,1,1,111,186,NA,NA
6814,18,5992.07571,18.3370717,22.81686214,1,1,71,131,NA,NA
6815,18,5990.880556,23.25776263,38.368940189999996,1,1,79,150,NA,NA
6815,18,5957.960612,13.53309135,-24.92507754,0,1,50,107,20,NA
6817,18.4,5982.795537,14.17436901,1.095821336,1,1,62,133,NA,NA
6818,18.7,6022.43447,11.28512617,31.84966431,0,1,59,135,3,NA
6818,18.7,6001.215047,26.71984287,-7.877429132,1,1,90,176,NA,NA
6818,18.7,6033.504873,11.99615419,39.75498299,0,1,68,130,5,NA
6818,18.7,6002.78292,27.93421474,9.877600148,1,1,90,177,NA,NA
6819,18.9,5978.015045,22.73333036,25.98346691,1,1,78,143,NA,NA
6824,18.2,5962.981912,8.30700972,-34.79277878,1,1,52,92,NA,NA
6826,18,5942.294516,15.23513932,-36.23803447,0,1,50,129,36,NA
6827,18,5949.103982,23.62071961,-28.12677762,1,1,68,171,NA,NA
6828,18,6015.090055,12.44033888,19.0269964,0,1,60,128,11,NA
6829,18,5986.267223,33.46872591,-33.7055386,1,1,100,195,NA,NA
6830,18,5967.097303,21.54859535,-6.820461317,1,1,81,149,NA,NA
6831,17.8,6011.485867,16.06053739,3.723718273,0,1,71,134,8,NA
6832,17.6,5983.692396,28.59526677,-4.884056654,1,1,90,170,NA,NA
6833,17.3,6016.344157,30.20921982,-12.37639808,1,1,100,174,NA,NA
6833,17.3,5869.776512,34.54128813,-36.13110655,0,0,76,181,97,47
6835,17,5967.788499,13.59641692,-21.93060927,1,1,55,119,NA,NA
6838,17.6,5971.758743,33.43969704,-27.33719852,1,1,97,202,NA,NA
6839,17.9,5971.309759,25.22890302,47.16339242,1,1,82,155,NA,NA
6840,18,5957.79199,9.066082712,-31.84198735,0,1,49,93,46,NA
6841,17.9,5994.833962,27.43205186,11.89029766,1,1,89,174,NA,NA
6842,17.7,6037.617936,17.79828433,47.37156199,0,1,75,137,11,NA
6842,17.7,5959.822741,10.52281004,-23.73758894,0,1,52,95,15,NA
6844,17.2,5955.025831,30.23189935,-19.34413367,1,1,85,200,NA,NA
6846,16.9,6052.838629,12.69540526,46.78266153,0,0,54,119,42,3
6847,16.9,5956.627955,25.59338596,-28.33853455,0,1,73,179,10,NA
6847,16.9,5983.84148,10.36647837,-37.64398266,1,1,56,128,NA,NA
6848,17,6046.278491,24.4808946,44.93201326,0,1,82,168,6,NA
6848,17,5977.840407,18.21440226,-24.68206182,1,1,69,142,NA,NA
6848,17,5982.902731,21.3825483,-14.14678015,1,1,76,142,NA,NA
6848,17,6095.928761,24.18334838,48.94591335,0,0,81,170,55,13
6851,17,6065.774712,23.86878023,24.57224817,0,1,72,161,34,NA
