"","sim_number","oxcal_target","agreement_model","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"4663",2332,"TEB11134",84.2,2332,7869,141,22,1,22,0.0393191290828399,1,1,1,117.5,376,0,0,0
"4664",2332,"TSB11192",84.2,2332,7869,141,22,1,22,0.0393191290828399,1,1,1,84,267.5,0,0,0
"4665",2333,"TEB11104",107.15,2333,10961,171,32,1,24,10.9385307134241,1,0,1,44.5,98,19,0,0
"4666",2333,"TSB11284",107.15,2333,10961,171,32,1,24,10.9385307134241,1,1,1,40,90,0,0,0
"4667",2334,"TEB9319",142.8,2334,6902,185,18,1,11,2.50439882919379,1,1,1,56.5,117,0,0,0
"4668",2334,"TSB9413",142.8,2334,6902,185,18,1,11,2.50439882919379,1,1,1,61.5,122,0,0,0
"4669",2335,"TEB9941",72.6,2335,10718,91,24,1,21,12.9032209395107,1,1,1,127,258.5,0,0,0
"4670",2335,"TSB10070",72.6,2335,10718,91,24,1,21,12.9032209395107,1,1,1,136.5,263,0,0,0
"4671",2336,"TEB8835",106.1,2336,5549,180,24,1,27,18.4023560596385,1,1,1,68,194.5,0,0,0
"4672",2336,"TSB8864",106.1,2336,5549,180,24,1,27,18.4023560596385,1,1,1,53.5,142.5,0,0,0
"4673",2337,"TEB287",0,2337,11182,189,27,1,31,3.47914910750883,0,0,0,0,0,0,0,0
"4674",2337,"TSB369",0,2337,11182,189,27,1,31,3.47914910750883,0,0,0,0,0,0,0,0
"4675",2338,"TEB6624",131.4,2338,8821,49,29,1,25,22.7491021233972,1,1,1,57.5,103,0,0,0
"4676",2338,"TSB6653",131.4,2338,8821,49,29,1,25,22.7491021233972,1,1,1,51,110,0,0,0
"4677",2339,"TEB2879",0,2339,4663,85,29,1,11,12.1591917209513,0,0,0,0,0,0,0,0
"4678",2339,"TSB3019",0,2339,4663,85,29,1,11,12.1591917209513,0,0,0,0,0,0,0,0
"4679",2340,"TEB11200",125.9,2340,7037,192,24,1,12,12.5570922281884,1,1,1,24,55,0,0,0
"4680",2340,"TSB11262",125.9,2340,7037,192,24,1,12,12.5570922281884,1,1,1,26,59.5,0,0,0
"4681",2341,"TEB5869",0,2341,9639,117,14,1,21,1.25354696950875,0,0,0,0,0,0,0,0
"4682",2341,"TSB6005",0,2341,9639,117,14,1,21,1.25354696950875,0,0,0,0,0,0,0,0
"4683",2342,"TEB2841",83.5,2342,1417,64,30,1,19,4.42203785616811,1,0,1,49.5,98,1,0,0
"4684",2342,"TSB3002",83.5,2342,1417,64,30,1,19,4.42203785616811,1,0,1,65,139.5,10,0,0
"4685",2343,"TEB941",85.15,2343,2086,184,16,1,10,23.9931952922591,1,1,1,84,165.5,0,0,0
"4686",2343,"TSB1082",85.15,2343,2086,184,16,1,10,23.9931952922591,1,1,1,72,137,0,0,0
"4687",2344,"TEB3786",105.7,2344,1180,163,21,1,20,13.1972636835903,1,1,1,89.5,155,0,0,0
"4688",2344,"TSB3863",105.7,2344,1180,163,21,1,20,13.1972636835903,1,1,1,55,147,0,0,0
"4689",2345,"TEB4430",0,2345,4931,127,25,1,30,3.41396034927457,0,0,0,0,0,0,0,0
"4690",2345,"TSB4593",0,2345,4931,127,25,1,30,3.41396034927457,0,0,0,0,0,0,0,0
"4691",2346,"TEB11863",87.8,2346,2655,198,34,1,17,7.05798745103483,1,1,1,86.5,179,0,0,0
"4692",2346,"TSB11998",87.8,2346,2655,198,34,1,17,7.05798745103483,1,0,1,79,168,33.5,0,0
"4693",2347,"TEB10801",75.15,2347,10048,81,25,1,21,21.6649678230113,1,1,1,131,339.5,0,0,0
"4694",2347,"TSB10941",75.15,2347,10048,81,25,1,21,21.6649678230113,1,1,1,154,362.5,0,0,0
"4695",2348,"TEB1418",81.85,2348,5900,149,6,1,12,13.8194516947856,1,1,1,80.5,137,0,0,0
"4696",2348,"TSB1600",81.85,2348,5900,149,6,1,12,13.8194516947856,1,0,1,44,85.5,3,0,0
"4697",2349,"TEB6502",95.1,2349,3997,199,29,1,23,22.874736862707,1,1,1,45.5,86.5,0,0,0
"4698",2349,"TSB6638",95.1,2349,3997,199,29,1,23,22.874736862707,1,1,1,58,95.5,0,0,0
"4699",2350,"TEB3884",84.3,2350,1374,184,23,1,28,2.77768816966447,1,1,1,43,101,0,0,0
"4700",2350,"TSB3941",84.3,2350,1374,184,23,1,28,2.77768816966447,1,0,1,40.5,76.5,3.5,0,0
"4701",2351,"TEB8362",108.55,2351,9613,117,38,1,20,6.21520938585512,1,1,1,24,44,0,0,0
"4702",2351,"TSB8544",108.55,2351,9613,117,38,1,20,6.21520938585512,1,0,1,51.5,85.5,17.5,0,0
"4703",2352,"TEB2754",89.7,2352,5235,168,33,1,11,14.1342289074217,1,1,1,63.5,119,0,0,0
"4704",2352,"TSB2890",89.7,2352,5235,168,33,1,11,14.1342289074217,1,1,1,57.5,123.5,0,0,0
"4705",2353,"TEB7824",92.25,2353,2309,55,39,1,20,7.44116827174788,1,1,1,37.5,88.5,0,0,0
"4706",2353,"TSB7937",92.25,2353,2309,55,39,1,20,7.44116827174788,1,1,1,43.5,79,0,0,0
"4707",2354,"TEB6956",102.95,2354,11557,82,35,1,22,7.20509664988192,1,1,1,49,99,0,0,0
"4708",2354,"TSB7042",102.95,2354,11557,82,35,1,22,7.20509664988192,1,1,1,100,154,0,0,0
"4709",2355,"TEB2144",86.65,2355,8751,65,28,1,16,11.5711740633449,1,1,1,51,95,0,0,0
"4710",2355,"TSB2195",86.65,2355,8751,65,28,1,16,11.5711740633449,1,0,1,67.5,142,66.5,0,0
"4711",2356,"TEB9879",84.3,2356,10143,87,17,1,22,3.67494880963885,1,1,1,101,256.5,0,0,0
"4712",2356,"TSB10068",84.3,2356,10143,87,17,1,22,3.67494880963885,1,1,1,112,235,0,0,0
"4713",2357,"TEB6696",0,2357,3344,82,25,1,23,1.21732514581783,0,0,0,0,0,0,0,0
"4714",2357,"TSB6849",0,2357,3344,82,25,1,23,1.21732514581783,0,0,0,0,0,0,0,0
"4715",2358,"TEB9941",96.4,2358,5259,31,38,1,32,15.9752316814086,1,1,1,111,177,0,0,0
"4716",2358,"TSB9992",96.4,2358,5259,31,38,1,32,15.9752316814086,1,0,1,82.5,179,25.5,0,0
"4717",2359,"TEB7508",104.4,2359,10412,85,20,1,10,4.68170475599193,1,1,1,41.5,79.5,0,0,0
"4718",2359,"TSB7691",104.4,2359,10412,85,20,1,10,4.68170475599193,1,1,1,24,63.5,0,0,0
"4719",2360,"TEB1815",55.3,2360,2349,87,27,1,13,11.796189150858,1,1,1,34,90,0,0,0
"4720",2360,"TSB1968",55.3,2360,2349,87,27,1,13,11.796189150858,1,1,1,49,84,0,0,0
"4721",2361,"TEB3767",81.15,2361,4057,43,30,1,13,9.15498307684436,1,0,1,53,118.5,17.5,0,0
"4722",2361,"TSB3833",81.15,2361,4057,43,30,1,13,9.15498307684436,1,1,1,61.5,111,0,0,0
"4723",2362,"TEB9307",103,2362,9427,96,12,1,20,18.580190592448,1,1,1,88.5,155.5,0,0,0
"4724",2362,"TSB9442",103,2362,9427,96,12,1,20,18.580190592448,1,0,1,50,140,2.5,0,0
"4725",2363,"TEB9728",113.95,2363,932,137,40,1,29,0.879669034459628,1,0,1,113.5,201.5,1.5,0,0
"4726",2363,"TSB9906",113.95,2363,932,137,40,1,29,0.879669034459628,1,1,1,90.5,174.5,0,0,0
"4727",2364,"TEB1910",88,2364,2006,92,29,1,10,6.50591964091151,1,0,1,14.5,39.5,1.5,0,0
"4728",2364,"TSB1947",88,2364,2006,92,29,1,10,6.50591964091151,1,0,1,13,25,0.5,0,0
"4729",2365,"TEB8166",86.05,2365,9609,188,13,1,27,20.9586216601455,1,1,1,19,50.5,0,0,0
"4730",2365,"TSB8352",86.05,2365,9609,188,13,1,27,20.9586216601455,1,0,1,84,133.5,4.5,0,0
"4731",2366,"TEB7347",94,2366,11754,104,11,1,27,13.5712504967335,1,1,1,36.5,70.5,0,0,0
"4732",2366,"TSB7422",94,2366,11754,104,11,1,27,13.5712504967335,1,0,1,42.5,89.5,22.5,0,0
"4733",2367,"TEB6205",104.45,2367,9346,135,24,1,27,4.66320908437436,1,1,1,43.5,82,0,0,0
"4734",2367,"TSB6328",104.45,2367,9346,135,24,1,27,4.66320908437436,1,0,1,17,38.5,14,0,0
"4735",2368,"TEB6219",85.2,2368,11948,147,12,1,31,26.3086363197754,1,1,1,39.5,88.5,0,0,0
"4736",2368,"TSB6294",85.2,2368,11948,147,12,1,31,26.3086363197754,1,0,0,14,26.5,5,0.5,0
"4737",2369,"TEB11376",74.4,2369,11112,110,29,1,17,22.9639220270955,1,1,1,116.5,194.5,0,0,0
"4738",2369,"TSB11460",74.4,2369,11112,110,29,1,17,22.9639220270955,1,0,1,208.5,353.5,51,0,0
"4739",2370,"TEB1139",65.1,2370,2363,139,5,1,8,26.2966253144064,1,1,1,33.5,67.5,0,0,0
"4740",2370,"TSB1325",65.1,2370,2363,139,5,1,8,26.2966253144064,1,1,1,33.5,56.5,0,0,0
"4741",2371,"TEB5843",0,2371,4245,80,24,1,10,10.2852382291632,0,0,0,0,0,0,0,0
"4742",2371,"TSB6032",0,2371,4245,80,24,1,10,10.2852382291632,0,0,0,0,0,0,0,0
"4743",2372,"TEB5930",98.9,2372,11032,160,7,1,29,4.2361110717745,1,1,1,43.5,74.5,0,0,0
"4744",2372,"TSB6101",98.9,2372,11032,160,7,1,29,4.2361110717745,1,0,1,47,103.5,42.5,0,0
"4745",2373,"TEB1043",94.05,2373,7754,76,5,1,15,26.2186404463965,1,1,1,47.5,118.5,0,0,0
"4746",2373,"TSB1201",94.05,2373,7754,76,5,1,15,26.2186404463965,1,1,1,31.5,82,0,0,0
"4747",2374,"TEB7186",114.15,2374,1625,55,10,1,25,20.6144251570927,1,1,1,42.5,80.5,0,0,0
"4748",2374,"TSB7337",114.15,2374,1625,55,10,1,25,20.6144251570927,1,0,1,33.5,62.5,19,0,0
"4749",2375,"TEB6835",100.85,2375,10079,68,5,1,31,2.98197233007429,1,1,1,78,165,0,0,0
"4750",2375,"TSB7034",100.85,2375,10079,68,5,1,31,2.98197233007429,1,0,1,109.5,192.5,18,0,0
"4751",2376,"TEB5226",90.3,2376,374,146,32,1,20,4.7438430458114,1,1,1,192.5,358,0,0,0
"4752",2376,"TSB5420",90.3,2376,374,146,32,1,20,4.7438430458114,1,1,1,105.5,265.5,0,0,0
"4753",2377,"TEB10663",103.3,2377,8944,155,14,1,14,25.0422059649772,1,1,1,63,148,0,0,0
"4754",2377,"TSB10852",103.3,2377,8944,155,14,1,14,25.0422059649772,1,1,1,126.5,301,0,0,0
"4755",2378,"TEB12104",95.9,2378,8047,168,40,1,15,22.4161893321383,1,1,1,212.5,397.5,0,0,0
"4756",2378,"TSB12275",95.9,2378,8047,168,40,1,15,22.4161893321383,1,0,1,169.5,290.5,38.5,0,0
"4757",2379,"TEB2520",71.85,2379,7001,54,13,1,28,4.69474878600612,1,1,1,81.5,158.5,0,0,0
"4758",2379,"TSB2672",71.85,2379,7001,54,13,1,28,4.69474878600612,1,0,1,66,155.5,1,0,0
"4759",2380,"TEB5986",0,2380,354,53,29,1,25,13.8320163452935,0,0,0,0,0,0,0,0
"4760",2380,"TSB6173",0,2380,354,53,29,1,25,13.8320163452935,0,0,0,0,0,0,0,0
"4761",2381,"TEB2250",122.65,2381,6731,43,6,1,17,23.8907488969485,1,0,1,31,81.5,6,0,0
"4762",2381,"TSB2423",122.65,2381,6731,43,6,1,17,23.8907488969485,1,1,1,53.5,103.5,0,0,0
"4763",2382,"TEB814",86.1,2382,11572,100,7,1,26,0.753489947868278,1,0,1,50.5,95.5,2,0,0
"4764",2382,"TSB999",86.1,2382,11572,100,7,1,26,0.753489947868278,1,0,1,20,38.5,9.5,0,0
"4765",2383,"TEB7616",83.1,2383,9757,180,23,1,11,9.9815345362823,1,0,1,49,112,2,0,0
"4766",2383,"TSB7781",83.1,2383,9757,180,23,1,11,9.9815345362823,1,1,1,77.5,163.5,0,0,0
"4767",2384,"TEB7430",74.15,2384,2221,121,12,1,31,18.5987012504593,1,1,1,40.5,77,0,0,0
"4768",2384,"TSB7526",74.15,2384,2221,121,12,1,31,18.5987012504593,1,1,1,48.5,86,0,0,0
"4769",2385,"TEB9106",81.85,2385,2975,122,37,1,12,17.1425593959363,1,0,1,60,125,31.5,0,0
"4770",2385,"TSB9133",81.85,2385,2975,122,37,1,12,17.1425593959363,1,1,1,77.5,183,0,0,0
"4771",2386,"TEB12073",89.3,2386,10556,182,33,1,24,6.38875998798688,1,1,1,136,288.5,0,0,0
"4772",2386,"TSB12135",89.3,2386,10556,182,33,1,24,6.38875998798688,1,1,1,111.5,296.5,0,0,0
"4773",2387,"TEB2787",73.8,2387,10221,145,38,1,16,22.3039309703403,1,1,1,59.5,97,0,0,0
"4774",2387,"TSB2898",73.8,2387,10221,145,38,1,16,22.3039309703403,1,0,1,43,120,5,0,0
"4775",2388,"TEB2046",83.2,2388,2091,200,31,1,11,1.00657200890803,1,1,1,50.5,94.5,0,0,0
"4776",2388,"TSB2093",83.2,2388,2091,200,31,1,11,1.00657200890803,1,1,1,37.5,66.5,0,0,0
"4777",2389,"TEB11566",108.05,2389,6001,178,10,1,22,24.5799714237011,1,0,1,109,192.5,9.5,0,0
"4778",2389,"TSB11624",108.05,2389,6001,178,10,1,22,24.5799714237011,1,1,1,93.5,224,0,0,0
"4779",2390,"TEB6576",148.45,2390,5389,178,33,1,10,17.009194207066,1,1,1,39,86,0,0,0
"4780",2390,"TSB6618",148.45,2390,5389,178,33,1,10,17.009194207066,1,1,1,34.5,66,0,0,0
"4781",2391,"TEB5671",67,2391,8593,189,37,1,12,0.222757191120647,1,1,1,53,118,0,0,0
"4782",2391,"TSB5751",67,2391,8593,189,37,1,12,0.222757191120647,1,0,1,62.5,105,1,0,0
"4783",2392,"TEB4816",88.55,2392,7161,84,18,1,31,25.5019716814354,1,1,1,26,64.5,0,0,0
"4784",2392,"TSB4969",88.55,2392,7161,84,18,1,31,25.5019716814354,1,0,1,37.5,99.5,53,0,0
"4785",2393,"TEB4448",87.4,2393,9730,148,7,1,32,26.47074428894,1,1,1,39.5,74,0,0,0
"4786",2393,"TSB4591",87.4,2393,9730,148,7,1,32,26.47074428894,1,1,1,43,93.5,0,0,0
"4787",2394,"TEB5527",68.5,2394,9375,157,14,1,24,3.35733810738381,1,0,1,62.5,110,3.5,0,0
"4788",2394,"TSB5581",68.5,2394,9375,157,14,1,24,3.35733810738381,1,1,1,43,85,0,0,0
"4789",2395,"TEB8096",79.4,2395,3486,112,25,1,22,7.33413380032289,1,0,1,47,135.5,21,0,0
"4790",2395,"TSB8193",79.4,2395,3486,112,25,1,22,7.33413380032289,1,0,1,82.5,149,5,0,0
"4791",2396,"TEB1362",101.85,2396,10921,157,37,1,32,16.1767778418725,1,1,1,22.5,40.5,0,0,0
"4792",2396,"TSB1557",101.85,2396,10921,157,37,1,32,16.1767778418725,1,1,1,18.5,36.5,0,0,0
"4793",2397,"TEB2229",89.2,2397,6351,135,39,1,13,2.35239086265978,1,0,1,80.5,175,5.5,0,0
"4794",2397,"TSB2283",89.2,2397,6351,135,39,1,13,2.35239086265978,1,1,1,74,166,0,0,0
"4795",2398,"TEB3268",85.15,2398,3481,140,9,1,16,4.91547105218959,1,1,1,47.5,108,0,0,0
"4796",2398,"TSB3302",85.15,2398,3481,140,9,1,16,4.91547105218959,1,1,1,58.5,114,0,0,0
"4797",2399,"TEB940",76.55,2399,2844,195,21,1,21,10.4142479796147,1,0,1,21.5,47,10.5,0,0
"4798",2399,"TSB1012",76.55,2399,2844,195,21,1,21,10.4142479796147,1,0,0,23,90,51.5,0.5,0
"4799",2400,"TEB7716",76.45,2400,8536,110,30,1,16,18.010397253399,1,0,1,50.5,93.5,3.5,0,0
"4800",2400,"TSB7791",76.45,2400,8536,110,30,1,16,18.010397253399,1,1,1,38.5,85.5,0,0,0
"4801",2401,"TEB11423",92.05,2401,476,30,35,1,23,0.93580167968967,1,1,1,84,216,0,0,0
"4802",2401,"TSB11477",92.05,2401,476,30,35,1,23,0.93580167968967,1,1,1,60.5,168.5,0,0,0
"4803",2402,"TEB6154",121.8,2402,8933,116,13,1,28,3.24362530651013,1,1,1,54.5,136,0,0,0
"4804",2402,"TSB6306",121.8,2402,8933,116,13,1,28,3.24362530651013,1,1,1,29.5,82.5,0,0,0
"4805",2403,"TEB1620",0,2403,1404,132,14,1,22,7.13360538196098,0,0,0,0,0,0,0,0
"4806",2403,"TSB1686",0,2403,1404,132,14,1,22,7.13360538196098,0,0,0,0,0,0,0,0
"4807",2404,"TEB4081",112.65,2404,325,171,40,1,16,9.21578546755644,1,0,1,33.5,58.5,3,0,0
"4808",2404,"TSB4168",112.65,2404,325,171,40,1,16,9.21578546755644,1,1,1,27,63.5,0,0,0
"4809",2405,"TEB1104",0,2405,7413,29,15,1,31,6.92364650541008,0,0,0,0,0,0,0,0
"4810",2405,"TSB1278",0,2405,7413,29,15,1,31,6.92364650541008,0,0,0,0,0,0,0,0
"4811",2406,"TEB7620",92.95,2406,2457,101,22,1,23,18.7060669835007,1,1,1,42,75.5,0,0,0
"4812",2406,"TSB7681",92.95,2406,2457,101,22,1,23,18.7060669835007,1,1,1,32.5,74.5,0,0,0
"4813",2407,"TEB5901",0,2407,2089,161,8,1,29,19.5297379827905,0,0,0,0,0,0,0,0
"4814",2407,"TSB6086",0,2407,2089,161,8,1,29,19.5297379827905,0,0,0,0,0,0,0,0
"4815",2408,"TEB11950",142.2,2408,10124,61,28,1,24,8.02041186780739,1,1,1,37,81,0,0,0
"4816",2408,"TSB11980",142.2,2408,10124,61,28,1,24,8.02041186780739,1,1,1,55,117.5,0,0,0
"4817",2409,"TEB5009",74.6,2409,11444,86,39,1,29,14.1800914492079,1,1,1,50,102,0,0,0
"4818",2409,"TSB5122",74.6,2409,11444,86,39,1,29,14.1800914492079,1,1,1,147,224,0,0,0
"4819",2410,"TEB471",74.6,2410,6788,136,40,1,27,6.01071230019443,1,0,1,18.5,39,4,0,0
"4820",2410,"TSB536",74.6,2410,6788,136,40,1,27,6.01071230019443,1,0,1,13.5,26.5,0.5,0,0
"4821",2411,"TEB8133",0,2411,1875,182,40,1,22,0.126653995190747,0,0,0,0,0,0,0,0
"4822",2411,"TSB8260",0,2411,1875,182,40,1,22,0.126653995190747,0,0,0,0,0,0,0,0
"4823",2412,"TEB8292",91.65,2412,12210,31,33,1,27,0.325592887160834,1,0,1,93,170.5,15,0,0
"4824",2412,"TSB8364",91.65,2412,12210,31,33,1,27,0.325592887160834,1,1,1,46,178.5,0,0,0
"4825",2413,"TEB6000",85.8,2413,6581,36,16,1,17,12.8436628513637,1,1,1,56,106,0,0,0
"4826",2413,"TSB6118",85.8,2413,6581,36,16,1,17,12.8436628513637,1,1,1,53,149,0,0,0
"4827",2414,"TEB10300",85.75,2414,12202,75,17,1,15,9.6905966348818,1,1,1,88.5,152,0,0,0
"4828",2414,"TSB10455",85.75,2414,12202,75,17,1,15,9.6905966348818,1,0,1,66.5,114.5,2,0,0
"4829",2415,"TEB8947",138.4,2415,4087,55,33,1,29,10.3950684373281,1,0,1,84.5,174,9,0,0
"4830",2415,"TSB9039",138.4,2415,4087,55,33,1,29,10.3950684373281,1,1,1,42.5,84.5,0,0,0
"4831",2416,"TEB9720",115.85,2416,9599,98,12,1,18,3.55343115166714,1,1,1,66,142,0,0,0
"4832",2416,"TSB9767",115.85,2416,9599,98,12,1,18,3.55343115166714,1,1,1,81,163.5,0,0,0
"4833",2417,"TEB5033",81.7,2417,4556,55,27,1,27,1.15857748285122,1,1,1,38.5,84,0,0,0
"4834",2417,"TSB5127",81.7,2417,4556,55,27,1,27,1.15857748285122,1,1,1,110,225.5,0,0,0
"4835",2418,"TEB3649",95.75,2418,8266,167,25,1,28,18.7883357389998,1,1,1,44,82,0,0,0
"4836",2418,"TSB3801",95.75,2418,8266,167,25,1,28,18.7883357389998,1,1,1,57,102,0,0,0
"4837",2419,"TEB7739",72.05,2419,1288,96,12,1,22,12.8678177468067,1,1,1,64.5,122,0,0,0
"4838",2419,"TSB7857",72.05,2419,1288,96,12,1,22,12.8678177468067,1,1,1,56,112,0,0,0
"4839",2420,"TEB11265",76.55,2420,2404,89,16,1,31,16.9399624233537,1,1,1,62.5,123,0,0,0
"4840",2420,"TSB11400",76.55,2420,2404,89,16,1,31,16.9399624233537,1,1,1,58,128,0,0,0
"4841",2421,"TEB4444",113,2421,4160,83,29,1,9,2.45076117481524,1,1,1,59,98,0,0,0
"4842",2421,"TSB4559",113,2421,4160,83,29,1,9,2.45076117481524,1,1,1,35,67,0,0,0
"4843",2422,"TEB8261",0,2422,4032,44,17,1,24,13.780909855182,0,0,0,0,0,0,0,0
"4844",2422,"TSB8403",0,2422,4032,44,17,1,24,13.780909855182,0,0,0,0,0,0,0,0
"4845",2423,"TEB1027",80.3,2423,11057,91,36,1,16,18.2270142533716,1,1,1,46,88.5,0,0,0
"4846",2423,"TSB1223",80.3,2423,11057,91,36,1,16,18.2270142533716,1,0,1,44.5,86,2,0,0
"4847",2424,"TEB7066",95.7,2424,1324,139,27,1,11,14.3450817356242,1,1,1,80,145.5,0,0,0
"4848",2424,"TSB7185",95.7,2424,1324,139,27,1,11,14.3450817356242,1,1,1,44,96.5,0,0,0
"4849",2425,"TEB2826",85.35,2425,271,170,37,1,21,16.1434252863503,1,0,1,57.5,95,6.5,0,0
"4850",2425,"TSB2942",85.35,2425,271,170,37,1,21,16.1434252863503,1,1,1,65,119.5,0,0,0
"4851",2426,"TEB4370",201.5,2426,524,108,11,1,18,25.6890301329044,1,1,1,35,80,0,0,0
"4852",2426,"TSB4419",201.5,2426,524,108,11,1,18,25.6890301329044,1,1,1,10.5,17.5,0,0,0
"4853",2427,"TEB9789",91.55,2427,11642,152,26,1,10,1.91342376195267,1,1,1,108,178,0,0,0
"4854",2427,"TSB9975",91.55,2427,11642,152,26,1,10,1.91342376195267,1,1,1,144,236.5,0,0,0
"4855",2428,"TEB2940",85.45,2428,3846,31,8,1,30,8.77691061121854,1,1,1,41,108,0,0,0
"4856",2428,"TSB3080",85.45,2428,3846,31,8,1,30,8.77691061121854,1,1,1,50,108.5,0,0,0
"4857",2429,"TEB11525",103.3,2429,4846,42,26,1,31,0.322794620811474,1,0,1,120.5,269,1,0,0
"4858",2429,"TSB11714",103.3,2429,4846,42,26,1,31,0.322794620811474,1,1,1,110,214.5,0,0,0
"4859",2430,"TEB795",99.2,2430,6308,136,21,1,28,5.6709998137597,1,1,1,98.5,143.5,0,0,0
"4860",2430,"TSB935",99.2,2430,6308,136,21,1,28,5.6709998137597,1,1,1,40,80,0,0,0
"4861",2431,"TEB2304",100.35,2431,638,158,22,1,24,2.25969385376596,1,1,1,30,136,0,0,0
"4862",2431,"TSB2344",100.35,2431,638,158,22,1,24,2.25969385376596,1,1,1,22,66.5,0,0,0
"4863",2432,"TEB6595",101.45,2432,10753,144,35,1,29,3.37525593598839,1,1,1,54,90,0,0,0
"4864",2432,"TSB6667",101.45,2432,10753,144,35,1,29,3.37525593598839,1,1,1,29.5,63.5,0,0,0
"4865",2433,"TEB2715",146.85,2433,9224,146,18,1,24,22.7989566912663,1,1,1,22.5,60.5,0,0,0
"4866",2433,"TSB2816",146.85,2433,9224,146,18,1,24,22.7989566912663,1,1,1,41,90,0,0,0
"4867",2434,"TEB1953",106.85,2434,3898,151,8,1,25,9.69608597383625,1,1,1,36,62.5,0,0,0
"4868",2434,"TSB2012",106.85,2434,3898,151,8,1,25,9.69608597383625,1,1,1,20.5,47,0,0,0
"4869",2435,"TEB6677",98.9,2435,12092,122,24,1,15,23.0215970430947,1,1,1,54,104,0,0,0
"4870",2435,"TSB6874",98.9,2435,12092,122,24,1,15,23.0215970430947,1,1,1,68,138,0,0,0
"4871",2436,"TEB4323",85.85,2436,2044,49,6,1,22,14.9834608639912,1,1,1,108,171.5,0,0,0
"4872",2436,"TSB4494",85.85,2436,2044,49,6,1,22,14.9834608639912,1,1,1,61,110,0,0,0
"4873",2437,"TEB656",97.2,2437,8491,25,37,1,28,23.4318909277683,1,1,1,15,34,0,0,0
"4874",2437,"TSB701",97.2,2437,8491,25,37,1,28,23.4318909277683,1,1,1,26.5,50.5,0,0,0
"4875",2438,"TEB7121",0,2438,5347,139,30,1,22,7.49611984848022,0,0,0,0,0,0,0,0
"4876",2438,"TSB7212",0,2438,5347,139,30,1,22,7.49611984848022,0,0,0,0,0,0,0,0
"4877",2439,"TEB1033",40.1,2439,9864,180,39,1,21,14.4578125482665,1,1,1,30.5,63.5,0,0,0
"4878",2439,"TSB1160",40.1,2439,9864,180,39,1,21,14.4578125482665,1,1,1,29,47,0,0,0
"4879",2440,"TEB4051",71.15,2440,8356,72,10,1,14,4.20582088617119,1,1,1,54.5,126.5,0,0,0
"4880",2440,"TSB4167",71.15,2440,8356,72,10,1,14,4.20582088617119,1,1,1,50.5,114,0,0,0
"4881",2441,"TEB9041",103.7,2441,8793,28,7,1,11,19.9015634235542,1,1,1,72,120.5,0,0,0
"4882",2441,"TSB9186",103.7,2441,8793,28,7,1,11,19.9015634235542,1,0,1,100.5,161,3,0,0
"4883",2442,"TEB6609",131.1,2442,10018,121,22,1,29,21.1424931800228,1,0,1,33,76,8.5,0,0
"4884",2442,"TSB6645",131.1,2442,10018,121,22,1,29,21.1424931800228,1,0,1,37.5,84,0.5,0,0
"4885",2443,"TEB1327",75.95,2443,11753,111,23,1,25,2.47690840302641,1,1,1,31.5,46.5,0,0,0
"4886",2443,"TSB1363",75.95,2443,11753,111,23,1,25,2.47690840302641,1,1,1,19,33,0,0,0
"4887",2444,"TEB2592",76.05,2444,8916,152,26,1,30,25.6323178184067,1,1,1,95,196,0,0,0
"4888",2444,"TSB2690",76.05,2444,8916,152,26,1,30,25.6323178184067,1,1,1,45.5,117.5,0,0,0
"4889",2445,"TEB6606",113.05,2445,11816,173,7,1,22,15.8858252070392,1,1,1,47,101,0,0,0
"4890",2445,"TSB6738",113.05,2445,11816,173,7,1,22,15.8858252070392,1,0,1,47.5,86.5,6.5,0,0
"4891",2446,"TEB609",78.85,2446,2939,192,9,1,17,6.53274213294964,1,1,1,40.5,108,0,0,0
"4892",2446,"TSB798",78.85,2446,2939,192,9,1,17,6.53274213294964,1,1,1,53,108,0,0,0
"4893",2447,"TEB5808",78.85,2447,6370,89,24,1,26,26.3866519009462,1,1,1,140,324,0,0,0
"4894",2447,"TSB5857",78.85,2447,6370,89,24,1,26,26.3866519009462,1,1,1,104,254,0,0,0
"4895",2448,"TEB9246",87.6,2448,10613,200,24,1,25,2.68631626276439,1,1,1,40,109,0,0,0
"4896",2448,"TSB9356",87.6,2448,10613,200,24,1,25,2.68631626276439,1,1,1,69.5,120,0,0,0
"4897",2449,"TEB9806",112.6,2449,4656,173,31,1,16,10.515320574864,1,1,1,56.5,119,0,0,0
"4898",2449,"TSB9865",112.6,2449,4656,173,31,1,16,10.515320574864,1,1,1,62.5,121,0,0,0
"4899",2450,"TEB8965",123.3,2450,7238,191,19,1,31,18.5147353799583,1,1,1,67,218.5,0,0,0
"4900",2450,"TSB9099",123.3,2450,7238,191,19,1,31,18.5147353799583,1,1,1,102,246.5,0,0,0
"4901",2451,"TEB5870",76.8,2451,2817,125,7,1,27,22.6693521740974,1,1,1,39,123,0,0,0
"4902",2451,"TSB5914",76.8,2451,2817,125,7,1,27,22.6693521740974,1,1,1,12.5,40.5,0,0,0
"4903",2452,"TEB2373",91.9,2452,3170,167,12,1,27,14.8681412798532,1,1,1,43,74,0,0,0
