"","sim_number","oxcal_target","agreement_model","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"1",1,"TEB2536",98.55,1,10030,95,39,1,20,16.3512418613094,1,1,1,104,232.5,0,0,0
"2",1,"TSB2671",98.55,1,10030,95,39,1,20,16.3512418613094,1,0,1,75.5,229,16,0,0
"3",2,"TEB5962",94.65,2,11444,114,27,1,20,21.1356957800048,1,1,1,63.5,141.5,0,0,0
"4",2,"TSB6079",94.65,2,11444,114,27,1,20,21.1356957800048,1,1,1,118,219.5,0,0,0
"5",3,"TEB1298",91.1,3,7012,179,6,1,26,15.3820996778593,1,1,1,13,35,0,0,0
"6",3,"TSB1361",91.1,3,7012,179,6,1,26,15.3820996778593,1,1,1,28.5,60.5,0,0,0
"7",4,"TEB6859",63.85,4,765,137,25,1,10,12.1951695607228,1,1,1,47.5,125,0,0,0
"8",4,"TSB6911",63.85,4,765,137,25,1,10,12.1951695607228,1,1,1,41.5,81.5,0,0,0
"9",5,"TEB7689",134.25,5,9665,198,22,1,21,20.856281736715,1,1,1,17,40.5,0,0,0
"10",5,"TSB7719",134.25,5,9665,198,22,1,21,20.856281736715,1,1,1,31,50.5,0,0,0
"11",6,"TEB5112",104.95,6,5777,93,27,1,24,21.0959758704163,1,0,1,81.5,183.5,6,0,0
"12",6,"TSB5144",104.95,6,5777,93,27,1,24,21.0959758704163,1,1,1,120.5,242.5,0,0,0
"13",7,"TEB3955",0,7,6505,45,10,1,30,6.85736904644291,0,0,0,0,0,0,0,0
"14",7,"TSB4094",0,7,6505,45,10,1,30,6.85736904644291,0,0,0,0,0,0,0,0
"15",8,"TEB10500",97.8,8,2501,105,6,1,23,18.1927035558147,1,1,1,78.5,134.5,0,0,0
"16",8,"TSB10607",97.8,8,2501,105,6,1,23,18.1927035558147,1,1,1,54,110,0,0,0
"17",9,"TEB9600",92.05,9,904,39,33,1,21,20.0047656538386,1,1,1,90,150,0,0,0
"18",9,"TSB9759",92.05,9,904,39,33,1,21,20.0047656538386,1,1,1,81,178.5,0,0,0
"19",10,"TEB1189",83.55,10,310,170,25,1,20,4.94051697480888,1,1,1,39,77,0,0,0
"20",10,"TSB1280",83.55,10,310,170,25,1,20,4.94051697480888,1,1,1,34.5,80,0,0,0
"21",11,"TEB9472",120.55,11,8927,139,9,1,8,21.1005448448942,1,1,1,28,57,0,0,0
"22",11,"TSB9584",120.55,11,8927,139,9,1,8,21.1005448448942,1,0,1,24,50.5,2.5,0,0
"23",12,"TEB1855",102.55,12,10023,109,11,1,29,10.3909423481124,1,0,1,33,65,5.5,0,0
"24",12,"TSB2011",102.55,12,10023,109,11,1,29,10.3909423481124,1,1,1,28,76.5,0,0,0
"25",13,"TEB8198",73.1,13,9408,89,19,1,9,6.13832381208916,1,1,1,63,140.5,0,0,0
"26",13,"TSB8362",73.1,13,9408,89,19,1,9,6.13832381208916,1,1,1,86,155.5,0,0,0
"27",14,"TEB4444",0,14,4538,182,25,1,23,2.23342989950161,0,0,0,0,0,0,0,0
"28",14,"TSB4500",0,14,4538,182,25,1,23,2.23342989950161,0,0,0,0,0,0,0,0
"29",15,"TEB5384",0,15,10256,158,38,1,25,12.8132691245254,0,0,0,0,0,0,0,0
"30",15,"TSB5518",0,15,10256,158,38,1,25,12.8132691245254,0,0,0,0,0,0,0,0
"31",16,"TEB2835",80.3,16,6562,151,19,1,22,9.70142932347464,1,1,1,25,56,0,0,0
"32",16,"TSB3032",80.3,16,6562,151,19,1,22,9.70142932347464,1,1,1,45.5,95.5,0,0,0
"33",17,"TEB4246",84.45,17,10958,35,39,1,31,1.93490513781249,1,1,1,64.5,166.5,0,0,0
"34",17,"TSB4374",84.45,17,10958,35,39,1,31,1.93490513781249,1,0,1,87.5,174.5,21.5,0,0
"35",18,"TEB9208",104.85,18,2458,181,40,1,26,18.2240737797809,1,1,1,68,115.5,0,0,0
"36",18,"TSB9358",104.85,18,2458,181,40,1,26,18.2240737797809,1,1,1,50,107.5,0,0,0
"37",19,"TEB5438",104.05,19,8405,49,18,1,29,0.382603763445048,1,0,1,55.5,134.5,0.5,0,0
"38",19,"TSB5618",104.05,19,8405,49,18,1,29,0.382603763445048,1,0,1,68.5,128.5,10.5,0,0
"39",20,"TEB9538",93.35,20,8209,134,9,1,16,4.61204910227703,1,1,1,20,75.5,0,0,0
"40",20,"TSB9640",93.35,20,8209,134,9,1,16,4.61204910227703,1,0,1,71,151,5.5,0,0
"41",21,"TEB2455",48.1,21,8393,58,6,1,24,25.6065407214211,1,1,1,91.5,190.5,0,0,0
"42",21,"TSB2653",48.1,21,8393,58,6,1,24,25.6065407214211,1,1,1,93.5,186,0,0,0
"43",22,"TEB248",94.25,22,7131,197,29,1,14,15.8473960399439,1,1,1,161.5,376.5,0,0,0
"44",22,"TSB427",94.25,22,7131,197,29,1,14,15.8473960399439,1,1,1,134,316,0,0,0
"45",23,"TEB5596",80.05,23,4019,108,7,1,29,12.1107385505659,1,1,1,26.5,81.5,0,0,0
"46",23,"TSB5673",80.05,23,4019,108,7,1,29,12.1107385505659,1,1,1,64,103.5,0,0,0
"47",24,"TEB7854",95.25,24,2414,155,6,1,15,13.4946962462817,1,0,1,41,69.5,10,0,0
"48",24,"TSB8051",95.25,24,2414,155,6,1,15,13.4946962462817,1,0,1,16,37,1,0,0
"49",25,"TEB276",0,25,3779,113,5,1,17,13.018575561825,0,0,0,0,0,0,0,0
"50",25,"TSB460",0,25,3779,113,5,1,17,13.018575561825,0,0,0,0,0,0,0,0
"51",26,"TEB845",84.45,26,12003,155,27,1,16,5.99859988216427,1,0,1,52.5,146.5,54.5,0,0
"52",26,"TSB901",84.45,26,12003,155,27,1,16,5.99859988216427,1,1,1,60.5,124,0,0,0
"53",27,"TEB11334",159.8,27,5635,71,28,1,16,26.3078549912737,1,1,1,38.5,94.5,0,0,0
"54",27,"TSB11392",159.8,27,5635,71,28,1,16,26.3078549912737,1,1,1,44,70,0,0,0
"55",28,"TEB10598",89.5,28,9313,97,20,1,18,6.8608297866669,1,1,1,51.5,94.5,0,0,0
"56",28,"TSB10649",89.5,28,9313,97,20,1,18,6.8608297866669,1,1,1,63,111.5,0,0,0
"57",29,"TEB8878",81.2,29,9434,193,6,1,21,12.024641391529,1,1,1,127.5,245,0,0,0
"58",29,"TSB8938",81.2,29,9434,193,6,1,21,12.024641391529,1,1,1,108.5,208,0,0,0
"59",30,"TEB8552",132.55,30,1739,187,26,1,30,24.0790221162494,1,1,1,25,45,0,0,0
"60",30,"TSB8621",132.55,30,1739,187,26,1,30,24.0790221162494,1,1,1,20,38.5,0,0,0
"61",31,"TEB1838",111.7,31,2594,58,14,1,10,1.4875169794769,1,1,1,29,50,0,0,0
"62",31,"TSB1937",111.7,31,2594,58,14,1,10,1.4875169794769,1,1,1,26.5,80.5,0,0,0
"63",32,"TEB9803",85.35,32,280,133,33,1,27,16.0276796604474,1,1,1,133.5,242,0,0,0
"64",32,"TSB9932",85.35,32,280,133,33,1,27,16.0276796604474,1,1,1,130.5,298.5,0,0,0
"65",33,"TEB5421",79.55,33,5282,75,20,1,29,18.6396944975939,1,1,1,45,158.5,0,0,0
"66",33,"TSB5530",79.55,33,5282,75,20,1,29,18.6396944975939,1,1,1,78.5,142,0,0,0
"67",34,"TEB7706",90.15,34,2472,63,30,1,31,9.82046701400727,1,1,1,40,78.5,0,0,0
"68",34,"TSB7899",90.15,34,2472,63,30,1,31,9.82046701400727,1,0,1,32,78.5,4.5,0,0
"69",35,"TEB11274",99.6,35,2018,154,32,1,11,24.9227484641566,1,1,1,85.5,141.5,0,0,0
"70",35,"TSB11434",99.6,35,2018,154,32,1,11,24.9227484641566,1,1,1,86.5,212,0,0,0
"71",36,"TEB4012",109.6,36,1675,142,12,1,20,19.359567290605,1,1,1,84,179,0,0,0
"72",36,"TSB4137",109.6,36,1675,142,12,1,20,19.359567290605,1,1,1,65.5,168.5,0,0,0
"73",37,"TEB4910",71.6,37,7327,46,6,1,11,21.7848208005105,1,1,1,71.5,130.5,0,0,0
"74",37,"TSB5015",71.6,37,7327,46,6,1,11,21.7848208005105,1,1,1,69,138,0,0,0
"75",38,"TEB4565",75,38,3741,107,17,1,19,17.9588724707654,1,1,1,76.5,173,0,0,0
"76",38,"TSB4693",75,38,3741,107,17,1,19,17.9588724707654,1,1,1,93,207,0,0,0
"77",39,"TEB8951",90.3,39,6957,25,27,1,29,18.4738713094913,1,0,1,172.5,320.5,18.5,0,0
"78",39,"TSB9106",90.3,39,6957,25,27,1,29,18.4738713094913,1,0,1,146.5,296.5,22,0,0
"79",40,"TEB9936",98.4,40,11632,186,8,1,27,12.2564398983403,1,1,1,120.5,254,0,0,0
"80",40,"TSB9979",98.4,40,11632,186,8,1,27,12.2564398983403,1,0,1,142,252,32,0,0
"81",41,"TEB2545",86.9,41,12281,46,40,1,12,1.40020620635687,1,0,1,117,240,26,0,0
"82",41,"TSB2699",86.9,41,12281,46,40,1,12,1.40020620635687,1,1,1,70.5,168.5,0,0,0
"83",42,"TEB2365",119.8,42,8069,65,25,1,22,12.7410050238888,1,1,1,36,54.5,0,0,0
"84",42,"TSB2419",119.8,42,8069,65,25,1,22,12.7410050238888,1,1,1,38,93,0,0,0
"85",43,"TEB7953",0,43,10636,42,25,1,21,24.482606298147,0,0,0,0,0,0,0,0
"86",43,"TSB8129",0,43,10636,42,25,1,21,24.482606298147,0,0,0,0,0,0,0,0
"87",44,"TEB9143",79.35,44,9137,27,39,1,13,7.99538911270909,1,1,1,113,230.5,0,0,0
"88",44,"TSB9203",79.35,44,9137,27,39,1,13,7.99538911270909,1,0,1,127,263,10.5,0,0
"89",45,"TEB7513",99.15,45,9540,78,8,1,15,0.768432523836615,1,1,1,22,41.5,0,0,0
"90",45,"TSB7549",99.15,45,9540,78,8,1,15,0.768432523836615,1,0,1,17.5,50.5,3.5,0,0
"91",46,"TEB4075",78.95,46,10714,136,37,1,18,24.6973422249802,1,1,1,62,121,0,0,0
"92",46,"TSB4219",78.95,46,10714,136,37,1,18,24.6973422249802,1,1,1,84.5,153.5,0,0,0
"93",47,"TEB5955",95.95,47,8830,165,32,1,22,18.8430299187126,1,1,1,45.5,81,0,0,0
"94",47,"TSB5980",95.95,47,8830,165,32,1,22,18.8430299187126,1,1,1,35.5,75,0,0,0
"95",48,"TEB1311",94.6,48,1559,69,35,1,22,4.46395271407464,1,0,1,27,50.5,7.5,0,0
"96",48,"TSB1490",94.6,48,1559,69,35,1,22,4.46395271407464,1,1,1,55.5,103.5,0,0,0
"97",49,"TEB2516",61.3,49,7765,72,29,1,9,7.40780254991679,1,1,1,50,114,0,0,0
"98",49,"TSB2566",61.3,49,7765,72,29,1,9,7.40780254991679,1,1,1,64.5,132,0,0,0
"99",50,"TEB7023",102.55,50,1079,34,5,1,32,9.77445495379134,1,1,1,55.5,110.5,0,0,0
"100",50,"TSB7190",102.55,50,1079,34,5,1,32,9.77445495379134,1,1,1,38.5,89.5,0,0,0
"101",51,"TEB7834",97.1,51,11081,127,15,1,14,2.84875122405821,1,1,1,75.5,193.5,0,0,0
"102",51,"TSB7910",97.1,51,11081,127,15,1,14,2.84875122405821,1,1,1,72.5,157.5,0,0,0
"103",52,"TEB8056",107.6,52,8313,187,35,1,26,10.6972053086048,1,1,1,65.5,108,0,0,0
"104",52,"TSB8213",107.6,52,8313,187,35,1,26,10.6972053086048,1,1,1,22.5,84,0,0,0
"105",53,"TEB10364",0,53,4868,31,40,1,11,21.5111261178842,0,0,0,0,0,0,0,0
"106",53,"TSB10554",0,53,4868,31,40,1,11,21.5111261178842,0,0,0,0,0,0,0,0
"107",54,"TEB11623",89.75,54,2473,186,29,1,21,20.9488727426319,1,1,1,118.5,282.5,0,0,0
"108",54,"TSB11715",89.75,54,2473,186,29,1,21,20.9488727426319,1,1,1,109,227.5,0,0,0
"109",55,"TEB974",113.15,55,7630,125,29,1,8,5.44385387576511,1,0,1,50,97,19.5,0,0
"110",55,"TSB1081",113.15,55,7630,125,29,1,8,5.44385387576511,1,1,1,29.5,72.5,0,0,0
"111",56,"TEB9622",92.1,56,814,28,26,1,26,5.02461792028649,1,1,1,75,135,0,0,0
"112",56,"TSB9762",92.1,56,814,28,26,1,26,5.02461792028649,1,1,1,70,139.5,0,0,0
"113",57,"TEB5194",81.8,57,4810,76,34,1,14,11.9520199064307,1,1,1,168.5,347,0,0,0
"114",57,"TSB5355",81.8,57,4810,76,34,1,14,11.9520199064307,1,1,1,109,199.5,0,0,0
"115",58,"TEB954",0,58,6927,192,28,1,24,13.3675985412614,0,0,0,0,0,0,0,0
"116",58,"TSB1109",0,58,6927,192,28,1,24,13.3675985412614,0,0,0,0,0,0,0,0
"117",59,"TEB236",0,59,7580,43,24,1,31,4.52200911497674,0,0,0,0,0,0,0,0
"118",59,"TSB318",0,59,7580,43,24,1,31,4.52200911497674,0,0,0,0,0,0,0,0
"119",60,"TEB6680",109.55,60,8589,94,22,1,27,2.25879046852188,1,1,1,35.5,71.5,0,0,0
"120",60,"TSB6843",109.55,60,8589,94,22,1,27,2.25879046852188,1,1,1,43.5,86,0,0,0
"121",61,"TEB5937",97.75,61,10063,95,6,1,18,9.4451317832747,1,1,1,71,216,0,0,0
"122",61,"TSB6099",97.75,61,10063,95,6,1,18,9.4451317832747,1,1,1,131.5,267,0,0,0
"123",62,"TEB3628",107.95,62,6961,99,38,1,10,16.7040032642235,1,1,1,64.5,152,0,0,0
"124",62,"TSB3794",107.95,62,6961,99,38,1,10,16.7040032642235,1,1,1,89.5,156,0,0,0
"125",63,"TEB1443",87.95,63,2208,73,38,1,20,10.1073008337945,1,0,1,62,115,1,0,0
"126",63,"TSB1631",87.95,63,2208,73,38,1,20,10.1073008337945,1,1,1,43.5,93.5,0,0,0
"127",64,"TEB11530",82,64,5000,179,17,1,26,12.8588859918725,1,1,1,118,226.5,0,0,0
"128",64,"TSB11720",82,64,5000,179,17,1,26,12.8588859918725,1,1,1,72,150.5,0,0,0
"129",65,"TEB7125",95.35,65,6754,62,7,1,15,11.8651925787015,1,1,1,99.5,210,0,0,0
"130",65,"TSB7220",95.35,65,6754,62,7,1,15,11.8651925787015,1,1,1,89,168.5,0,0,0
"131",66,"TEB10198",0,66,1303,198,32,1,8,1.14580131380213,0,0,0,0,0,0,0,0
"132",66,"TSB10307",0,66,1303,198,32,1,8,1.14580131380213,0,0,0,0,0,0,0,0
"133",67,"TEB4164",89.75,67,12226,89,30,1,8,6.36795802821545,1,1,1,65.5,131.5,0,0,0
"134",67,"TSB4348",89.75,67,12226,89,30,1,8,6.36795802821545,1,1,1,92.5,161,0,0,0
"135",68,"TEB4031",99.05,68,1708,99,8,1,15,18.1438680688897,1,1,1,78.5,138.5,0,0,0
"136",68,"TSB4225",99.05,68,1708,99,8,1,15,18.1438680688897,1,1,1,60.5,119.5,0,0,0
"137",69,"TEB3158",87.65,69,4661,34,18,1,12,14.9232716567875,1,1,1,64,142,0,0,0
"138",69,"TSB3223",87.65,69,4661,34,18,1,12,14.9232716567875,1,1,1,62,137.5,0,0,0
"139",70,"TEB10747",67.65,70,7446,30,33,1,26,23.9610258104128,1,1,1,63,149.5,0,0,0
"140",70,"TSB10789",67.65,70,7446,30,33,1,26,23.9610258104128,1,1,1,65.5,155,0,0,0
"141",71,"TEB11720",86.1,71,11368,102,23,1,23,16.9484199505472,1,1,1,93.5,184,0,0,0
"142",71,"TSB11873",86.1,71,11368,102,23,1,23,16.9484199505472,1,1,1,91,160,0,0,0
"143",72,"TEB397",93.4,72,6132,75,16,1,21,2.45765774169471,1,1,1,30.5,62.5,0,0,0
"144",72,"TSB422",93.4,72,6132,75,16,1,21,2.45765774169471,1,1,1,26,55.5,0,0,0
"145",73,"TEB3551",136.7,73,2448,142,35,1,17,22.6898174243374,1,1,1,12.5,31,0,0,0
"146",73,"TSB3597",136.7,73,2448,142,35,1,17,22.6898174243374,1,1,1,26,54.5,0,0,0
"147",74,"TEB3863",92.45,74,1069,179,37,1,17,13.6674966094294,1,0,1,34,64,5.5,0,0
"148",74,"TSB3906",92.45,74,1069,179,37,1,17,13.6674966094294,1,1,1,31.5,72.5,0,0,0
"149",75,"TEB10520",108.55,75,10714,163,14,1,25,1.07982780900854,1,1,1,44,79,0,0,0
"150",75,"TSB10709",108.55,75,10714,163,14,1,25,1.07982780900854,1,0,1,71.5,117.5,35.5,0,0
"151",76,"TEB10858",89.25,76,5155,35,23,1,18,12.6616425984222,1,1,1,95,209.5,0,0,0
"152",76,"TSB10908",89.25,76,5155,35,23,1,18,12.6616425984222,1,1,1,145,335,0,0,0
"153",77,"TEB1837",83.9,77,5718,105,5,1,31,5.58726597631583,1,1,1,72.5,165,0,0,0
"154",77,"TSB2006",83.9,77,5718,105,5,1,31,5.58726597631583,1,1,1,60,146.5,0,0,0
"155",78,"TEB7963",86.35,78,11338,144,33,1,21,21.3455356168353,1,1,1,26,52.5,0,0,0
"156",78,"TSB8150",86.35,78,11338,144,33,1,21,21.3455356168353,1,1,1,68.5,117,0,0,0
"157",79,"TEB5408",86.4,79,10060,29,29,1,9,2.89882504737168,1,0,1,49,117.5,52,0,0
"158",79,"TSB5492",86.4,79,10060,29,29,1,9,2.89882504737168,1,1,1,26,52.5,0,0,0
"159",80,"TEB3957",91.2,80,9348,152,13,1,19,21.6560339271638,1,1,1,89,160,0,0,0
"160",80,"TSB4118",91.2,80,9348,152,13,1,19,21.6560339271638,1,1,1,41.5,129.5,0,0,0
"161",81,"TEB3835",79.7,81,1928,199,22,1,16,2.60378448340716,1,0,1,33.5,55.5,5.5,0,0
"162",81,"TSB3915",79.7,81,1928,199,22,1,16,2.60378448340716,1,1,1,25.5,56.5,0,0,0
"163",82,"TEB1545",83.8,82,1798,146,5,1,16,25.5288188279113,1,1,1,31,59,0,0,0
"164",82,"TSB1588",83.8,82,1798,146,5,1,16,25.5288188279113,1,0,0,20,49.5,21.5,2,0
"165",83,"TEB1088",84.85,83,2535,72,10,1,15,6.29015682836343,1,1,1,63.5,126,0,0,0
"166",83,"TSB1229",84.85,83,2535,72,10,1,15,6.29015682836343,1,1,1,62.5,107.5,0,0,0
"167",84,"TEB2526",88.4,84,3822,169,9,1,13,11.2141137803781,1,0,1,130.5,227.5,14,0,0
"168",84,"TSB2713",88.4,84,3822,169,9,1,13,11.2141137803781,1,1,1,71,179.5,0,0,0
"169",85,"TEB6549",110.45,85,9251,117,11,1,23,18.0153396907833,1,0,1,54.5,115,13.5,0,0
"170",85,"TSB6657",110.45,85,9251,117,11,1,23,18.0153396907833,1,1,1,34,104,0,0,0
"171",86,"TEB3295",96.4,86,7323,189,24,1,32,14.400682490357,1,1,1,62.5,128.5,0,0,0
"172",86,"TSB3484",96.4,86,7323,189,24,1,32,14.400682490357,1,1,1,46,103,0,0,0
"173",87,"TEB748",68.4,87,5878,166,7,1,12,8.28640999764018,1,1,1,40,74.5,0,0,0
"174",87,"TSB805",68.4,87,5878,166,7,1,12,8.28640999764018,1,0,1,63.5,119,2,0,0
"175",88,"TEB3010",99.65,88,10146,176,14,1,21,24.4612183882727,1,1,1,60,137,0,0,0
"176",88,"TSB3199",99.65,88,10146,176,14,1,21,24.4612183882727,1,1,1,72,130,0,0,0
"177",89,"TEB5462",92.6,89,2315,103,11,1,30,12.6583685557176,1,1,1,75,138,0,0,0
"178",89,"TSB5645",92.6,89,2315,103,11,1,30,12.6583685557176,1,1,1,45.5,93,0,0,0
"179",90,"TEB8010",99.85,90,3067,167,31,1,10,20.5516413849706,1,1,1,33,114.5,0,0,0
"180",90,"TSB8084",99.85,90,3067,167,31,1,10,20.5516413849706,1,0,0,52,128,46.5,6,0
"181",91,"TEB4743",89.75,91,737,62,21,1,9,5.60577240802837,1,0,1,94.5,214,34.5,0,0
"182",91,"TSB4832",89.75,91,737,62,21,1,9,5.60577240802837,1,1,1,99,209.5,0,0,0
"183",92,"TEB5143",82.85,92,6143,155,18,1,15,19.9882252161067,1,1,1,81,197,0,0,0
"184",92,"TSB5328",82.85,92,6143,155,18,1,15,19.9882252161067,1,1,1,13.5,39.5,0,0,0
"185",93,"TEB2721",132.5,93,8244,115,22,1,23,14.8703557925411,1,1,1,11,22.5,0,0,0
"186",93,"TSB2766",132.5,93,8244,115,22,1,23,14.8703557925411,1,0,1,11.5,23,1.5,0,0
"187",94,"TEB11991",141.65,94,3385,62,21,1,20,17.6965832420166,1,1,1,38.5,81.5,0,0,0
"188",94,"TSB12074",141.65,94,3385,62,21,1,20,17.6965832420166,1,0,1,50.5,100.5,9.5,0,0
"189",95,"TEB10898",91.65,95,5516,89,8,1,15,25.9847802584986,1,0,0,73.5,207.5,57.5,13.5,0
"190",95,"TSB11040",91.65,95,5516,89,8,1,15,25.9847802584986,1,0,1,139.5,305,3.5,0,0
"191",96,"TEB10533",117.8,96,1679,52,29,1,8,21.0786453739451,1,1,1,39.5,70.5,0,0,0
"192",96,"TSB10590",117.8,96,1679,52,29,1,8,21.0786453739451,1,1,1,23.5,72,0,0,0
"193",97,"TEB7741",85.45,97,9190,103,29,1,19,5.85930138319614,1,1,1,49,99.5,0,0,0
"194",97,"TSB7920",85.45,97,9190,103,29,1,19,5.85930138319614,1,1,1,48.5,88.5,0,0,0
"195",98,"TEB4235",101.3,98,7119,134,12,1,22,8.04478548192396,1,1,1,31.5,66.5,0,0,0
"196",98,"TSB4327",101.3,98,7119,134,12,1,22,8.04478548192396,1,0,1,49,114,16.5,0,0
"197",99,"TEB1270",99.45,99,6242,101,5,1,31,6.15926068642293,1,1,1,70,209.5,0,0,0
"198",99,"TSB1367",99.45,99,6242,101,5,1,31,6.15926068642293,1,1,1,102,270,0,0,0
"199",100,"TEB8988",266.75,100,10588,80,21,1,28,24.9012981654748,1,1,1,15,29,0,0,0
"200",100,"TSB9018",266.75,100,10588,80,21,1,28,24.9012981654748,1,1,1,15,28,0,0,0
"201",101,"TEB11889",123.45,101,2715,111,29,1,17,26.2357549327272,1,1,1,62.5,107.5,0,0,0
"202",101,"TSB12083",123.45,101,2715,111,29,1,17,26.2357549327272,1,1,1,70,142.5,0,0,0
"203",102,"TEB5405",84,102,6962,180,7,1,10,11.7622970728215,1,1,1,68.5,130,0,0,0
"204",102,"TSB5593",84,102,6962,180,7,1,10,11.7622970728215,1,1,1,59,106.5,0,0,0
"205",103,"TEB10667",121.8,103,3189,172,21,1,12,15.5674069979093,1,1,1,30,65.5,0,0,0
"206",103,"TSB10710",121.8,103,3189,172,21,1,12,15.5674069979093,1,1,1,21.5,45.5,0,0,0
"207",104,"TEB7348",81.15,104,9320,29,12,1,32,2.92472366432892,1,1,1,83.5,180.5,0,0,0
"208",104,"TSB7456",81.15,104,9320,29,12,1,32,2.92472366432892,1,0,1,71.5,136.5,24.5,0,0
"209",105,"TEB3712",88.15,105,1172,115,40,1,30,10.1553254945034,1,1,1,51,104.5,0,0,0
"210",105,"TSB3811",88.15,105,1172,115,40,1,30,10.1553254945034,1,1,1,60.5,114.5,0,0,0
"211",106,"TEB2577",107.55,106,8013,31,17,1,29,17.4729326998959,1,1,1,82.5,193.5,0,0,0
"212",106,"TSB2776",107.55,106,8013,31,17,1,29,17.4729326998959,1,1,1,18.5,43.5,0,0,0
"213",107,"TEB7957",79.55,107,8578,42,29,1,24,1.65342342258035,1,1,1,21.5,57.5,0,0,0
"214",107,"TSB8017",79.55,107,8578,42,29,1,24,1.65342342258035,1,0,1,21,40,0.5,0,0
"215",108,"TEB8520",97.9,108,6112,30,22,1,13,12.3129219690168,1,0,1,52.5,110,12,0,0
"216",108,"TSB8646",97.9,108,6112,30,22,1,13,12.3129219690168,1,1,1,40.5,95,0,0,0
"217",109,"TEB4967",87.15,109,10922,84,32,1,22,8.52779089962365,1,1,1,69.5,145,0,0,0
"218",109,"TSB5035",87.15,109,10922,84,32,1,22,8.52779089962365,1,1,1,45,97.5,0,0,0
"219",110,"TEB4703",95.55,110,4489,80,35,1,25,8.92679369344748,1,1,1,91,184.5,0,0,0
"220",110,"TSB4766",95.55,110,4489,80,35,1,25,8.92679369344748,1,1,1,93.5,171.5,0,0,0
"221",111,"TEB6227",123.65,111,1331,171,13,1,11,5.39296064407262,1,1,1,39.5,73,0,0,0
"222",111,"TSB6313",123.65,111,1331,171,13,1,11,5.39296064407262,1,1,1,14,33,0,0,0
"223",112,"TEB6820",80.2,112,10537,125,14,1,29,14.6446106042033,1,1,1,36,76,0,0,0
"224",112,"TSB6971",80.2,112,10537,125,14,1,29,14.6446106042033,1,1,1,29,55.5,0,0,0
"225",113,"TEB1672",89.7,113,5983,52,12,1,13,12.3277053214926,1,1,1,103.5,175,0,0,0
"226",113,"TSB1815",89.7,113,5983,52,12,1,13,12.3277053214926,1,1,1,71,138.5,0,0,0
"227",114,"TEB387",0,114,8017,31,26,1,10,4.3959191261672,0,0,0,0,0,0,0,0
"228",114,"TSB415",0,114,8017,31,26,1,10,4.3959191261672,0,0,0,0,0,0,0,0
"229",115,"TEB8955",143.2,115,899,185,9,1,20,13.2962898617869,1,1,1,51.5,152,0,0,0
"230",115,"TSB9024",143.2,115,899,185,9,1,20,13.2962898617869,1,1,1,19,46.5,0,0,0
"231",116,"TEB6393",96.85,116,8986,77,30,1,13,26.1426698138712,1,0,1,65,122.5,5,0,0
"232",116,"TSB6495",96.85,116,8986,77,30,1,13,26.1426698138712,1,1,1,69.5,136,0,0,0
"233",117,"TEB5353",89.55,117,9378,178,37,1,25,23.6955095403376,1,1,1,78.5,200.5,0,0,0
"234",117,"TSB5493",89.55,117,9378,178,37,1,25,23.6955095403376,1,1,1,119.5,255.5,0,0,0
"235",118,"TEB9862",101.15,118,466,140,30,1,15,4.04878065026738,1,1,1,143,263,0,0,0
"236",118,"TSB9987",101.15,118,466,140,30,1,15,4.04878065026738,1,1,1,183.5,286,0,0,0
"237",119,"TEB10544",126.9,119,2613,56,15,1,25,8.77446288704569,1,1,1,56,94,0,0,0
"238",119,"TSB10682",126.9,119,2613,56,15,1,25,8.77446288704569,1,0,1,59.5,110.5,12.5,0,0
"239",120,"TEB5099",79.35,120,2367,99,5,1,13,14.6107671501969,1,1,1,101,182,0,0,0
"240",120,"TSB5143",79.35,120,2367,99,5,1,13,14.6107671501969,1,0,0,74.5,144.5,66.5,1,0
"241",121,"TEB3244",102.95,121,6396,47,6,1,24,3.18374059025082,1,1,1,44,102,0,0,0
"242",121,"TSB3312",102.95,121,6396,47,6,1,24,3.18374059025082,1,0,1,49.5,83.5,3.5,0,0
"243",122,"TEB9292",133.4,122,9430,171,32,1,21,11.2927341294785,1,0,0,42.5,81.5,12,0.5,0
"244",122,"TSB9347",133.4,122,9430,171,32,1,21,11.2927341294785,1,0,1,40,95.5,3.5,0,0
"245",123,"TEB3455",94.45,123,3219,179,28,1,20,25.1679492985711,1,1,1,30,104,0,0,0
"246",123,"TSB3555",94.45,123,3219,179,28,1,20,25.1679492985711,1,0,1,47,119.5,8,0,0
"247",124,"TEB11324",77.25,124,10713,41,23,1,28,13.9073746519098,1,1,1,46.5,95.5,0,0,0
"248",124,"TSB11351",77.25,124,10713,41,23,1,28,13.9073746519098,1,0,1,39.5,69.5,8,0,0
"249",125,"TEB10848",104.8,125,1625,115,40,1,19,10.5079719174118,1,1,1,83,222.5,0,0,0
"250",125,"TSB10893",104.8,125,1625,115,40,1,19,10.5079719174118,1,1,1,109,274.5,0,0,0
"251",126,"TEB7653",85.55,126,778,110,31,1,11,2.55631861960283,1,1,1,18.5,42,0,0,0
"252",126,"TSB7761",85.55,126,778,110,31,1,11,2.55631861960283,1,0,1,30,63,11.5,0,0
"253",127,"TEB2579",104.2,127,1633,147,34,1,28,22.16634143852,1,1,1,194.5,340.5,0,0,0
