target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95,sigma_curve_uncert
355,10,301.3448305,20.40773745,-37.27646684,0,1,60,122,24,NA,22.726102785742487
355,10,426.3268088,19.15766829,44.69906734,0,0,22,45,132,116,21.610558861576706
361,10,304.0894616,27.37370632,-47.86019523,0,1,80,147,9,NA,29.143091766207785
362,10,383.7047579,14.37793563,49.57922043,0,0,34,78,97,6,17.513567111825722
365,10,371.9459593,34.79194551,-2.360293246,0,1,93,169,3,NA,36.20054519438635
365,10,345.6502395,8.882810044,6.917268061,1,1,60,113,NA,NA,13.375511738912543
366,10,347.6472305,17.7666682,-1.480959496,1,1,81,139,NA,NA,20.387606503189414
367,10,289.6549297,33.89338049,10.53652419,0,1,84,167,6,NA,35.33781601966812
367,10,401.5404565,25.42292347,9.448454948,0,0,43,106,93,7,27.318950158479314
368,10,317.0939729,14.66721397,-45.3329664,0,1,68,115,5,NA,17.75182147391538
369,10,367.886155,8.59537052,38.20257529,0,0,40,84,18,9,13.186371539437415
372,10,336.2297202,27.20000576,-24.71076108,1,1,94,159,NA,NA,28.979998504900465
372,10,390.5415377,16.19934692,41.81721329,0,0,35,78,89,17,19.03730129599554
381,10,335.4880499,20.57462351,-11.78852483,1,1,88,147,NA,NA,22.876082107263137
383,10,334.5933144,21.58358433,-6.201738049,1,1,92,153,NA,NA,23.787625197363052
385,10,350.219941,30.16691271,11.75053266,0,1,98,165,8,NA,31.7811677326803
385,10,251.6459857,33.02213704,-36.52883847,0,1,64,206,23,NA,34.50306558392369
387,10,354.9184213,9.494950998,42.75753424,0,0,59,100,27,11,13.789637212574565
387,10,379.9230821,28.34470839,-4.74682448,0,1,74,149,31,NA,30.056987435771678
390,10,274.3244518,28.88544903,-45.25873482,0,1,62,136,2,NA,30.567452717960126
391,10,359.801454,10.30868497,35.16143223,0,0,48,102,35,16,14.362067602218836
391,10,304.6586473,30.21124755,-1.3385345,1,1,86,162,NA,NA,31.823253738852365
394,10,357.2882891,31.27335504,-24.76190645,0,1,98,169,19,NA,32.83325654664632
394,10,307.8730985,27.03867838,-34.76977996,1,1,80,148,NA,NA,28.828633830569903
395,10,248.0966065,22.30888029,-49.35497849,0,0,31,79,86,6,24.447620329871587
395,10,251.1032542,15.42701362,-49.19465466,0,0,17,40,88,82,18.384579114890435
395,10,301.2457752,9.021599707,-2.378563094,0,1,33,73,2,NA,13.468083058599783
397,10,339.0774958,22.21924482,4.549866216,0,1,89,149,5,NA,24.36585398403054
398,10,351.8756149,14.57059044,24.18091099,0,0,71,125,32,5,17.672071349171816
399,10,340.9924101,19.41461779,5.314147379,0,1,86,147,8,NA,21.838667173886424
400,10,323.1156655,24.84787405,36.35291564,1,1,82,151,NA,NA,26.78463822426324
401,10,350.7452318,31.25578538,28.9058499,0,1,102,165,23,NA,32.816522053999286
402,10,310.2078149,29.9080948,46.3396573,1,1,84,159,NA,NA,31.535601065554264
403,10,260.2971599,25.01374476,-15.2615977,0,1,46,117,9,NA,26.938586208604704
403,10,333.8319982,25.0189358,-15.22351033,0,1,95,155,5,NA,26.94340640239318
404,10,256.6368565,22.90022231,-21.60907835,0,1,31,101,91,NA,24.988400946187447
406,10,318.9836449,20.6614765,-10.47711927,1,1,81,138,NA,NA,22.954228611740632
406,10,376.0710946,33.49633691,-4.841314559,0,0,89,166,29,6,34.95718218604337
410,9,288.7314903,31.84520654,-36.26998777,1,1,80,162,NA,NA,33.09255474536922
411,10,220.5226419,12.239822,-43.27420318,0,0,19,47,119,108,15.805481409678226
412,10,272.4980748,14.23228923,-32.87772881,0,1,22,59,2,NA,17.394196064388083
412,10,267.9120225,16.06128633,-42.72560147,0,1,21,59,98,NA,18.919960850230236
414,10,281.7544244,8.322948252,-18.96044724,1,1,21,44,NA,NA,13.010436872198792
415,10,276.122487,23.37014546,-33.4738485,1,1,42,117,NA,NA,25.41975017228845
416,10,298.1883267,24.29646852,0.908033294,1,1,68,136,NA,NA,26.273910682335643
417,10,268.0352874,32.21959774,-26.35512988,1,1,75,168,NA,NA,33.73577446165143
419,10,253.2060504,9.246762367,-40.98345398,0,0,11,25,114,109,13.619934444473934
419,10,256.533492,18.67758984,-31.42477649,0,1,21,59,109,NA,21.186136085451523
423,9,351.439385,12.06661894,26.13744773,0,0,63,121,9,3,15.053348220351735
425,9,334.8680365,22.09631982,-4.754450871,1,1,91,154,NA,NA,23.858905037484952
425,9,276.668162,20.40489386,-2.352302754,0,1,40,95,3,NA,22.30156257839046
426,10,372.8198834,9.937075693,45.13217926,0,0,45,81,25,14,14.0977116344608
430,10,389.9556629,26.71518436,39.57310005,0,1,64,129,21,NA,28.52544610323892
431,10,381.9024494,25.70091341,49.93657868,0,1,69,137,15,NA,27.577834398449742
433,10,328.2373415,30.86687112,-39.38225829,1,1,100,160,NA,NA,32.44632078893831
436,9,322.6953512,27.35209498,-30.68285445,1,1,87,154,NA,NA,28.79474083569674
436,9,354.9790302,34.14560529,-21.41514723,1,1,105,169,NA,NA,35.31178784231232
440,10,336.6904376,24.30359254,43.59625513,1,1,91,157,NA,NA,26.28049867012313
441,10,393.4001947,16.50947947,49.82225627,0,0,32,78,24,5,19.301888829084874
442,10,334.165217,17.82684664,-10.1482644,1,1,78,140,NA,NA,20.440069988287206
443,10,397.9987976,25.85246077,44.15636586,0,1,54,118,13,NA,27.71912206157311
443,10,351.4156766,16.6419699,-28.01310669,1,1,73,130,NA,NA,19.415333171298037
443,10,370.9251163,24.90597222,-40.02831948,1,1,76,144,NA,NA,26.83854415245752
447,10,393.5965085,31.48967623,-24.73742038,0,1,66,144,4,NA,33.039366051276275
450,10,373.6475971,15.26933591,49.28840911,1,1,49,103,NA,NA,18.252468850334072
452,10,355.6705862,22.93706715,2.334652236,1,1,82,148,NA,NA,25.022171157667536
453,10,311.970577,12.71519661,-44.92156154,0,0,54,96,26,18,16.176409516050075
454,10,349.7185473,17.19469464,-23.42445585,1,1,72,133,NA,NA,19.89114184160489
456,10,349.7006954,24.41034017,6.182491151,1,1,90,159,NA,NA,26.379247662037592
457,10,319.7048839,17.37379354,-16.94956729,0,0,70,127,27,6,20.046164270766262
458,10,353.4900958,13.63741633,-7.893289812,1,1,61,122,NA,NA,16.910917306809548
459,10,390.9687863,14.61464627,24.5531763,0,1,31,74,5,NA,17.70841284805685
460,10,374.6545302,24.12670186,27.37660061,1,1,67,139,NA,NA,26.117001026942727
461,10,304.816442,19.50817192,-29.33528333,0,0,58,117,34,18,21.921878835087938
461,10,373.8409409,8.851672885,14.08509007,1,1,43,70,NA,NA,13.354853532070063
462,10,370.3545052,13.7666272,-11.96995948,1,1,51,101,NA,NA,17.015287962999036
462,10,326.1483156,9.768974507,-36.46228926,0,0,64,117,27,15,13.979730430820755
462,10,375.2636591,15.33432882,-23.90981272,1,1,53,102,NA,NA,18.306874128585758
463,9,347.1097624,30.00903982,-2.807718166,1,1,100,170,NA,NA,31.329578211625286
463,9,350.2243878,34.63066361,-27.58975422,1,1,104,168,NA,NA,35.78104053921543
468,9,350.3327653,19.20363371,-35.71983785,0,1,80,142,4,NA,21.208006687754704
469,10,371.7054916,32.29386882,28.57389664,1,1,87,164,NA,NA,33.80671476738561
469,10,344.8722082,17.71166682,-22.18383302,0,1,89,145,10,NA,20.339693742598214
473,10,401.6870594,14.8763862,42.84215725,0,1,22,60,2,NA,17.925034626788044
475,10,335.0893588,18.26576905,-48.10847132,0,0,84,143,27,11,20.823984224637176
476,10,468.8428902,21.40724512,25.30715868,0,0,17,36,29,19,23.62774097597491
477,10,334.2744401,24.88978485,-40.62641095,0,0,95,156,26,8,26.82352306985959
477,10,373.7880055,19.41007209,-14.16985549,1,1,60,119,NA,NA,21.834626136918327
478,10,437.0683035,18.5855999,25.70466669,0,0,16,40,16,1,21.10508288642525
481,10,429.9354696,17.88269295,-1.347550121,0,1,17,40,11,NA,20.488794672795656
483,10,395.8534354,34.63806386,-38.42586924,1,1,74,159,NA,NA,36.052676294131594
484,10,349.7769626,30.19324998,-44.89635366,0,1,101,166,13,NA,31.806168338150545
485,10,411.6796277,9.17269832,1.444845204,1,1,15,29,NA,NA,13.56976029522006
489,10,413.3610767,29.76071728,31.83243687,1,1,50,116,NA,NA,31.395864266175103
489,10,393.4995854,10.28229078,-1.989747421,1,1,20,54,NA,NA,14.3431343744829
489,10,381.4302618,30.63693218,-22.10843512,1,1,77,154,NA,NA,32.227652930393795
491,10,309.861641,32.74553365,-25.46722263,0,0,97,165,56,26,34.23842832291346
492,10,462.0458117,12.9605497,28.52981437,0,0,11,25,13,7,16.36996788409098
495,10,443.7429049,14.02137735,30.298762580000002,0,1,12,25,3,NA,17.222050481609124
497,10,383.7953649,9.209228875,-30.20919038,0,0,28,61,5,2,13.594480367860104
498,10,437.381125,27.15646769,26.59655325,1,1,26,69,NA,NA,28.93913850476572
498,10,438.0966792,32.64304806,4.486965737,1,1,37,97,NA,NA,34.140424523539096
502,10,414.4835487,27.41450041,18.52294824,1,1,41,107,NA,NA,29.18141245261939
502,10,402.171722,16.54316543,-43.50806482,0,1,26,68,3,NA,19.33070931043005
502,10,445.2221905,23.18842631,13.63192489,1,1,20,45,NA,NA,25.252784296673113
503,10,396.9974391,15.00681683,-42.94037656,0,1,25,69,6,NA,18.033428719164064
504,10,400.5413814,12.76295499,-45.07821931,0,1,20,45,8,NA,16.213976072412525
505,10,498.3679114,18.8361756,24.98522454,0,0,17,32,9,4,21.326075851736892
507,10,469.4685038,13.92828541,34.16909275,1,1,15,26,NA,NA,17.146344638505866
507,10,504.9877602,15.62045915,42.3901215,0,0,17,30,11,5,18.54720313300145
508,10,495.3341734,26.72559933,23.9792567,0,1,24,44,3,NA,28.53520035934033
508,10,403.40493,26.77885333,-27.12048541,0,1,45,112,4,NA,28.58508327204334
509,10,466.5770424,22.31405947,25.34983139,1,1,17,36,NA,NA,24.452346513794883
509,10,384.0206291,32.36171616,-41.577862090000004,0,0,77,155,12,3,33.871531893618354
509,10,427.7679326,20.15866757,-22.55093399,1,1,24,47,NA,NA,22.502708241404402
510,10,467.0461246,27.42620213,28.61304595,1,1,23,48,NA,NA,29.192405917902974
511,10,512.9666852,18.20911747,38.445613,0,0,19,32,10,2,20.774310073652487
514,10,429.5216284,11.15645587,-35.3324502,0,0,10,26,9,2,14.982206365527658
515,10,466.0879485,24.11618057,-0.665420596,1,1,19,40,NA,NA,26.107281844053503
517,10,509.0092512,27.25798907,41.30664032,1,1,24,49,NA,NA,29.03442729141113
519,10,462.5046855,21.17831048,9.014341724,1,1,19,34,NA,NA,23.42052165916203
523,10,485.0491481,13.79255508,-15.97583466,1,1,14,28,NA,NA,17.036272351510284
524,10,571.8086121,34.7087739,35.14768847,0,0,56,104,15,2,36.12061718245303
525,10,483.1342541,21.87793015,-18.29428351,1,1,18,39,NA,NA,24.055016683600098
526,10,433.4187963,34.23019543,-26.40527496,0,1,42,116,8,NA,35.660991001036315
526,10,468.2360285,20.41991557,-40.53692773,0,1,16,35,5,NA,22.73703920667615
528,10,595.2792873,32.43845278,28.67747506,0,0,56,105,22,12,33.944855556627274
528,10,548.6438291,33.14027216,25.82716101,1,1,47,93,NA,NA,34.61614708252308
529,10,522.6069787,11.04158029,15.73004404,1,1,12,25,NA,NA,14.896861927953703
529,10,478.5435577,20.39723427,-29.66632333,0,1,17,36,4,NA,22.71667154019845
530,10,484.916777,11.00160366,-12.22577952,0,0,12,22,5,1,14.867255398752166
532,10,521.5602632,27.68522164,-34.9195116,1,1,25,66,NA,NA,29.435887913496416
532,10,503.6126882,31.25511428,-37.64079337,1,1,26,60,NA,NA,32.815882871802486
533,10,559.8522235,14.08028115,27.04928261,0,1,28,54,6,NA,17.270041032465596
537,10,610.7201658,33.62535686,12.60186094,0,0,67,107,17,9,35.080829864219986
538,10,597.0097853,33.55770587,29.81639355,0,0,61,111,12,2,35.01599096494961
541,10,526.5435867,21.43433522,-27.55039886,1,1,20,50,NA,NA,23.65228797227305
541,10,592.3991963,26.66933567,46.14579154,0,1,49,92,9,NA,28.482511565505142
542,10,612.0063507,29.53978618,14.23965758,0,0,60,103,13,6,31.186519003571384
545,10,617.8349901,32.27204907,37.10446279,0,0,61,105,10,4,33.78587206476234
549,10,524.8116593,15.4496635,-30.60110472,0,1,14,30,7,NA,18.40358938531373
549,10,601.0175164,15.25483105,28.94034749,0,0,41,75,5,1,18.2403363555622
549,10,619.8542259,29.69952958,45.95727611,0,0,62,104,6,1,31.337869379925863
550,10,592.0259818,29.67332029,39.35387668,1,1,53,100,NA,NA,31.31303142515789
553,10,594.8338984,14.38866945,23.45697645,0,1,36,68,1,NA,17.52238021906166
553,10,550.7492193,33.19483698,36.54368632,1,1,46,95,NA,NA,34.66838909047802
555,10,605.1218835,15.2961429,12.43909891,1,1,44,77,NA,NA,18.274900481732328
556,10,592.5871644,23.14191115,-5.057586683,1,1,49,84,NA,NA,25.210078375016888
557,10,567.7235569,15.93814758,-31.3345274,0,1,31,56,2,NA,18.815540074147748
558,10,566.2230378,12.95515155,-37.76576046,0,1,30,50,3,NA,16.365694353844795
559,10,614.6033914,10.18429818,-2.342711645,1,1,37,70,NA,NA,14.273049058247903
561,10,602.2078831,13.27522916,-34.67264583,1,1,42,76,NA,NA,16.620219891761792
561,10,562.6638358,24.82017302,-14.31358415,0,1,39,80,5,NA,26.75894222017634
562,10,657.5201468,30.00785805,30.77665495,0,1,49,90,1,NA,31.63023150008469
563,10,618.6252432,24.64308693,33.83053744,1,1,57,99,NA,NA,26.594768911188847
564,10,609.7009639,14.1539357,-33.67767113,1,1,48,76,NA,NA,17.330144136727036
565,10,645.5439306,30.54074384,47.04921746,1,1,55,100,NA,NA,32.13622619880091
567,10,691.6256112,23.43166811,44.31155282,0,1,23,54,7,NA,25.476323722570157
567,10,648.3014767,21.46005227,-19.48103278,1,1,44,78,NA,NA,23.675595946694393
568,10,584.3917965,16.77328465,-48.28014821,0,0,34,65,11,5,19.528007526369034
571,10,616.0816294,22.45414666,-11.0431216,0,1,52,99,3,NA,24.580250247480986
571,10,624.6169632,8.889442061,-33.39771281,0,1,26,60,5,NA,13.379917045926552
572,10,589.9943147,28.26888913,-45.29800152,0,0,50,96,11,2,29.98549803895597
573,10,658.5021769,12.70324521,12.99234878,1,1,28,57,NA,NA,16.16701700578644
573,10,681.3872984,13.67960223,28.4962185,0,1,16,39,78,NA,16.944955508086203
574,10,722.6239523,18.34125993,42.82635713,0,0,12,28,90,80,20.890232545853184
574,10,654.2945657,12.40862467,28.87125325,1,1,28,54,NA,NA,15.936560676662095
576,11,681.4095502,22.88698068,9.575127997,1,1,27,62,NA,NA,25.39318579159955
576,11,674.9611867,12.25461508,18.93458862,1,1,21,43,NA,NA,16.46740995903616
577,11,602.453317,22.18472612,-10.5844232,0,0,53,86,13,6,24.76210962376611
578,11,622.2818008,17.98387399,-30.58477931,0,1,40,92,6,NA,21.081264755422016
579,11,613.3588845,18.10262469,-43.3806231,0,0,49,86,7,3,21.182658489127316
579,11,686.6698777,8.424246919,44.29541933,0,1,11,29,76,NA,13.855249407797789
580,11,600.3927554,28.27582171,-46.66048861,0,0,56,98,10,1,30.34010700995808
584,11,677.4083789,13.17939712,27.83313706,0,1,20,43,5,NA,17.166726783130915
586,11,656.0292297,16.99575442,29.64237125,1,1,31,67,NA,NA,20.24489240042904
589,11,569.5336511,34.13622206,-42.99310988,0,1,50,103,6,NA,35.864769015422794
590,11,694.6474238,32.63367456,11.8324779,0,1,33,79,9,NA,34.437722272066594
590,11,574.8579517,27.5434868,5.913014407,0,1,42,92,7,NA,29.65878731677636
591,11,654.591342,30.02173005,40.15401613,0,1,52,94,1,NA,31.97349332173563
593,11,595.3102891,23.18772267,-7.100760262,1,1,48,83,NA,NA,25.66457641615836
594,10,626.4006979,33.88401391,-47.89372035,1,1,70,110,NA,NA,35.32883239866658
595,10,656.0163308,21.98009026,18.18823507,0,0,40,70,7,2,24.1479681927434
596,10,545.247532,22.287676,-47.90794519,0,0,27,65,42,1,24.42827258487542
597,10,589.4984101,26.69217458,-0.193194579,1,1,51,91,NA,NA,28.5038976950381
598,10,513.0752612,31.1448069,-23.86081652,0,0,29,71,54,7,32.71083913381446
600,10,496.3967919,33.44765525,-26.57870606,0,0,28,60,62,46,34.91053768882473
601,10,651.1749322,13.11322031,47.77480057,0,0,29,62,15,8,16.491105084214233
602,10,647.505499,23.13550869,45.77286467,0,0,45,83,12,4,25.204201283616698
605,10,603.8464128,17.56550297,14.24832079,1,1,48,79,NA,NA,20.212543001539387
605,10,583.3541964,31.56048926,-39.46365176,1,1,53,103,NA,NA,33.10686458018299
606,10,593.800139,15.49147824,-4.665695783,1,1,35,70,NA,NA,18.438706518093763
607,10,624.1264949,32.27506683,28.73889194,0,1,67,105,6,NA,33.78875462163361
609,10,585.6644616,10.22679319,4.915043991,1,1,21,53,NA,NA,14.303401656635053
614,10,587.1525331,24.85144373,8.659082022,1,1,47,87,NA,NA,26.787949818255154
615,10,572.4472505,11.16051584,-18.73899612,1,1,28,48,NA,NA,14.985229855257172
616,10,581.9229155,25.43078592,-36.78978316,1,1,43,91,NA,NA,27.326267079659278
616,10,526.2258248,22.57338531,-44.10541898,0,1,21,57,71,NA,24.689222838188403
617,10,583.0803739,17.80334409,1.917059952,1,1,33,69,NA,NA,20.419575431113593
619,10,581.6435758,21.15990573,0.19408993,1,1,36,78,NA,NA,23.403880244576683
619,10,501.2973375,22.35369793,-49.36561922,0,0,20,39,84,74,24.488524070382155
619,10,603.1897279,13.91866946,25.53918283,0,1,46,77,2,NA,17.13853434622508
620,10,590.873938,13.82948325,14.69662024,1,1,32,66,NA,NA,17.066183139824517
621,10,573.0407332,21.11965937,19.99451292,1,1,34,74,NA,NA,23.36749905113572
621,10,580.155657,26.10076921,-18.09555853,1,1,44,91,NA,NA,27.950852462021334
623,10,620.664158,30.26500749,42.0829556,1,1,66,105,NA,NA,31.874294947022058
630,10,646.7762265,26.63160305,25.41553664,0,1,50,94,3,NA,28.44718406121719
630,10,674.2444659,32.53711908,21.06865211,0,1,44,88,15,NA,34.039155659711945
631,10,502.9285378,32.57349168,-40.65404965,0,0,27,67,91,9,34.07392493134639
632,10,602.0875007,21.35107171,-3.931100271,1,1,52,84,NA,NA,23.576858636501225
633,10,589.1185845,18.80621126,-41.59464983,0,1,37,73,6,NA,21.299614596413495
635,10,644.9151867,30.947444870000002,29.07480639,1,1,55,100,NA,NA,32.52298178183681
635,10,672.7748683,15.24822907,35.05394089,0,0,23,51,14,7,18.234815320457542
636,10,636.7049922,18.93794427,49.31194498,1,1,43,81,NA,NA,21.416015809987297
642,11,626.3008082,17.36128555,-5.563452397,1,1,36,82,NA,NA,20.552718456414443
643,11,606.3035699,24.23726812,-44.60504868,0,1,55,93,2,NA,26.61663325668309
645,11,630.6850133,21.07630612,-5.793027044,1,1,44,91,NA,NA,23.774159914999093
646,11,597.7573504,17.94886468,-18.86765782,0,0,44,79,17,1,21.051407157265082
647,11,684.1031747,13.98432711,29.13878511,0,1,17,38,4,NA,17.792172568842766
649,10,602.1330151,20.29003345,-48.80549051,0,0,52,80,15,3,22.620465455028082
650,11,643.0440375,8.872249393,-6.532799383,1,1,35,55,NA,NA,14.132119773466005
650,11,663.3876684,22.85955588,0.865479768,1,1,36,72,NA,NA,25.368470490568455
652,11,720.8876093,30.63090305,26.57955484,0,1,25,85,3,NA,32.546155251557735
657,11,678.1878795,17.78974688,27.75072944,1,1,21,48,NA,NA,20.91590528890561
657,11,733.9054611,11.49036805,48.15578347,0,0,7,17,12,8,15.906871405919544
658,11,742.3527978,24.5943289,46.68787546,0,1,21,68,7,NA,26.942179088584783
660,11,652.5367347,17.83190672,-28.0644414,0,1,37,66,5,NA,20.95177551595046
665,11,752.9119361,20.18038449,45.41337052,0,1,17,58,5,NA,22.983644579662133
665,11,651.8200271,13.63154813,-33.959579,0,0,29,61,12,4,17.516252579262108
665,11,701.7068488,27.45957103,38.86238087,1,1,26,60,NA,NA,29.580872893672613
665,11,696.335471,34.09350223,-45.91907584,1,1,37,85,NA,NA,35.82411051662016
666,11,702.2580316,23.13601068,5.78940697,1,1,19,51,NA,NA,25.617864668724323
667,11,649.709197,19.03534896,-32.59744977,0,0,40,69,13,5,21.985097453251672
668,11,720.1793342,32.68722613,30.6751302,1,1,29,88,NA,NA,34.48847274197213
669,11,722.0045713,20.02234595,-17.12457994,1,1,15,32,NA,NA,22.84500683610056
670,11,744.6433559,12.56342581,5.452888575,0,1,10,20,1,NA,16.69849298839192
670,11,709.9130145,20.00030415,-4.630859592,1,1,17,38,NA,NA,22.8256909225659
671,11,712.3413366,19.86399211,-29.00898135,1,1,17,36,NA,NA,22.706346745924197
672,11,718.3305553,33.6928782,-18.19720378,1,1,30,92,NA,NA,35.44305349994601
672,11,794.6527303,19.66210876,49.87825239,0,0,29,51,13,6,22.52994720122683
672,11,754.3862932,23.52657494,14.50413868,1,1,25,60,NA,NA,25.97113259770232
672,11,786.6725849,11.65649414,37.83135,0,0,30,47,9,6,16.02728472436471
674,11,748.95199,11.66721253,10.20053143,1,1,9,19,NA,NA,16.035081796491998
675,11,787.0591697,13.50028266,20.86477855,0,0,30,47,6,3,17.414293896104333
675,11,795.3444627,32.73321998,12.75919182,0,1,40,85,9,NA,34.53206756420865
675,11,751.5293821,17.72473279,19.30805801,1,1,15,47,NA,NA,20.860636435087528
676,11,709.3787636,12.9540217,-47.76433257,0,0,11,22,3,1,16.994313113629243
676,11,815.7707218,33.68140333,15.7623057,0,1,48,104,9,NA,35.43214543713286
677,11,789.4826009,11.43230814,21.44570921,0,0,29,45,5,3,15.864982489996963
681,11,763.3543286,17.16522211,14.46081819,1,1,22,53,NA,NA,20.387369866798238
683,11,797.7539888,28.35867375,40.55222799,0,1,39,66,2,NA,30.41733678116707
684,11,746.0353472,15.27001956,-41.20741633,0,1,11,29,2,NA,18.819497797836757
685,11,812.6592656,12.16275799,26.27250124,0,0,31,45,6,1,16.399167110658663
685,11,818.9184928,27.21170993,4.345055716,0,1,41,98,5,NA,29.350931114948647
686,11,758.4716095,26.69673843,-26.09651799,1,1,29,60,NA,NA,28.874137957692152
686,11,816.3657567,15.28438973,36.50414208,0,1,33,49,4,NA,18.831159534625833
688,11,765.7692947,9.703413443,-34.99433727,0,1,11,38,3,NA,14.668204813329856
688,11,765.8168833,20.45817796,-19.04511391,1,1,27,55,NA,NA,23.227936745286478
689,11,834.0288139,15.71415094,27.99714024,0,1,47,89,2,NA,19.1816198420546
691,11,825.5642711,13.14789034,41.09980746,0,1,28,59,2,NA,17.142549996796433
695,11,802.4120384,18.44439749,9.356614528,1,1,32,51,NA,NA,21.47546969845173
696,11,856.1999378,29.10734838,43.00939413,0,1,52,129,33,NA,31.116518598883918
697,11,764.317736,15.01586165,-47.47771369,0,1,17,53,8,NA,18.613868514952518
699,11,753.7095879,12.53853869,-35.61677998,0,0,9,29,17,9,16.679776751522393
699,11,808.0977833,27.41238255,6.674909196,1,1,38,77,NA,NA,29.53707360365181
