CalBP,BP,Error,CalRange
10715,9478,21,0
10720,9482,24,0
10725,9487,25,0
10730,9491,25,0
10735,9497,27,0
10740,9503,28,0
10745,9510,28,0
10750,9516,28,0
10755,9522,26,0
10760,9529,24,0
10765,9535,20,0
10770,9540,20,0
10775,9545,19,0
10780,9547,20,0
10785,9551,20,0
10790,9562,19,0
10795,9573,17,0
10800,9578,18,0
10805,9580,18,0
10810,9582,20,0
10815,9584,20,0
10820,9585,18,0
10825,9586,19,0
10830,9587,19,0
10835,9588,16,0
10840,9586,15,0
10845,9584,14,0
10850,9577,14,0
10855,9568,15,0
10860,9570,16,0
10865,9580,15,0
10870,9593,17,0
10875,9603,17,0
10880,9610,15,0
10885,9616,14,0
10890,9619,16,0
10895,9622,16,0
10900,9623,17,0
10905,9624,18,0
10910,9625,19,0
10915,9625,19,0
10920,9621,18,0
10925,9614,17,0
10930,9609,16,0
10935,9607,13,0
10940,9607,13,0
10945,9601,15,0
10950,9589,15,0
10955,9579,16,0
10960,9572,17,0
10965,9567,16,0
10970,9560,16,0
10975,9555,17,0
10980,9552,19,0
10985,9551,20,0
10990,9554,22,0
10995,9557,22,0
11000,9561,20,0
11005,9568,20,0
11010,9577,19,0
11015,9577,19,0
11020,9572,19,0
11025,9566,17,0
11030,9559,16,0
11035,9550,14,0
11040,9546,14,0
11045,9546,14,0
11050,9547,15,0
11055,9548,16,0
11060,9553,15,0
11065,9568,14,0
11070,9586,14,0
11075,9601,14,0
11080,9608,14,0
11085,9618,15,0
11090,9624,15,0
11095,9628,15,0
11100,9636,15,0
11105,9646,16,0
11110,9652,15,0
11115,9650,15,0
11120,9649,16,0
11125,9653,18,0
11130,9658,17,0
11135,9662,15,0
11140,9667,15,0
11145,9671,14,0
11150,9672,15,0
11155,9673,16,0
11160,9675,17,0
11165,9681,17,0
11170,9689,16,0
11175,9702,15,0
11180,9714,14,0
11185,9722,14,0
11190,9730,13,0
11195,9737,15,0
11200,9754,16,0
11205,9772,16,0
11210,9780,17,0
11215,9791,18,0
11220,9799,19,0
11225,9808,19,0
11230,9818,17,0
11235,9830,16,0
11240,9846,17,0
11245,9862,17,0
11250,9879,15,0
11255,9889,13,0
11260,9894,13,0
11265,9901,13,0
11270,9917,14,0
11275,9926,15,0
11280,9927,16,0
11285,9928,18,0
11290,9930,20,0
11295,9933,19,0
11300,9930,19,0
11305,9931,20,0
11310,9935,21,0
11315,9940,20,0
11320,9946,20,0
11325,9952,18,0
11330,9959,18,0
11335,9962,17,0
11340,9964,19,0
11345,9966,21,0
11350,9968,22,0
11355,9971,22,0
11360,9975,22,0
11365,9979,20,0
11370,9981,17,0
11375,9975,16,0
11380,9967,17,0
11385,9967,17,0
11390,9974,16,0
11395,9988,16,0
11400,10003,16,0
11405,10015,17,0
11410,10026,17,0
11415,10033,17,0
11420,10034,18,0
11425,10032,17,0
11430,10027,16,0
11435,10024,16,0
11440,10022,16,0
11445,10020,16,0
11450,10020,16,0
11455,10016,17,0
11460,10014,17,0
11465,10015,17,0
11470,10018,16,0
11475,10023,17,0
11480,10027,17,0
11485,10025,18,0
11490,10024,17,0
11495,10028,16,0
11500,10034,15,0
11505,10044,15,0
11510,10050,16,0
11515,10052,16,0
11520,10046,17,0
11525,10035,17,0
11530,10029,16,0
11535,10028,16,0
11540,10029,16,0
11545,10028,16,0
11550,10027,17,0
11555,10021,17,0
11560,10018,17,0
11565,10014,18,0
11570,10013,17,0
11575,10014,17,0
11580,10012,17,0
11585,10012,17,0
11590,10013,17,0
11595,10017,17,0
11600,10026,17,0
11605,10037,18,0
11610,10047,18,0
11615,10056,17,0
11620,10064,16,0
11625,10072,17,0
11630,10077,16,0
11635,10076,16,0
11640,10077,16,0
11645,10082,15,0
11650,10087,15,0
11655,10090,16,0
11660,10089,16,0
11665,10085,17,0
11670,10079,17,0
11675,10070,18,0
11680,10064,17,0
11685,10063,17,0
11690,10066,18,0
11695,10071,19,0
11700,10078,20,0
11705,10086,20,0
11710,10092,20,0
11715,10098,20,0
11720,10102,20,0
11725,10105,19,0
11730,10105,18,0
11735,10102,18,0
11740,10099,18,0
11745,10099,18,0
11750,10105,20,0
11755,10114,20,0
11760,10124,21,0
11765,10134,20,0
11770,10142,19,0
11775,10146,20,0
11780,10146,20,0
11785,10145,21,0
11790,10144,21,0
11795,10144,20,0
11800,10145,20,0
11805,10148,19,0
11810,10152,18,0
11815,10157,19,0
11820,10164,19,0
11825,10173,20,0
11830,10180,21,0
11835,10188,21,0
11840,10194,22,0
11845,10200,24,0
11850,10203,24,0
11855,10203,26,0
11860,10201,27,0
11865,10197,29,0
11870,10193,30,0
11875,10188,30,0
11880,10184,30,0
11885,10180,29,0
11890,10177,28,0
11895,10174,27,0
11900,10172,27,0
11905,10171,27,0
11910,10170,26,0
11915,10170,26,0
11920,10171,25,0
11925,10173,26,0
11930,10176,27,0
11935,10179,29,0
11940,10183,31,0
11945,10187,34,0
11950,10192,37,0
11955,10196,39,0
11960,10201,41,0
11965,10205,42,0
11970,10210,44,0
11975,10214,45,0
11980,10219,45,0
11985,10223,46,0
11990,10228,46,0
11995,10233,47,0
12000,10237,47,0
12005,10242,47,0
12010,10246,46,0
12015,10251,46,0
12020,10255,45,0
12025,10260,44,0
12030,10264,43,0
12035,10269,42,0
12040,10273,40,0
12045,10278,39,0
12050,10282,36,0
12055,10287,35,0
12060,10291,35,0
12065,10295,38,0
12070,10299,40,0
12075,10303,41,0
12080,10308,42,0
12085,10312,43,0
12090,10316,44,0
12095,10320,45,0
12100,10324,45,0
12105,10328,45,0
12110,10332,45,0
12115,10336,45,0
12120,10340,44,0
12125,10344,44,0
12130,10349,43,0
12135,10352,42,0
12140,10357,40,0
12145,10361,38,0
12150,10365,37,0
12155,10369,34,0
12160,10373,31,0
12165,10377,28,0
12170,10381,23,0
12175,10384,20,0
12180,10384,18,0
12185,10385,17,0
12190,10387,17,0
12195,10387,17,0
12200,10386,16,0
12205,10381,16,0
12210,10374,17,0
12215,10369,18,0
12220,10368,19,0
12225,10370,20,0
12230,10375,21,0
12235,10383,21,0
12240,10394,21,0
12245,10406,20,0
12250,10415,19,0
12255,10419,17,0
12260,10415,18,0
12265,10405,20,0
12270,10398,20,0
12275,10392,20,0
12280,10388,19,0
12285,10386,18,0
12290,10385,18,0
12295,10384,18,0
12300,10386,18,0
12305,10391,19,0
12310,10396,19,0
12315,10399,18,0
12320,10399,16,0
12325,10395,16,0
12330,10391,16,0
12335,10389,17,0
12340,10387,17,0
12345,10386,17,0
12350,10382,17,0
12355,10375,17,0
12360,10369,16,0
12365,10371,16,0
12370,10376,16,0
12375,10384,15,0
12380,10395,16,0
12385,10408,15,0
12390,10421,15,0
12395,10430,17,0
12400,10439,18,0
12405,10448,18,0
12410,10457,18,0
12415,10466,18,0
12420,10477,18,0
12425,10489,19,0
12430,10500,19,0
12435,10510,19,0
12440,10517,19,0
12445,10521,18,0
12450,10522,19,0
12455,10519,20,0
12460,10514,22,0
12465,10508,23,0
12470,10502,23,0
12475,10496,22,0
12480,10493,23,0
12485,10490,25,0
12490,10487,25,0
12495,10485,24,0
